address,chain,code_bytes,opcode_count,bytecode_sha256,is_exact_historical_duplicate,best_family_similarity,matched_historical_family,is_previously_unseen_family,fetch_error
0x792b53282a85a884959f70ece940e2a5108e80a5,ethereum,2140,1288,cb2eae547a91936cf29106a2146a33bf16e645f79a7864db95006588a21dc8e5,False,0.5331,,True,
0x45e87d68ff89dd2bc7729a86e776af9393ebf845,ethereum,4001,2271,86fd319ab66813f07f606b926911051c714face270a8cf214abe07b865cd68ad,False,0.8918,F00031,False,
0x0b8d765cc8bce6d1b53d1d525ed944da082bf1fe,ethereum,2727,1475,e71097a0d533bd661878f4ff18502e4f6ed8b8dbdec763c6670b8b56415c1af7,False,0.7011,,True,
0x52cc60be938c2823f72f6cb29053ee295f1874c3,ethereum,1854,1291,0aed6700aaff542cba480b8a5aed029912d2dcb02388c7fe97abe4487fe7cb56,False,0.316,,True,
0xab6363ebc7b2b769938eaa22909da533a9f1ee52,ethereum,3569,2283,8539c02e80d871dd1d14f61c40bf7d0c71d48a6e6d65dcb7959e022067c698b2,False,0.3827,,True,
0xeef338963906d306595947a89626e04ea5097bbc,ethereum,2748,1909,34fbcf29ec2871b88f0d0d19c409042df25b813f4e0792c7c6d08791d28ea8d1,False,0.3867,,True,
0x056a25be39d351d28a49ea30e023e2cb2e380d7c,ethereum,31,26,5f4f2e463a5d6b4fd98a6213cbe16e452936814a1d466f48e5f420c2f79ca437,False,0.1364,,True,
0x74590823134e5523d1ab6c70b0de1bb8f840c69e,ethereum,2683,1840,480ff0622c5f54708251fb0fd52f50c3c8a9d9c6649beadbc692d96d0068180b,False,0.9184,F00968,False,
0x748918b511c6838e630351e8f0adc72d9e77fa22,ethereum,2492,1450,e3d506bfb878aee7e4d03a1fa23895306dce3d282ff742a39797924f8e3e7fc8,False,0.5901,,True,
0xe6259d8fa4535273a5bf00287f6d350c556a940d,ethereum,2430,1596,b1b48b2a594a5214c0aa239451aac6adde21be57d38618515713a56617709012,False,0.7553,,True,
0x3940c77f7d5a6dc927513e5b43b436bfc98aca1c,ethereum,4991,2698,c394f6456e3108b263745e322a3182d8b01f974d7f112ee3132fa234495e2658,False,0.6235,,True,
0x9a7281c6890e681a5c0af012ac83febc1181bc74,ethereum,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,0.0,,True,
0x496912f82f8f55a10b9fdea5f4241ab69f96aaa8,ethereum,2709,1309,175e28b0f059a81675c81b0e24a7219189881707eaca0fc1984e52bd0f99ee28,False,0.4529,,True,
0xa473d7315ca425fef92ade75b13b97d6586fb15e,ethereum,2140,1288,854c2fb6b3f8c2fa710a61d2ee534be4e3ef8625f6478019c7a5d44b086ef20d,False,0.5331,,True,
0xd7d20e03c9793bd1b63291eea0021c8cc096a915,ethereum,9973,6300,a5168141db26b491d1e647af7d539766036a8de5ff6c0ba00f79fde43379afc9,False,0.5363,,True,
0x1768774c969070f8f6f7ad198c7919cdfcb0c282,ethereum,5242,3436,c44baf0b636faac69648b722a968b278f819de0d210d90ee7459c58eb6fea0e2,False,0.3847,,True,
0x58b38b6cedf810d7f6247135a5e07b182443ff62,ethereum,2140,1288,bc3437e87ba56d6aea7a1f931160ad0325afaeedcdb0ffd62d11a3a7de21712d,False,0.5331,,True,
0x7fc70a7ab70eeed2bab474737cb450cf184e454b,ethereum,2140,1288,106e762ad85a1fadbf4083d6e08bc09810be2c391c6c42a7a800cd8c8ff1dd27,False,0.5331,,True,
0x74b02e949024b3cc3473215a6175de48b90c92f4,ethereum,5929,3802,ca7aebd26f777eb9fcb01f95e38aa9ad36ed34d38a8023b560021677cae576cf,False,1.0,F00717,False,
0xe2aad4ae4eda149d9eb8bc885529ef2ee04f62d7,ethereum,5153,3163,38b2aa7dad53cd627e07e5b64941f4e062faa4bfae005de2b75cc48c339f3627,False,0.8498,,True,
0x487db2fd20522c4a3ed542249483d9a12de66b1f,ethereum,3649,2559,16d80af121e512f2924da86f03c5921692b2e1ef7ec44f5bc8c221e0a0cd622f,False,0.9756,F00676,False,
0x0e980bc81314178679618c97f982a29999999999,ethereum,6443,3900,64b9a1a8206722326b6a809dec63ac97aa9dea533345cf7bf368d1a5156329ea,False,0.1966,,True,
0x198708072eeae14c64777bb523cce42f124926c3,ethereum,2204,1120,94781ce247fc32b841bc7f02a76e6260c795886b9dd221d331686f9a85cafa18,False,0.3194,,True,
0x7232e04829751098f124fa061a63ff242c3c6004,ethereum,7534,4537,e5a32420fbf324c2d7e74d841ecaa17d50567dc843a1be5aeedf4efbba8b11d7,False,0.2246,,True,
0x0b50b2854b262a5193596bb8aa9aed3d630b39c1,ethereum,1707,856,4221bf12e670c027407b70232719056eca1768fb1ab86cc68bb1f025a8dee982,False,1.0,F00696,False,
0x000100abaad02f1cfc8bbe32bd5a564817339e72,ethereum,18002,7828,a7dba5dc36ffc7d92796b2d17cd61f4e89d7ace44ff953def7e39e444c278bfa,False,1.0,F00692,False,
0xd753468eabef52e6331b17f32f0834a5dced52c1,ethereum,13664,6851,acb1da72e1bd1090accd99f91d37d516479e2034ec341010d16e630e53b26a84,False,0.0964,,True,
0x0bda553d4cd3f9508854e61ff092d8d5deca5897,ethereum,5195,3275,20ecdfb71a479de2b458d93cd3c255001cfbba1a0f0a627bb1ccd2df56912a06,False,0.5417,,True,
0x71d8bbc8548860a6c10db73eaae2ea1fe21f1c04,ethereum,11037,5049,e461a2485493b4d3128846621a70eddf457939520bcd7894a122bfdfda08fe4f,False,0.4634,,True,
0xdc038ad359c054f9a0303acfe365d1b26db3237d,ethereum,6091,3348,806a6c1c41b6c9fda4755798286a4b427047c5fff99092aa59234a4dc65b2bd7,False,0.5247,,True,
0x7e87c3379a901050120b70025c75a1739e66c55d,ethereum,2303,1327,cdf9d7cc8665d1eb06d4806d6a655bafd22cab4bbf60fd5d422651f87fbeaf8e,False,0.7095,,True,
0x73387a7b16a9628f549fd61dd2b44f38c0ea110a,ethereum,9452,5674,56f5e481d5c5833fac86d57289f02fb720ba79a0698d7a180307e4a52c1f2289,False,0.9864,F00672,False,
0x0eff5532e2c578a7a502ba3cd2fdb1c8923ea7c4,ethereum,1868,1236,23765b122c1017a4709adca8182852a5ec7e16a06c3a34486ac809cc3eed708f,False,0.5151,,True,
0x466104b887a294bc19a83882e6edb548a5c04cd4,ethereum,2015,1176,61144fa85b8ba6312fdce23441034a608de3876cffcc7fbadea0557132bc9fd1,False,0.5791,,True,
0x2d43ef8907bbe0009e85c5661d7c48b10f83799d,ethereum,3410,2053,5b3d2f39990c04a118e8117e0f17935c4e79c91e6a6899d596e89a957fe7679d,False,0.5323,,True,
0xe3014e9ab2739adef234b3829c79128746160178,ethereum,7292,3661,87a66ba4ebdefb774b4e67e728971a13e99b351ee15a3fc5b1e46aff975d0c39,False,0.398,,True,
0xec3cf3d8d6320fadffcd11a6df0ffd6c6b591414,ethereum,4463,2949,5da9d77b3adad1f3d749b7d2e7ff721e90bb1b8f5eb17a77028ee3e5f2fe45de,False,0.5342,,True,
0x462e2abb4df9e3a64595310d68f73c9fabcf52ca,ethereum,5195,3275,20ecdfb71a479de2b458d93cd3c255001cfbba1a0f0a627bb1ccd2df56912a06,False,0.5417,,True,
0x0000000000a88fd0282c6677848d001d43e900ce,ethereum,1265,743,90b4c164c67eb7860b6b1c8f690f12f26f28242042c792b6254c3fa948f1133f,False,0.149,,True,
0x74f2b03fdec0e9cc35aac867c67bc938233088fd,ethereum,2577,1484,e31d95754c47ca776244245a20de7fb404d8525e2584a0a41df9b696531ca7dd,False,0.5776,,True,
0xbfdc2ff6acc9e78dd309e127d4d7a60d0af14b77,ethereum,7824,5225,92385443c54ef034b765c7c5547995dbd2c345d41e0663eaf23f540c58fb7b4b,False,0.7221,,True,
0x310fb93d147888fccbc6a41f59195ecd96843907,ethereum,4958,2769,a3ce2ef68848938792ce94387bcadb97686cfe423caecf6d38de19a09bd58976,False,0.5463,,True,
0x5c847dd80f83a7698ea6acc303f954f9a282c694,ethereum,6027,3563,7bd6630e1a7cbe0c104e20399c22536fb036a2de5e2db55fb4333efd46dd309d,False,0.7502,,True,
0x4ae24b0edee921d4cc4763efdff1662ae4972f1a,ethereum,2140,1288,2826bb84049f134e346c9aed2b889e0d36f99384900e0b9195cd28f424531e1e,False,0.5331,,True,
0x5daebc0ccaf4070211984d33fc45a2f313f07199,ethereum,16131,7671,5360ab53c735d1c7dd57df5a59fad2d2a0ec3c3089e3c03c309fdb5dc8c564d5,False,0.1982,,True,
0x260b14eed940039ba19ee654b873d07588f29e92,ethereum,2308,1400,fe430e747455b0bfb6af8b987f3246d71c05c1c80f721e330d8d1f6f4bd1ac11,False,1.0,F01324,False,
0xe0a2279460b03b46238068c0363f3146dd0a4b96,ethereum,3777,2771,fe5710f6345191ff62d00ee70626160cc17620080a57771839088d0b830f4294,False,0.2731,,True,
0x9ae4367be2f8b4077c4e9fa59e324338188b1de3,ethereum,10677,6790,8fed58c77d47d6252fcb2d2fb8fe901d03ebd711c461060f4b649a166616bdad,False,1.0,F01078,False,
0x5af42746a8af42d8a4708df238c53f1f71abf0e0,ethereum,6792,4671,5bc74546b906c09a49f149fdf32f162b3e5c8ff6b5ae640df8623b2d823fc38d,False,1.0,F00662,False,
0x0e51fd1cb32e7bf563d32889daa5bc6dd01bf390,ethereum,1720,987,aa071ead7835078acb709170b0dbef4e2b0468fd42269cb7208db09a8e5d0610,False,0.7051,,True,
0x7cd3717264da69a9472d8cd2580e124a57982754,ethereum,3888,2192,e863ceeb0455a25fe0396bd75d7ff0f742afda7a77c9c08a06edb08985129fe6,False,0.6464,,True,
0x840c0aa3e04af730edb108482e44f21de09ceac9,ethereum,2410,1279,c5505b8c7481146204379261e562813376a26600ac5a2093a8b70a04846ddd99,False,0.7373,,True,
0x018bd97b16ff849d579710ce2d1cf6169418cdff,ethereum,1693,1084,7e4a9a1f0db7dde077b7eef6db5a63cd66aab7278718def0d871b93ac9b72ed8,False,0.7159,,True,
0x438f67c2aa7ff150352295dcb190c19fb6672ad5,ethereum,2094,1364,f1af069e7ca88f64667cf89137eaa3330efb2d592c37a1eded08add68683ac0e,False,0.3112,,True,
0x6214f1224ef2aca4bf63c4ef880564872dd83f30,ethereum,96,36,b881705403653f35ae13c1f7ea335a17ef7f975c1383f01eafa2e4d8173d4da0,False,0.0673,,True,
0xa7224dbcd420d63535925911915748932abe58b0,ethereum,2140,1288,c143b30fe4e8d20f0a2c429d7af62ffeed3cd9553ae2b3c58d52e1979d7f3a20,False,0.5331,,True,
0xe319104547fe457e5b875590ebc2b34eb1b93c0e,ethereum,6931,4328,7682cfec502d392e313316dac513e65e2bbe0bbdc65b746124ea686931798de2,False,0.3131,,True,
0xddbe20576137949e86517c26d31f62752574a011,ethereum,7750,5448,9e4a80832e535e32c1fda84ce524bda459c90c0ff41df4a53e73c705028b15b6,False,0.1979,,True,
0xec7146fe09e84e4ff1338ca5c1946056c169cd75,ethereum,749,443,0e7965f34203d6eabcb4a4ca3e57e48d8f2a13aeba1c34ab4976e5bc1c360318,False,0.5356,,True,
0xc795888ec03a4afda5edc716d78a40cd2a95c449,ethereum,1675,921,11ed3aecf58bfeb24b0cb3bc3868a61ae0f25d95d28aa717de6e39c0e64d3218,False,1.0,F01015,False,
0x6c0847c586767886d5a8777bf1fb959b314d9e2b,ethereum,2140,1288,03f778ca2ae521c618af9898823b65f740525be9df1f71e0ce54626c1eb93885,False,0.5331,,True,
0xbea1d2836d62c1a59b224c0c67bc7155f25edb91,ethereum,1998,1116,53b7ea1b9d141703afea367e49997479d478618c9a716727c44f5112b6a35928,False,0.7584,,True,
0xd7abf0c780e1a86198226eb8af1460961a47179e,ethereum,3565,2237,522dca85571028b7fa286970ca728f011c76ac1702368ceb2acd824bfefd9ea9,False,0.2274,,True,
0x15962d35fd322c5927affce5c9ef21529ffe5277,ethereum,2727,1475,45af30037aed4e553c3b2eb5e7c8ed8f5aacfc5e094d278120cac7b72356fec1,False,0.7011,,True,
0x20538d3407ecb44c602684a96962bf85fdc96379,ethereum,450,267,998d3ea23b2a570e31edec507684a67fa83159a98cb5a86f26f528920722bf04,False,0.7179,,True,
0xb186bee71b0e12d0c6909e50296c349d15441799,ethereum,2303,1525,036fd368b4f1d7a99b2ba190e63ef86d7e8877f05499d38471df7943b1f11ed4,False,0.1878,,True,
0x04c875295ab02c078858be7012b027b8b8a3ee48,ethereum,12989,6890,35d447409aa71e9d961466c470306d7f7ac8b99df3129f20be766ead28f4aade,False,0.4325,,True,
0x56579d571a35129b246aa2614fef0fbc159c25a5,ethereum,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,0.0,,True,
0xc4fb760331a9d78f7443813ba754f9b64307d118,ethereum,2864,1734,acc3f99dfa7c301776cdd3c4f6a7db95f177172cfd0aff9ef230d9b51d407ca9,False,0.6194,,True,
0xc295e3a8b37933f2f8f050a76f3680cef7bbde18,ethereum,5472,2721,aa3277069c329fca2ba695214b1f9cdc7daed1dc18e321aa9291f0f9f9991e62,False,0.2246,,True,
0xa55a543a0e2bb81ad69128fe0dfc6c703dd5e709,ethereum,8713,3700,fae3c759a6e8478a065f03b638090b24c367a55ea71001107d53aa883025014e,False,0.2283,,True,
0x145422173bdcdad12c2ee7b202cbc0655bb9f3ab,ethereum,912,580,3fec4393f0de49199751053b4e6e0cebf3ca6fe7efa7b61c4efb744b9b62b0d4,False,0.4904,,True,
0x77f64403a328ffd675bc12e18bff559242a7f510,ethereum,7030,4507,4a8cdc6be6af1b93558559e6eba1c6df88aa2d8fdaadaec0cba4b38f02b67fb6,False,0.4727,,True,
0x2d3848608caaf5343b8844fde162398fc6fd6210,ethereum,4228,2717,11ea377e020c85fde72fff93cd0117e77857a397ff85c6bf709617b01c8a96df,False,0.6942,,True,
0x575bb2c1d0f74e9d75713b2cdeaf826356ada3d2,ethereum,7331,4107,89c0d9e4b53b90343f93679efade896f98f98828bbde6629f5d3431fa9c4aeae,False,0.6234,,True,
0xd221318a751b3fcbf47b994f42e5335f655c5144,ethereum,7925,4419,9e1cdc9126ce0246ffbe62448024f838f10f3d890afb1aead6408ceb3c68fb8a,False,0.564,,True,
0xc56882c2fd9b15510a92331e74d6e53b083988b5,ethereum,3938,2287,ab9b09ee56ad123f3e58c660ee6f0e4c97277b70cf468dbe4d21653bb6fc917f,False,0.5925,,True,
0x591420a265e2e796c22e1264237eb1456679cd7f,ethereum,10550,5853,9acb5af54f1900d36acc35a9882dc5d8fab7f46b1443a1a91983258a2533f24f,False,0.6161,,True,
0x463fe7162a874b5ca5a2cf6e2f4d007f54e679e1,ethereum,2577,1482,adf8a7c4ed33b0900b30153623bd9567e05288d504e3da6d3f38204a81df2459,False,0.5791,,True,
