item_id,delegate_address,candidate_name_signals,candidate_related_addresses,evidence_reference_candidates,blockscout_address_status,blockscout_contract_status,sourcify_status,all_provider_requests_complete,auditor_instruction
ethereum:0x0b8d765cc8bce6d1b53d1d525ed944da082bf1fe,0x0b8d765cc8bce6d1b53d1d525ed944da082bf1fe,,,"https://eth.blockscout.com/api/v2/addresses/0x0b8d765cc8bce6d1b53d1d525ed944da082bf1fe;https://eth.blockscout.com/api/v2/smart-contracts/0x0b8d765cc8bce6d1b53d1d525ed944da082bf1fe;https://etherscan.io/address/0x0b8d765cc8bce6d1b53d1d525ed944da082bf1fe;https://etherscan.io/tx/0xfc413ca9e3c9b0efcec1e7a8d95422905f55822a2e9599df5a7d8d436e3d2a68;https://sourcify.dev/server/v2/contract/1/0x0b8d765cc8bce6d1b53d1d525ed944da082bf1fe?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
ethereum:0x0cdd0482d874f4146d1e6ed06bdd0f6aad1caacc,0x0cdd0482d874f4146d1e6ed06bdd0f6aad1caacc,,,"https://eth.blockscout.com/api/v2/addresses/0x0cdd0482d874f4146d1e6ed06bdd0f6aad1caacc;https://eth.blockscout.com/api/v2/smart-contracts/0x0cdd0482d874f4146d1e6ed06bdd0f6aad1caacc;https://etherscan.io/address/0x0cdd0482d874f4146d1e6ed06bdd0f6aad1caacc;https://etherscan.io/tx/0x921601246959cfc25938a59033ced3ddb214b4b7b6f192692f4c7e3de8d10bfc;https://sourcify.dev/server/v2/contract/1/0x0cdd0482d874f4146d1e6ed06bdd0f6aad1caacc?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
ethereum:0x0e156ecdcab59fe16963a0de55137f4e3067759a,0x0e156ecdcab59fe16963a0de55137f4e3067759a,MetaMaskSwapRouter;MetaMaskSwapRouter.sol;MetaMaskSwapRouter.sol:MetaMaskSwapRouter,,"https://eth.blockscout.com/api/v2/addresses/0x0e156ecdcab59fe16963a0de55137f4e3067759a;https://eth.blockscout.com/api/v2/smart-contracts/0x0e156ecdcab59fe16963a0de55137f4e3067759a;https://etherscan.io/address/0x0e156ecdcab59fe16963a0de55137f4e3067759a;https://etherscan.io/tx/0x9a19c44eecc79402df99cd1aed1ec21e9e91ff7db7b5d20cbb018a134799418c;https://sourcify.dev/server/v2/contract/1/0x0e156ecdcab59fe16963a0de55137f4e3067759a?fields=compilation,proxyResolution",FOUND,FOUND,VERIFIED,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
ethereum:0x0e980bc81314178679618c97f982a29999999999,0x0e980bc81314178679618c97f982a29999999999,,,"https://eth.blockscout.com/api/v2/addresses/0x0e980bc81314178679618c97f982a29999999999;https://eth.blockscout.com/api/v2/smart-contracts/0x0e980bc81314178679618c97f982a29999999999;https://etherscan.io/address/0x0e980bc81314178679618c97f982a29999999999;https://etherscan.io/tx/0xa7a723adee2834324fe0f2c44adf9d3517f1940f22cb273633922169034d0b5d;https://sourcify.dev/server/v2/contract/1/0x0e980bc81314178679618c97f982a29999999999?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
ethereum:0x1000000000a6e3b8367e006089243cb67f08523f,0x1000000000a6e3b8367e006089243cb67f08523f,,,"https://eth.blockscout.com/api/v2/addresses/0x1000000000a6e3b8367e006089243cb67f08523f;https://eth.blockscout.com/api/v2/smart-contracts/0x1000000000a6e3b8367e006089243cb67f08523f;https://etherscan.io/address/0x1000000000a6e3b8367e006089243cb67f08523f;https://etherscan.io/tx/0x5e050978b78dc3d498641b77cbb1735fe5248d24117f2b1b3b1e573934915b12;https://sourcify.dev/server/v2/contract/1/0x1000000000a6e3b8367e006089243cb67f08523f?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
ethereum:0x145422173bdcdad12c2ee7b202cbc0655bb9f3ab,0x145422173bdcdad12c2ee7b202cbc0655bb9f3ab,,,"https://eth.blockscout.com/api/v2/addresses/0x145422173bdcdad12c2ee7b202cbc0655bb9f3ab;https://eth.blockscout.com/api/v2/smart-contracts/0x145422173bdcdad12c2ee7b202cbc0655bb9f3ab;https://etherscan.io/address/0x145422173bdcdad12c2ee7b202cbc0655bb9f3ab;https://etherscan.io/tx/0x0a444c8a73117a6ca8add92e065121032e5415c505793d253c15ac064aab35e2;https://sourcify.dev/server/v2/contract/1/0x145422173bdcdad12c2ee7b202cbc0655bb9f3ab?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
ethereum:0x1768774c969070f8f6f7ad198c7919cdfcb0c282,0x1768774c969070f8f6f7ad198c7919cdfcb0c282,,,"https://eth.blockscout.com/api/v2/addresses/0x1768774c969070f8f6f7ad198c7919cdfcb0c282;https://eth.blockscout.com/api/v2/smart-contracts/0x1768774c969070f8f6f7ad198c7919cdfcb0c282;https://etherscan.io/address/0x1768774c969070f8f6f7ad198c7919cdfcb0c282;https://etherscan.io/tx/0x91bb154d5f4cb6e622bf35fb83b5b88b70c3789e0fd0fd014f1866f7733b5057;https://sourcify.dev/server/v2/contract/1/0x1768774c969070f8f6f7ad198c7919cdfcb0c282?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
ethereum:0x1ae5084bc47dc47d5aaee5d449436f13dbf74cfc,0x1ae5084bc47dc47d5aaee5d449436f13dbf74cfc,,,"https://eth.blockscout.com/api/v2/addresses/0x1ae5084bc47dc47d5aaee5d449436f13dbf74cfc;https://eth.blockscout.com/api/v2/smart-contracts/0x1ae5084bc47dc47d5aaee5d449436f13dbf74cfc;https://etherscan.io/address/0x1ae5084bc47dc47d5aaee5d449436f13dbf74cfc;https://etherscan.io/tx/0x3c1c29fd8769b897d6caef86b55a40e918574a147dc9825346ff3fca48eea109;https://sourcify.dev/server/v2/contract/1/0x1ae5084bc47dc47d5aaee5d449436f13dbf74cfc?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
ethereum:0x1fefc17c59d15d03bcc421c517e4f7bd97d4af3e,0x1fefc17c59d15d03bcc421c517e4f7bd97d4af3e,,,"https://eth.blockscout.com/api/v2/addresses/0x1fefc17c59d15d03bcc421c517e4f7bd97d4af3e;https://eth.blockscout.com/api/v2/smart-contracts/0x1fefc17c59d15d03bcc421c517e4f7bd97d4af3e;https://etherscan.io/address/0x1fefc17c59d15d03bcc421c517e4f7bd97d4af3e;https://etherscan.io/tx/0xee8f1855febfec87d78c6ba59ade8aa0b93cde0e1a816bc1f489e0f5335574e9;https://sourcify.dev/server/v2/contract/1/0x1fefc17c59d15d03bcc421c517e4f7bd97d4af3e?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
ethereum:0x21fa706a418864eadce19afd2791a178f4b3485e,0x21fa706a418864eadce19afd2791a178f4b3485e,,,"https://eth.blockscout.com/api/v2/addresses/0x21fa706a418864eadce19afd2791a178f4b3485e;https://eth.blockscout.com/api/v2/smart-contracts/0x21fa706a418864eadce19afd2791a178f4b3485e;https://etherscan.io/address/0x21fa706a418864eadce19afd2791a178f4b3485e;https://etherscan.io/tx/0x38251a550d3e183cffd7cd74d498c397f18c9f224fa01d43b9e99b41fb436dde;https://sourcify.dev/server/v2/contract/1/0x21fa706a418864eadce19afd2791a178f4b3485e?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
ethereum:0x2370e974410a31a453187a019e3ea8b65c959d32,0x2370e974410a31a453187a019e3ea8b65c959d32,,,"https://eth.blockscout.com/api/v2/addresses/0x2370e974410a31a453187a019e3ea8b65c959d32;https://eth.blockscout.com/api/v2/smart-contracts/0x2370e974410a31a453187a019e3ea8b65c959d32;https://etherscan.io/address/0x2370e974410a31a453187a019e3ea8b65c959d32;https://etherscan.io/tx/0xd01047926d3532f4a5d46f7c1340f5af4abc0963afd98d5f079c4098c4e7da4e;https://sourcify.dev/server/v2/contract/1/0x2370e974410a31a453187a019e3ea8b65c959d32?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
ethereum:0x23a712d44df46bc48ce3481edd843730c8bb32c4,0x23a712d44df46bc48ce3481edd843730c8bb32c4,,,"https://eth.blockscout.com/api/v2/addresses/0x23a712d44df46bc48ce3481edd843730c8bb32c4;https://eth.blockscout.com/api/v2/smart-contracts/0x23a712d44df46bc48ce3481edd843730c8bb32c4;https://etherscan.io/address/0x23a712d44df46bc48ce3481edd843730c8bb32c4;https://etherscan.io/tx/0x2024c806d0dea83dd19273ecd8df67ce9891a06ea1b07b0e9d26b04eaaf8d7a0;https://sourcify.dev/server/v2/contract/1/0x23a712d44df46bc48ce3481edd843730c8bb32c4?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
ethereum:0x25054a2b9d4544ed292dc1a74e8bf1f6f449d988,0x25054a2b9d4544ed292dc1a74e8bf1f6f449d988,ProviderBatchCallAndSponsor;project/contracts/ProviderBatchCallAndSponsor.sol;project/contracts/ProviderBatchCallAndSponsor.sol:ProviderBatchCallAndSponsor,,"https://eth.blockscout.com/api/v2/addresses/0x25054a2b9d4544ed292dc1a74e8bf1f6f449d988;https://eth.blockscout.com/api/v2/smart-contracts/0x25054a2b9d4544ed292dc1a74e8bf1f6f449d988;https://etherscan.io/address/0x25054a2b9d4544ed292dc1a74e8bf1f6f449d988;https://etherscan.io/tx/0x3f0255f4d7cec4e2b0cf31789a02cdb3433b8acd13c673b3eefde74833b77287;https://sourcify.dev/server/v2/contract/1/0x25054a2b9d4544ed292dc1a74e8bf1f6f449d988?fields=compilation,proxyResolution",FOUND,FOUND,VERIFIED,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
ethereum:0x26c2c4787804bb155a6be1363ab2e6cab59064da,0x26c2c4787804bb155a6be1363ab2e6cab59064da,,,"https://eth.blockscout.com/api/v2/addresses/0x26c2c4787804bb155a6be1363ab2e6cab59064da;https://eth.blockscout.com/api/v2/smart-contracts/0x26c2c4787804bb155a6be1363ab2e6cab59064da;https://etherscan.io/address/0x26c2c4787804bb155a6be1363ab2e6cab59064da;https://etherscan.io/tx/0x9c82df86b370e489729700df5b8947c0e798a58983421da195d9425bedba4459;https://sourcify.dev/server/v2/contract/1/0x26c2c4787804bb155a6be1363ab2e6cab59064da?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
ethereum:0x27d860cfe4d39d2dafe1e5e7a218e0fff67ef776,0x27d860cfe4d39d2dafe1e5e7a218e0fff67ef776,,,"https://eth.blockscout.com/api/v2/addresses/0x27d860cfe4d39d2dafe1e5e7a218e0fff67ef776;https://eth.blockscout.com/api/v2/smart-contracts/0x27d860cfe4d39d2dafe1e5e7a218e0fff67ef776;https://etherscan.io/address/0x27d860cfe4d39d2dafe1e5e7a218e0fff67ef776;https://etherscan.io/tx/0x6d5230e8e98d7f804f76c3cb24ebaec14b12c0b7f0ce3e121a7a0a499087e6e5;https://sourcify.dev/server/v2/contract/1/0x27d860cfe4d39d2dafe1e5e7a218e0fff67ef776?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
ethereum:0x286b6a9ae16c50358ce6964b06f6c24ad65e60a7,0x286b6a9ae16c50358ce6964b06f6c24ad65e60a7,,,"https://eth.blockscout.com/api/v2/addresses/0x286b6a9ae16c50358ce6964b06f6c24ad65e60a7;https://eth.blockscout.com/api/v2/smart-contracts/0x286b6a9ae16c50358ce6964b06f6c24ad65e60a7;https://etherscan.io/address/0x286b6a9ae16c50358ce6964b06f6c24ad65e60a7;https://etherscan.io/tx/0x2adb0c326c4a233b438cf3d07327101d6c58f30ea4a790d6239a57b39576d305;https://sourcify.dev/server/v2/contract/1/0x286b6a9ae16c50358ce6964b06f6c24ad65e60a7?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
ethereum:0x2a088149132c101f8120d157e9f34a172efab61f,0x2a088149132c101f8120d157e9f34a172efab61f,,,"https://eth.blockscout.com/api/v2/addresses/0x2a088149132c101f8120d157e9f34a172efab61f;https://eth.blockscout.com/api/v2/smart-contracts/0x2a088149132c101f8120d157e9f34a172efab61f;https://etherscan.io/address/0x2a088149132c101f8120d157e9f34a172efab61f;https://etherscan.io/tx/0xb3c8f72af5e1654b2550ed6ac4079a1147404abf9217e8e2bafead18b299f72f;https://sourcify.dev/server/v2/contract/1/0x2a088149132c101f8120d157e9f34a172efab61f?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
ethereum:0x30449798e61510b197b54238fa19470a72be46f5,0x30449798e61510b197b54238fa19470a72be46f5,,,"https://eth.blockscout.com/api/v2/addresses/0x30449798e61510b197b54238fa19470a72be46f5;https://eth.blockscout.com/api/v2/smart-contracts/0x30449798e61510b197b54238fa19470a72be46f5;https://etherscan.io/address/0x30449798e61510b197b54238fa19470a72be46f5;https://etherscan.io/tx/0xefaf4d5052a2aa5db21efbcaa181f1707f3c4f881d0bd655c3bc9ec551fc56c9;https://sourcify.dev/server/v2/contract/1/0x30449798e61510b197b54238fa19470a72be46f5?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
ethereum:0x329088afe1d91132e2a51d1d46e9b24574577126,0x329088afe1d91132e2a51d1d46e9b24574577126,,,"https://eth.blockscout.com/api/v2/addresses/0x329088afe1d91132e2a51d1d46e9b24574577126;https://eth.blockscout.com/api/v2/smart-contracts/0x329088afe1d91132e2a51d1d46e9b24574577126;https://etherscan.io/address/0x329088afe1d91132e2a51d1d46e9b24574577126;https://etherscan.io/tx/0xad441a8c74d4937b7c20cd53254bc75b3decf2779662baeb6762695e4221af58;https://sourcify.dev/server/v2/contract/1/0x329088afe1d91132e2a51d1d46e9b24574577126?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
ethereum:0x3358e64ecf49e91f123e84423c0d6895d424e6a7,0x3358e64ecf49e91f123e84423c0d6895d424e6a7,,,"https://eth.blockscout.com/api/v2/addresses/0x3358e64ecf49e91f123e84423c0d6895d424e6a7;https://eth.blockscout.com/api/v2/smart-contracts/0x3358e64ecf49e91f123e84423c0d6895d424e6a7;https://etherscan.io/address/0x3358e64ecf49e91f123e84423c0d6895d424e6a7;https://etherscan.io/tx/0x81aa7a6f754df164c3a933a87b863d0e0346bee0ec8820d9892ff198611ca6ee;https://sourcify.dev/server/v2/contract/1/0x3358e64ecf49e91f123e84423c0d6895d424e6a7?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
ethereum:0x34002caafaebd7ce17a2c424b014ff60f844c0fc,0x34002caafaebd7ce17a2c424b014ff60f844c0fc,,,"https://eth.blockscout.com/api/v2/addresses/0x34002caafaebd7ce17a2c424b014ff60f844c0fc;https://eth.blockscout.com/api/v2/smart-contracts/0x34002caafaebd7ce17a2c424b014ff60f844c0fc;https://etherscan.io/address/0x34002caafaebd7ce17a2c424b014ff60f844c0fc;https://etherscan.io/tx/0xc2733c2b32771195665cedd33b8c140c924cf6c996c6a68b02c4a71c33152355;https://sourcify.dev/server/v2/contract/1/0x34002caafaebd7ce17a2c424b014ff60f844c0fc?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
ethereum:0x36280ec8753946132af9928da91bc1f204431eb5,0x36280ec8753946132af9928da91bc1f204431eb5,RescueDelegatorV2;contracts/RescueDelegatorV2.sol;contracts/RescueDelegatorV2.sol:RescueDelegatorV2,,"https://eth.blockscout.com/api/v2/addresses/0x36280ec8753946132af9928da91bc1f204431eb5;https://eth.blockscout.com/api/v2/smart-contracts/0x36280ec8753946132af9928da91bc1f204431eb5;https://etherscan.io/address/0x36280ec8753946132af9928da91bc1f204431eb5;https://etherscan.io/tx/0x45066c61038f32c7366563a1b70f001cefb4be451f8668ceca90f52d5b8efeb4;https://sourcify.dev/server/v2/contract/1/0x36280ec8753946132af9928da91bc1f204431eb5?fields=compilation,proxyResolution",FOUND,FOUND,VERIFIED,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
ethereum:0x37e406f223c79715fb76402b742c55d7fdb73479,0x37e406f223c79715fb76402b742c55d7fdb73479,,,"https://eth.blockscout.com/api/v2/addresses/0x37e406f223c79715fb76402b742c55d7fdb73479;https://eth.blockscout.com/api/v2/smart-contracts/0x37e406f223c79715fb76402b742c55d7fdb73479;https://etherscan.io/address/0x37e406f223c79715fb76402b742c55d7fdb73479;https://etherscan.io/tx/0xac4ca5bc697ec842ee6168eb575f98272a2cb07881a79cc1d836661f0227c51e;https://sourcify.dev/server/v2/contract/1/0x37e406f223c79715fb76402b742c55d7fdb73479?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
ethereum:0x3ac5f265b93c63014534893c0b6300ddfc5d2ebe,0x3ac5f265b93c63014534893c0b6300ddfc5d2ebe,,,"https://eth.blockscout.com/api/v2/addresses/0x3ac5f265b93c63014534893c0b6300ddfc5d2ebe;https://eth.blockscout.com/api/v2/smart-contracts/0x3ac5f265b93c63014534893c0b6300ddfc5d2ebe;https://etherscan.io/address/0x3ac5f265b93c63014534893c0b6300ddfc5d2ebe;https://etherscan.io/tx/0xfb55041473ccd7ba1ab5a04c651830ddf86b8d0b693ab8d93e1cd8a701fb46e0;https://sourcify.dev/server/v2/contract/1/0x3ac5f265b93c63014534893c0b6300ddfc5d2ebe?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
