address,chain,class,family_id,family_id_075,family_id_085,family_id_090
0xd24371bbe7c248597705b5b6ac753025dc2d2619,optimism,malicious,F00004,F00004,F00004,F00004
0x22da339cb99b917cf861ddfdc5c255a4d7df4036,optimism,malicious,F00017,F00016,F00017,F00018
0x281f3e79775f61cccfc7b7c3eacdc4f15a7f3252,optimism,malicious,F00004,F00004,F00004,F00004
0x043661a263719880069c2adb5bf625eb4b7b5db7,optimism,malicious,F00004,F00004,F00004,F00004
0x5f0393396359b58366049e7b11aa786de4c473fd,optimism,malicious,F00008,F00008,F00008,F00008
0xaa6491c5071d91e4fc398d512ba5f78f62e2b100,optimism,malicious,F00004,F00004,F00004,F00004
0xb6252af4c3561714c187aa1c0a7b1f0ec2e70053,optimism,malicious,F00004,F00004,F00004,F00004
0x280c17a6c6819a718cf883c1c822cc68e73a20fc,optimism,malicious,F00002,F00002,F00002,F00002
0x761dc36a52733214423d04f4dcd84083e15d3735,optimism,malicious,F00004,F00004,F00004,F00004
0x2d274da31b0ef851c58333e066304ca763cbc2de,optimism,malicious,F00003,F00003,F00003,F00019
0xb8403bd4d3dd7e0a609b802e5b93934ad307d819,optimism,malicious,F00006,F00006,F00006,F00006
0x653c2018585b155586026d383044cb6683fc2ae4,optimism,malicious,F00004,F00004,F00004,F00004
0x916a0b8fdc003c43213b7abc50fcb85a17ce6a6b,optimism,malicious,F00004,F00004,F00004,F00004
0x6d7a717bf4932925e1098e92dcc627cc965277db,optimism,malicious,F00015,F00014,F00015,F00016
0x3a1605d52b511aaa3860e56e1dd3bacdaf6868f9,optimism,malicious,F00004,F00004,F00004,F00004
0x7f7f0dcbe8add58145b2785afea40950891b44c8,optimism,malicious,F00018,F00017,F00018,F00020
0x5988a86fc66edb1cf559dc64fef7c18868e64350,optimism,malicious,F00019,F00018,F00019,F00021
0xf443cf137ca01732500ccfc77c7b17f99a44dc30,optimism,malicious,F00002,F00002,F00002,F00002
0xeaa6aa358ee796dbc038b9424301eebb8e0570b8,optimism,malicious,F00004,F00004,F00004,F00004
0x35fbf40e41574dfa6c0b799ca1018d9cc7d84c60,optimism,malicious,F00020,F00019,F00020,F00022
0xd5544306da905a4a811fc8dbf78c4a0ac2ae84bd,optimism,malicious,F00021,F00020,F00021,F00023
0x036be4f87fc09257284d44ff095a19e192903cb2,optimism,malicious,F00004,F00004,F00004,F00004
0xae3c3839280afe3310c4cd5de9adb434965917a3,optimism,malicious,F00001,F00001,F00001,F00001
0xf2534d433a6ad5089e8d907f035bafd5925bdcbc,optimism,malicious,F00004,F00004,F00004,F00004
0x9ab329f4ecf6888d54afb15267a3d4faf0929ad7,optimism,malicious,F00022,F00021,F00022,F00024
0x0c1a92976039eabe9c22b933a8ee2ea495b5b0c6,optimism,malicious,F00002,F00002,F00002,F00002
0xd5771d92854f5298b33ccd73178c9ff8b88bd14f,optimism,malicious,F00004,F00004,F00004,F00004
0x4bf8cf165baea1b9386ad2b1e47a0b92280af6e3,optimism,malicious,F00023,F00022,F00023,F00025
0x23c3a46086bfaa35b4514edf65a04bb7f459228d,optimism,malicious,F00004,F00004,F00004,F00004
0xeacc7e98583c0e10746d937a3c696248854fb01c,optimism,malicious,F00002,F00002,F00002,F00002
0x470a618326df6e320680642dd31794b0d2d12d0a,optimism,malicious,F00004,F00004,F00004,F00026
0x23c667184099f7c7d895cae4c6c4c571901297a8,optimism,malicious,F00004,F00004,F00004,F00004
0x2d9f726fab6f1c685c5ccd4f8d50ef60111bb693,optimism,malicious,F00020,F00019,F00020,F00027
0x9307637c1708c1cec79a5e96f4beea7d363f6ca0,optimism,malicious,F00004,F00004,F00004,F00004
0x000054507a812fd32582e7a997c83e6d446fd60e,optimism,malicious,F00013,F00012,F00013,F00014
0x0dd61275ecd8666b3bfe77ff1ce17a98b542caad,optimism,malicious,F00024,F00023,F00024,F00028
0xf799ca6393f11228aec787c35d6b2b96864c7608,optimism,malicious,F00025,F00024,F00025,F00029
0x3cf292682f0421cd196c131b2a30e00b266b5782,optimism,malicious,F00026,F00025,F00026,F00030
0xb7fef9033507eee348d59102b6856c66051b8040,optimism,malicious,F00004,F00004,F00004,F00004
0x93d473ce2ceb00af7489694511ca778deb83ef88,optimism,malicious,F00004,F00004,F00004,F00004
0xbdb6d1f0e52cf92e3037787149dd7b0cea20e035,optimism,malicious,F00027,F00026,F00027,F00031
0xd4661f44e3738d26eb1b7965f1e8ee4edd3d2a5d,optimism,malicious,F00004,F00004,F00004,F00004
0x9273e89a0f5e96d8a7554a23b2036dd4362ef035,optimism,malicious,F00028,F00027,F00028,F00032
0x163193c89de836e82bb121bd0dbcaba7e8ba67dc,optimism,malicious,F00008,F00008,F00008,F00008
0x073addd815abe9e72e8da16d4ec1b970f303cd86,optimism,malicious,F00004,F00004,F00004,F00004
0x42251614135ff529c2b8f9ec54b4cca4e1b172cd,optimism,malicious,F00029,F00017,F00029,F00033
0x21b65e7473e8afdb6396e9c52535521a4c6235d8,optimism,malicious,F00004,F00004,F00004,F00004
0x0f588d9e155d281742e292e551f3fa740f178760,optimism,malicious,F00030,F00028,F00030,F00034
0xe7485fb4850972ca243988c0e1fce94bde7a3773,optimism,malicious,F00031,F00029,F00031,F00035
0x100bfe501da42fec877ba424b95265ca66eb9b07,optimism,malicious,F00004,F00004,F00004,F00004
0xeed92ede46257477f6571f35fd458dbb46471a15,optimism,malicious,F00004,F00004,F00004,F00004
0x1990ed58c9af6a10e8a61174fec154b39b2460cc,optimism,malicious,F00004,F00004,F00004,F00004
0x56687f747b1762c318e80b2de713eb9885a4402e,optimism,malicious,F00004,F00004,F00004,F00004
0x1501af4f344d3ac6bdf4c2ed7063faf9422b8f0c,optimism,malicious,F00032,F00030,F00032,F00036
0x709d5b91c2549b23ae535edeca913d39e5e19dd5,optimism,malicious,F00020,F00019,F00020,F00027
0x7aef1df01285823845ee9b905f5bd20471c27e6c,optimism,malicious,F00033,F00005,F00033,F00037
0xc22efd7c592938a9ce328b6ed46ff54dc12e4d98,optimism,malicious,F00034,F00031,F00034,F00038
0x33f053866f277b7cd831f2527655587dfde9f553,optimism,malicious,F00004,F00004,F00004,F00004
0x2674789cd25a32059322ba79a3991da380081840,optimism,malicious,F00030,F00028,F00030,F00034
0xbec420215162d2e6a5bd6cb23a2bd86620a9d0fc,optimism,malicious,F00004,F00004,F00004,F00004
0xcefd060da801a3f004d6b307f4cab943d1c9b45b,optimism,malicious,F00023,F00022,F00023,F00025
0xaf85108636450fa70913d00f5d3e6ab6c0963173,optimism,malicious,F00031,F00029,F00031,F00035
0x54827357b0a948f4079959f5404fca3d14568047,optimism,malicious,F00002,F00002,F00002,F00002
0xbb90a78b86f3f756c160886ebe7029205c4ba3f1,optimism,malicious,F00004,F00004,F00004,F00004
0x79cb9c3e43a673bb29ae1e7c7e8b2f3d0b79b52f,optimism,malicious,F00004,F00004,F00004,F00004
0x04a062033b7c8ea5e3cfef316a2d5937cade2e1d,optimism,malicious,F00004,F00004,F00004,F00004
0x08b46679cbab7cfbd4093038419f1461fe479e37,optimism,malicious,F00001,F00001,F00001,F00001
0x00000b1fd44d7ac41423956f5d2fb7405e026d05,optimism,malicious,F00013,F00012,F00013,F00039
0xf3c4517b298c6c4c60240a29dc1c84447fbc5a8a,optimism,malicious,F00004,F00004,F00004,F00004
0x0000013e81b16d6f369a3376cb38381c06606ed8,optimism,malicious,F00013,F00012,F00013,F00040
0xfefd9d2e36fba47db535ca720365c51ba906d2da,optimism,malicious,F00004,F00004,F00004,F00004
0x0d8aff1934cae5b04d2534b530607a4eac4e10c3,optimism,malicious,F00035,F00032,F00035,F00041
0x47a1ef086545283991674ff23a7b5926d09d49ff,optimism,malicious,F00036,F00033,F00036,F00042
0x38f34ffe6266c3f3e6a2c1e2a2ff091884a5482e,optimism,malicious,F00008,F00008,F00008,F00008
0x638b4f9ff3ccefc9a55abcc413af362b1a319d92,optimism,malicious,F00007,F00007,F00007,F00007
0x3ff1b6bf72726dd94435cbd74afab5ee0d3f3e24,optimism,malicious,F00004,F00004,F00004,F00004
0x5f41de8793e074117d8b9d8f06c40dee00ea3d9f,optimism,malicious,F00004,F00004,F00004,F00004
0x000005d2c018e5146489b81e850cf3c31260bd97,optimism,malicious,F00037,F00034,F00037,F00043
0x6e86f8ab6ed57f8b667ae7e301e1af9e2cb7ee2b,optimism,malicious,F00004,F00004,F00004,F00004
0x068315334224a8433971b72504434e741a034e35,optimism,malicious,F00004,F00004,F00004,F00004
0x9e70478412c51f17131a94e38cc2241eea4b92e3,optimism,malicious,F00004,F00004,F00004,F00004
0xef89adb7fa0cd0b8d877a8cd1022d94b06cacd33,optimism,malicious,F00004,F00004,F00004,F00004
0x95eb89311ffb27112e657b8a6eaaf7391192c83a,gnosis,malicious,F00038,F00035,F00038,F00044
0x9d1eaf1f10505f722f69184c235a1d0aa7e604ad,gnosis,malicious,F00039,F00003,F00039,F00045
0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1,gnosis,malicious,F00013,F00012,F00013,F00046
0xb79b81b61d9af68fec9af8dad6bbb947190527e5,gnosis,malicious,F00012,F00012,F00012,F00013
0xdd3b42b0d15d74604f493a59a7876a87c6bffbc0,gnosis,malicious,F00015,F00014,F00015,F00016
0x6a37601de01b14f80073471d58b958db5397705c,gnosis,malicious,F00023,F00022,F00023,F00025
0x0000013e81b16d6f369a3376cb38381c06606ed8,gnosis,malicious,F00013,F00012,F00013,F00040
0x3a59958ac688f277389e7a6f270df93801a71259,gnosis,malicious,F00020,F00019,F00020,F00027
0x5d4bc0637d7246a5c61032d0e9dbf70ed63cb2ea,gnosis,malicious,F00039,F00003,F00039,F00045
0xc85230fbb8901f60a43cabaf4a7d15169c32b30b,gnosis,malicious,F00001,F00001,F00001,F00001
0x3f873015528da679bf41a939074851e2c9d65c4f,gnosis,malicious,F00020,F00019,F00020,F00027
0xa5a465f94e26fae4770a29560d46529131c56d02,gnosis,malicious,F00020,F00019,F00020,F00027
0xf6797c7ba905340e37233f1224bff64831d54daa,gnosis,malicious,F00031,F00029,F00031,F00035
0x68b33b340cce1e563877337865d91f595147e338,gnosis,malicious,F00036,F00033,F00036,F00042
0x1e98fdd75814401686a495f072fa350a334c9fa0,arbitrum,malicious,F00040,F00036,F00040,F00047
0x913ef342a833f58ba924e819b25c345e2ae9e5a7,arbitrum,malicious,F00041,F00037,F00041,F00048
0xc10fc591f2e9479c493a3da0e924a2c6cd3fc77a,arbitrum,malicious,F00022,F00021,F00022,F00024
0x019ec4777db677f05485d5e575cd0fe961e3e0b3,arbitrum,malicious,F00001,F00001,F00001,F00001
0x95bee585ec20700a56734c9c46245960c1e39d20,arbitrum,malicious,F00042,F00038,F00042,F00049
0x3d3562c4b60738ceee4d32f6d8234f27c4eb45d1,arbitrum,malicious,F00038,F00035,F00038,F00044
0xbc71a34405c357b76c5528bfaa92dc28c5cf0715,arbitrum,malicious,F00043,F00039,F00043,F00050
0x8439e23a0cf0e154e18dadd901c3c6df23558597,arbitrum,malicious,F00041,F00037,F00041,F00051
0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,arbitrum,malicious,F00044,F00040,F00044,F00052
0xe98ff50b1545465e864e21db780cc3e63ac440bc,arbitrum,malicious,F00022,F00021,F00022,F00024
0x1e142b1f5ea1b5b12ddb8db5d96f85aacdafb7cb,arbitrum,malicious,F00045,F00041,F00045,F00053
0x58656df2dc165bb366e342964555c23c1d38cc48,arbitrum,malicious,F00046,F00042,F00046,F00054
0xf01b73819eb14ff5394727bcb6ea656bdddbbea6,arbitrum,malicious,F00031,F00029,F00031,F00035
0x6e0abca1f2b71787fcbf9b6e8e26397cd980893e,arbitrum,malicious,F00020,F00019,F00020,F00027
0x47c74dfd54b2bf7362e5976d748aad24c4f1f36d,arbitrum,malicious,F00047,F00022,F00047,F00055
0x3c07384a2887950532a010b14326ee8a0edfcb3b,arbitrum,malicious,F00031,F00029,F00031,F00035
0x5b5f9ee26421e88a6509f68d0b50a98e1946d96d,arbitrum,malicious,F00048,F00043,F00048,F00056
0x0e6513a4bd58c073aab8dea150fa09f65592476e,arbitrum,malicious,F00036,F00033,F00036,F00042
0x95ad3b610da3f60e2e169dc778e29b0c0cfd673e,arbitrum,malicious,F00047,F00022,F00047,F00055
0xa8d943374c909ae9353f363c9c000f15e97c8f76,arbitrum,malicious,F00040,F00036,F00040,F00047
0xc5b950876867047fdeed1981d249b21d01cbdc68,arbitrum,malicious,F00047,F00022,F00047,F00055
0x89046d34e70a65acab2152c26a0c8e493b5ba629,arbitrum,malicious,F00008,F00008,F00008,F00008
0x289c9c58355e1a7d2b0ad4a5e8f2c3c961b48ae9,arbitrum,malicious,F00008,F00008,F00008,F00008
0x163193c89de836e82bb121bd0dbcaba7e8ba67dc,arbitrum,malicious,F00008,F00008,F00008,F00008
0xe93bc144cf11af93c705e28a9602550242edea8f,arbitrum,malicious,F00049,F00044,F00049,F00057
0xbbc9e6412d2b48acd4273faca993bd1a3e0d11da,arbitrum,malicious,F00050,F00045,F00050,F00058
0xd6464c671084289ed0c3082a9853491b7115a630,arbitrum,malicious,F00007,F00007,F00007,F00007
0x926ee06fc0474b8158c049b8a32aa13a7e9aafad,arbitrum,malicious,F00032,F00030,F00032,F00036
0xbd2bef4b50b16276b9765be7c240b006c91ffc85,arbitrum,malicious,F00040,F00036,F00040,F00047
0x8e7d36600b034e6b7e0266419ec899c36499f066,arbitrum,malicious,F00049,F00044,F00049,F00057
0x055e040ee80039ce86f65dfe004310fe61f7fe46,arbitrum,malicious,F00020,F00019,F00020,F00027
0x000005d2c018e5146489b81e850cf3c31260bd97,arbitrum,malicious,F00037,F00034,F00037,F00043
0xc57a8d27297d19322ff8f3b9991039bed5ec70f1,arbitrum,malicious,F00051,F00046,F00051,F00059
0x4b35bd14dbb9a256184e663284c1db5ad04db403,arbitrum,malicious,F00022,F00021,F00022,F00024
0xe03a11a639c5a700ebcbaf849878513c62e8d73c,arbitrum,malicious,F00052,F00047,F00052,F00060
0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1,arbitrum,malicious,F00013,F00012,F00013,F00046
0xa95fe02029d9aa507fe44b4a46e7bb613fcf6dbb,arbitrum,malicious,F00003,F00003,F00003,F00019
0x3fbf05c536dfcde58d80febc2028476a32c2f3fd,arbitrum,malicious,F00039,F00003,F00039,F00045
0x9b9d06bba2f40ae51b352ae17381249fdfaac49f,arbitrum,malicious,F00007,F00007,F00007,F00007
0x0dd61275ecd8666b3bfe77ff1ce17a98b542caad,arbitrum,malicious,F00024,F00023,F00024,F00028
0x38c57fd1ad45425a2c89eecb1f2c78ec4290c254,arbitrum,malicious,F00043,F00039,F00043,F00050
0x38f34ffe6266c3f3e6a2c1e2a2ff091884a5482e,arbitrum,malicious,F00008,F00008,F00008,F00008
0x86202a37472ee00ab43e434b197c6806592cd505,arbitrum,malicious,F00022,F00021,F00022,F00024
0xdd461b55a8b14da4c889fd2b5dab1f8768203ac4,arbitrum,malicious,F00001,F00001,F00001,F00001
0x93c1bfc95c20d212c85c6bbc74bd339b3c0086da,arbitrum,malicious,F00008,F00008,F00008,F00061
0x8ffee2ba2ee578ba6d2ebdb09e7dc27e8bc2c5d7,arbitrum,malicious,F00053,F00048,F00053,F00062
0xf1d92ee5c530138378069c7aa7796fe643bc1b03,arbitrum,malicious,F00054,F00049,F00054,F00063
0x709c95a75c89d57f28b4f4ef8a8617a466ed7988,arbitrum,malicious,F00022,F00021,F00022,F00024
0x76ff9c83c537ec01ff2e4102c1554a314840e765,arbitrum,malicious,F00055,F00050,F00055,F00064
0x48d17cfdc804aacbd54e0110b9421735ad055799,arbitrum,malicious,F00056,F00003,F00056,F00065
0x39613fef285d9cee7288acfb2e6256e1ccfae8c1,arbitrum,malicious,F00020,F00019,F00020,F00022
0x1f18fb6e06c31539304bc700f8f203b43502d0d6,arbitrum,malicious,F00057,F00051,F00057,F00066
0x4e5575d4e5b559f32a3fb26711de499280b53bc9,arbitrum,malicious,F00031,F00029,F00031,F00035
0x0061a9da09d7deac392c4b17f3718fecba7c5259,arbitrum,malicious,F00023,F00022,F00023,F00025
0xe9243c7fa354d34b601fd5e5d1c9bff7194be325,arbitrum,malicious,F00053,F00048,F00053,F00062
0x475d10e5b1253e1c03e7ead90266352b98cfd994,arbitrum,malicious,F00007,F00007,F00007,F00007
0x43d9fb2969ba6fb94705bcf3e97b9cde1013c7a3,arbitrum,malicious,F00058,F00052,F00058,F00067
0x89ce3b12173fafb371816128059d7dde83aaeac2,arbitrum,malicious,F00012,F00012,F00012,F00013
0xfe9581540414b2e45b1f2eb6e17a8e2b28b4ba65,arbitrum,malicious,F00031,F00029,F00031,F00068
0xebd40467f4ff6e7bc6563890cdb50adebbb1c2b0,base,malicious,F00006,F00006,F00006,F00006
0xaa114220c7f4b01ce91c6722da84e6f8021f7358,base,malicious,F00059,F00053,F00059,F00069
0xd8ee44eb8fa9c5ecc0052fc04ffe5d58904aff78,base,malicious,F00060,F00053,F00060,F00070
0xe091aa0fc886e16ada66fa7d1a3c6b3c9d7946b2,base,malicious,F00061,F00054,F00061,F00071
0x572065f25b2af0081bca42d1b173e507e8005e54,base,malicious,F00008,F00008,F00008,F00008
0xd0120967143b20b1142e9da31d6d2280d883f499,base,malicious,F00062,F00055,F00062,F00072
0xfde6b0b682d7c99559fd66fbd4ac425301a03ec5,base,malicious,F00023,F00022,F00023,F00025
0xd1d4b213d67bf213563629da22769fe335950da2,base,malicious,F00063,F00056,F00063,F00073
0x709d5b91c2549b23ae535edeca913d39e5e19dd5,base,malicious,F00020,F00019,F00020,F00027
0x8089728a776934de9b108f1c0c60f4c96fd205a7,base,malicious,F00039,F00003,F00039,F00045
0x399e3a4f3251ba247b223cf41079cfe19d40463f,base,malicious,F00007,F00007,F00007,F00007
0xe421de693a75ae8a6ef68346fcf4fb59a59667c0,base,malicious,F00064,F00057,F00064,F00074
0x41b8fdb74b298f280ddc2e47726b5ed1699aa3a5,base,malicious,F00006,F00006,F00006,F00006
0x76dcbb9c9c3aca33bf5de6e4304dd1995a6e6a5b,base,malicious,F00039,F00003,F00039,F00045
0x2f440cefb05b2262d168fb72b77b04d0bd1318dd,base,malicious,F00065,F00058,F00065,F00075
0xee4cb9f00505ab2eeddd571b0ad9a0721ecfa241,base,malicious,F00066,F00059,F00066,F00076
0x85a89daa4483e2685cbec4e92b97845ba976e926,base,malicious,F00061,F00054,F00061,F00071
0xe5cd14c7c65389b68a9668abb0671719a6901f69,base,malicious,F00061,F00054,F00061,F00071
0x7702cb554e6bfb442cb743a7df23154544a7176c,base,malicious,F00009,F00009,F00009,F00010
0x5d64ab153ee5b056335187147c9e54ed545fe249,base,malicious,F00001,F00001,F00001,F00001
0x68d333198c60c8160848437b2870f3a5be693107,base,malicious,F00005,F00005,F00005,F00005
0x506e1132346397bebb589df00f4b8df1d5087362,base,malicious,F00066,F00059,F00066,F00077
0x72ec679bc22cc91abcc3bcbbe93b977a6b7b6571,base,malicious,F00024,F00023,F00024,F00078
0x7f0fc823ff1089dfb2d0e3923c67daa98c70bcc3,base,malicious,F00066,F00059,F00066,F00076
0xf32f5364158486214c905e65b25119e3ce802047,base,malicious,F00067,F00060,F00067,F00079
0x7c871113df5f3bcf5219eaaa727ec34bc323f2dd,base,malicious,F00068,F00061,F00068,F00080
0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1,base,malicious,F00013,F00012,F00013,F00046
0xfa647369d38bd1eba5b24242f8479fd95c4bc229,base,malicious,F00041,F00037,F00041,F00051
0xf74896bfeb20c2167d87bf4217172eec23d11a00,base,malicious,F00008,F00008,F00008,F00008
0x6d38ff590e052bcfb9436fa9e369298600c0eb3b,base,malicious,F00031,F00029,F00031,F00035
0xd9e18d022a3f891c5effa6a091d77ad7e3f3e3ba,base,malicious,F00069,F00054,F00069,F00081
0x0e6513a4bd58c073aab8dea150fa09f65592476e,base,malicious,F00036,F00033,F00036,F00042
0x68d778f7ba2a4f5191e74efee6ae9c8c2cf6d075,base,malicious,F00001,F00001,F00001,F00001
0xecdc0b363d278f9955d11fef053b52c2f0e8ead6,base,malicious,F00070,F00053,F00070,F00082
0xc245145fbef4dc75b7dbc28a7b57cdf547dd896f,base,malicious,F00039,F00003,F00039,F00045
0xf3f81352ae13a2bdb39ba037df0f4fb79c613553,base,malicious,F00012,F00012,F00012,F00013
0x734e19c22dd7205500480f5b84a14c326df7d351,base,malicious,F00071,F00062,F00071,F00083
0xf86ca31096dc981d105b125b537179c66954b55e,base,malicious,F00072,F00026,F00072,F00084
0xef8d4573baa3b18c3997564898a00419e29de5c8,base,malicious,F00020,F00019,F00020,F00022
0x32a855b5fc39885715bb4ebb1909cac89ba74194,base,malicious,F00073,F00033,F00073,F00085
0x9bcfab73a9e0c3786dc0c71090c425a783ef8ae5,base,malicious,F00074,F00058,F00074,F00086
0x4b39b261659df3d39a4f95d0a5cec6ee2b394be8,base,malicious,F00075,F00063,F00075,F00087
0x4248c289a3bdc032423ab31902e7b37d42e2d27c,base,malicious,F00076,F00064,F00076,F00088
0x39839d99bc4a197b20883b1a81029eb18c3c69a0,base,malicious,F00006,F00006,F00006,F00006
0xff2318cd698c23f37c2fcf03a57df69e43165b48,base,malicious,F00023,F00022,F00023,F00025
0x5d7b3b77663888c8f5be6ddbb539a16250d9cd96,base,malicious,F00039,F00003,F00039,F00045
0x96f323b4d9bd628022c643e6b409373ba2950c5a,base,malicious,F00077,F00059,F00077,F00089
0x17164ef1732d0f02c440035641fa4460d614fa1a,base,malicious,F00015,F00014,F00015,F00016
0x93c1bfc95c20d212c85c6bbc74bd339b3c0086da,base,malicious,F00078,F00053,F00078,F00090
0x5f0393396359b58366049e7b11aa786de4c473fd,base,malicious,F00008,F00008,F00008,F00008
0x589ec783fa13497688ae79eb3e57cc88b4f5f55e,base,malicious,F00069,F00054,F00069,F00081
0x458798aaef492a9231be0521f91c12dacc8eeeda,base,malicious,F00006,F00006,F00006,F00006
0xd5864ea79230263b7ed860ca358d59402311c0b7,base,malicious,F00008,F00008,F00008,F00008
0xebf985ad307cba2a214dfc5caffa8e41c17c632f,base,malicious,F00031,F00029,F00031,F00035
0xed79a74c1d95bbf31a3f39a5f3cf9217735adf52,base,malicious,F00071,F00062,F00071,F00083
0xe21ed77ad618245abca9e213f5358f50bc63fdbd,base,malicious,F00007,F00007,F00007,F00007
0xffd463daad2894ca63829ad969de4dbcf9912a01,base,malicious,F00079,F00065,F00079,F00091
0x1ee8e3b6ca95606e21be70cff6a0bd24c134b96f,base,malicious,F00023,F00022,F00023,F00025
0x3d1c420791442c84a24deaf5a5d9c13e3cee27e4,base,malicious,F00080,F00055,F00080,F00092
0xf7fcc1f7cd3353120519cdc6dfe503e77140371d,base,malicious,F00069,F00054,F00069,F00093
0xbe4cb4f3b926953dc550614b71909f149799f1f9,base,malicious,F00071,F00062,F00071,F00083
0x163193c89de836e82bb121bd0dbcaba7e8ba67dc,base,malicious,F00008,F00008,F00008,F00008
0x62738fee245cb8a22fc3761598f9f1b816e52445,base,malicious,F00015,F00014,F00015,F00016
0x50af934a3bda8cebfd97e3a031091e80a465bb74,base,malicious,F00060,F00053,F00060,F00070
0x6700e6332fcd7be4b1c72c2e77abb62556f6453f,base,malicious,F00066,F00059,F00066,F00076
0x5900972eb4e639fc2b9aaab2c73479946c3a1d9c,base,malicious,F00069,F00054,F00069,F00081
0x28922679e7c2651f27a4781346012d677185e2e0,base,malicious,F00081,F00062,F00081,F00094
0x52064cea5e296956e3085d45e695888f7f70f5af,base,malicious,F00082,F00066,F00082,F00095
0x3495fed224aa078d7e754e9f626c613a5cb04528,base,malicious,F00082,F00066,F00082,F00096
0x00037763c2c4e6efa6bf9a03775f6a0b5112b578,base,malicious,F00013,F00012,F00013,F00014
0x531723f8dc24e3da9220ec39769eac12cffb03fa,base,malicious,F00069,F00054,F00069,F00093
0x214070b6eb44001091e53c22e03fdca43b6524c2,base,malicious,F00063,F00056,F00063,F00073
0x3447d54e4358e306d58e5bbfc3a19d728d53f78e,base,malicious,F00016,F00015,F00016,F00017
0xf5362aebfb5a25a56e909f806e7c309448f15a8e,base,malicious,F00008,F00008,F00008,F00008
0x062aa27842a3bbc6949b5d18e6dd5332a49a4555,base,malicious,F00039,F00003,F00039,F00045
0x04d1014a442e4e57195dbe3552211657271181b5,base,malicious,F00008,F00008,F00008,F00008
0x9679a231fb530a5cd4d6314328e4aadc068f1b34,base,malicious,F00068,F00061,F00068,F00080
0x9ca41e08cfdc9332d7c6319dfb8319cafb15d631,base,malicious,F00031,F00029,F00031,F00035
0x7ad2c685cbc9468576598cb8a3b0956e128c74a8,base,malicious,F00083,F00067,F00083,F00097
0x5340dce24f966ce374b5ab5b66586027fcfc3452,base,malicious,F00084,F00068,F00084,F00098
0xcb961ae6333177f5e417d3b5d4b721ec22357395,base,malicious,F00085,F00008,F00085,F00099
0x98d90bb858781934b05ec289dd272097366825a0,base,malicious,F00086,F00069,F00086,F00100
