0x0	0xd
0x18c0B0x1c82B0x1841	0x18c3B0x1c82B0x1841
0x18c3B0x18e4B0x1090	0x18ccB0x18e4B0x1090
0x18c0B0x18e4B0x1090	0x18c3B0x18e4B0x1090
0x196aB0x1cd8	0x197dB0x1cd8
0xb120xaa9B0x437	0xb260xaa9B0x437
0xae90xaa9B0x437	0xaf10xaa9B0x437
0xae20xaa9B0x437	0xae90xaa9B0x437
0xb260xaa9B0x437	0xb2f0xaa9B0x437
0xb040xaa9B0x437	0xb120xaa9B0x437
0xf5e0xec9B0x669	0xf6a0xec9B0x669
0xf1e0xec9B0x669	0xf380xec9B0x669
0xf590xec9B0x669	0xf5e0xec9B0x669
0x18c3B0x18e4B0xec9B0x669	0x18ccB0x18e4B0xec9B0x669
0x18c0B0x18e4B0xec9B0x669	0x18c3B0x18e4B0xec9B0x669
0x18c3B0x1c82B0xee90xec9B0x669	0x18ccB0x1c82B0xee90xec9B0x669
0x18c0B0x1c82B0xee90xec9B0x669	0x18c3B0x1c82B0xee90xec9B0x669
0xb120x129fB0x806	0xb260x129fB0x806
0xae90x129fB0x806	0xaf10x129fB0x806
0xae20x129fB0x806	0xae90x129fB0x806
0xb260x129fB0x806	0xb2f0x129fB0x806
0xb040x129fB0x806	0xb120x129fB0x806
0x19e8B0x462	0x19f6B0x462
0x19faB0x462	0x1a0dB0x462
0x19b6B0x1a11B0x462	0x19c7B0x1a11B0x462
0x1992B0x1a11B0x462	0x199fB0x1a11B0x462
0x1939B0x885cB0x1a11B0x462	0x195bB0x885cB0x1a11B0x462
0x196aB0x19a3B0x1a11B0x462	0x197dB0x19a3B0x1a11B0x462
0x1c4cB0x80a3B0x491	0x1c5aB0x80a3B0x491
0x1ad8B0x1c5eB0x80a3B0x491	0x1ae2B0x1c5eB0x80a3B0x491
0x1c69B0x80ffB0x4c1	0x1c77B0x80ffB0x4c1
0x1c69B0x815aB0x505	0x1c77B0x815aB0x505
0x1c69B0x818fB0x52c	0x1c77B0x818fB0x52c
0xf5e0xec9B0xc7aB0x52c	0xf6a0xec9B0xc7aB0x52c
0xf1e0xec9B0xc7aB0x52c	0xf380xec9B0xc7aB0x52c
0xf590xec9B0xc7aB0x52c	0xf5e0xec9B0xc7aB0x52c
0x18c3B0x18e4B0xec9B0xc7aB0x52c	0x18ccB0x18e4B0xec9B0xc7aB0x52c
0x18c0B0x18e4B0xec9B0xc7aB0x52c	0x18c3B0x18e4B0xec9B0xc7aB0x52c
0x18c3B0x1c82B0xee90xec9B0xc7aB0x52c	0x18ccB0x1c82B0xee90xec9B0xc7aB0x52c
0x18c0B0x1c82B0xee90xec9B0xc7aB0x52c	0x18c3B0x1c82B0xee90xec9B0xc7aB0x52c
0x1c4cB0xd74B0x570	0x1c5aB0xd74B0x570
0x1ad8B0x1c5eB0xd74B0x570	0x1ae2B0x1c5eB0xd74B0x570
0x1c69B0x81ecB0x590	0x1c77B0x81ecB0x590
0x1c69B0x8248B0x614	0x1c77B0x8248B0x614
0x1c69B0x827dB0x625	0x1c77B0x827dB0x625
0xf5e0xec9B0xe4aB0x625	0xf6a0xec9B0xe4aB0x625
0xf1e0xec9B0xe4aB0x625	0xf380xec9B0xe4aB0x625
0xf590xec9B0xe4aB0x625	0xf5e0xec9B0xe4aB0x625
0x18c3B0x18e4B0xec9B0xe4aB0x625	0x18ccB0x18e4B0xec9B0xe4aB0x625
0x18c0B0x18e4B0xec9B0xe4aB0x625	0x18c3B0x18e4B0xec9B0xe4aB0x625
0x18c3B0x1c82B0xee90xec9B0xe4aB0x625	0x18ccB0x1c82B0xee90xec9B0xe4aB0x625
0x18c0B0x1c82B0xee90xec9B0xe4aB0x625	0x18c3B0x1c82B0xee90xec9B0xe4aB0x625
0x1c69B0x82b2B0x649	0x1c77B0x82b2B0x649
0x19e8B0x65a	0x19f6B0x65a
0x19faB0x65a	0x1a0dB0x65a
0x19b6B0x1a11B0x65a	0x19c7B0x1a11B0x65a
0x1992B0x1a11B0x65a	0x199fB0x1a11B0x65a
0x1939B0x885cB0x1a11B0x65a	0x195bB0x885cB0x1a11B0x65a
0x196aB0x19a3B0x1a11B0x65a	0x197dB0x19a3B0x1a11B0x65a
0x1c69B0x830eB0x689	0x1c77B0x830eB0x689
0x1ae6B0x6b0	0x1af7B0x6b0
0x1b16B0x6b0	0x1b2eB0x6b0
0x1a1dB0x1afbB0x6b0	0x1a2eB0x1afbB0x6b0
0x1ad8B0x1b06B0x6b0	0x1ae2B0x1b06B0x6b0
0x19b6B0x1b32B0x6b0	0x19c7B0x1b32B0x6b0
0x1992B0x1b32B0x6b0	0x199fB0x1b32B0x6b0
0x1939B0x885cB0x1b32B0x6b0	0x195bB0x885cB0x1b32B0x6b0
0x196aB0x19a3B0x1b32B0x6b0	0x197dB0x19a3B0x1b32B0x6b0
0x1c69B0x8343B0x71f	0x1c77B0x8343B0x71f
0x1c69B0x8378B0x78a	0x1c77B0x8378B0x78a
0xf5e0xec9B0x118bB0x78a	0xf6a0xec9B0x118bB0x78a
0xf1e0xec9B0x118bB0x78a	0xf380xec9B0x118bB0x78a
0xf590xec9B0x118bB0x78a	0xf5e0xec9B0x118bB0x78a
0x18c3B0x18e4B0xec9B0x118bB0x78a	0x18ccB0x18e4B0xec9B0x118bB0x78a
0x18c0B0x18e4B0xec9B0x118bB0x78a	0x18c3B0x18e4B0xec9B0x118bB0x78a
0x18c3B0x1c82B0xee90xec9B0x118bB0x78a	0x18ccB0x1c82B0xee90xec9B0x118bB0x78a
0x18c0B0x1c82B0xee90xec9B0x118bB0x78a	0x18c3B0x1c82B0xee90xec9B0x118bB0x78a
0x1c69B0x83adB0x79b	0x1c77B0x83adB0x79b
0x1c69B0x83e2B0x7bf	0x1c77B0x83e2B0x7bf
0x1c69B0x8417B0x7df	0x1c77B0x8417B0x7df
0x1c69B0x8497B0x82a	0x1c77B0x8497B0x82a
0xf5e0xec9B0x12acB0x82a	0xf6a0xec9B0x12acB0x82a
0xf1e0xec9B0x12acB0x82a	0xf380xec9B0x12acB0x82a
0xf590xec9B0x12acB0x82a	0xf5e0xec9B0x12acB0x82a
0x18c3B0x18e4B0xec9B0x12acB0x82a	0x18ccB0x18e4B0xec9B0x12acB0x82a
0x18c0B0x18e4B0xec9B0x12acB0x82a	0x18c3B0x18e4B0xec9B0x12acB0x82a
0x18c3B0x1c82B0xee90xec9B0x12acB0x82a	0x18ccB0x1c82B0xee90xec9B0x12acB0x82a
0x18c0B0x1c82B0xee90xec9B0x12acB0x82a	0x18c3B0x1c82B0xee90xec9B0x12acB0x82a
0x1c69B0x84ccB0x84a	0x1c77B0x84ccB0x84a
0x1c69B0x8501B0x85b	0x1c77B0x8501B0x85b
0x1c4cB0x8536B0x87f	0x1c5aB0x8536B0x87f
0x1ad8B0x1c5eB0x8536B0x87f	0x1ae2B0x1c5eB0x8536B0x87f
0x1c69B0x856bB0x8b5	0x1c77B0x856bB0x8b5
0x1c69B0x85c8B0x8d5	0x1c77B0x85c8B0x8d5
0x1c69B0x85fdB0x8e6	0x1c77B0x85fdB0x8e6
0x1d0cB0x90a	0x1d1eB0x90a
0xf5e0x14edB0x14c2B0x90a	0xf6a0x14edB0x14c2B0x90a
0xf1e0x14edB0x14c2B0x90a	0xf380x14edB0x14c2B0x90a
0xf590x14edB0x14c2B0x90a	0xf5e0x14edB0x14c2B0x90a
0x18c3B0x18e4B0xec90x14edB0x14c2B0x90a	0x18ccB0x18e4B0xec90x14edB0x14c2B0x90a
0x18c0B0x18e4B0xec90x14edB0x14c2B0x90a	0x18c3B0x18e4B0xec90x14edB0x14c2B0x90a
0x18c3B0x1c82B0xee90x14edB0x14c2B0x90a	0x18ccB0x1c82B0xee90x14edB0x14c2B0x90a
0x18c0B0x1c82B0xee90x14edB0x14c2B0x90a	0x18c3B0x1c82B0xee90x14edB0x14c2B0x90a
0x1c69B0x8632B0x94a	0x1c77B0x8632B0x94a
0x1c69B0x8667B0x95b	0x1c77B0x8667B0x95b
0xf5e0xec9B0x158aB0x95b	0xf6a0xec9B0x158aB0x95b
0xf1e0xec9B0x158aB0x95b	0xf380xec9B0x158aB0x95b
0xf590xec9B0x158aB0x95b	0xf5e0xec9B0x158aB0x95b
0x18c3B0x18e4B0xec9B0x158aB0x95b	0x18ccB0x18e4B0xec9B0x158aB0x95b
0x18c0B0x18e4B0xec9B0x158aB0x95b	0x18c3B0x18e4B0xec9B0x158aB0x95b
0x18c3B0x1c82B0xee90xec9B0x158aB0x95b	0x18ccB0x1c82B0xee90xec9B0x158aB0x95b
0x18c0B0x1c82B0xee90xec9B0x158aB0x95b	0x18c3B0x1c82B0xee90xec9B0x158aB0x95b
0x1c69B0x1624B0x995	0x1c77B0x1624B0x995
0x1c69B0x869cB0x9a6	0x1c77B0x869cB0x9a6
0xf5e0xec9B0x1645B0x9a6	0xf6a0xec9B0x1645B0x9a6
0xf1e0xec9B0x1645B0x9a6	0xf380xec9B0x1645B0x9a6
0xf590xec9B0x1645B0x9a6	0xf5e0xec9B0x1645B0x9a6
0x18c3B0x18e4B0xec9B0x1645B0x9a6	0x18ccB0x18e4B0xec9B0x1645B0x9a6
0x18c0B0x18e4B0xec9B0x1645B0x9a6	0x18c3B0x18e4B0xec9B0x1645B0x9a6
0x18c3B0x1c82B0xee90xec9B0x1645B0x9a6	0x18ccB0x1c82B0xee90xec9B0x1645B0x9a6
0x18c0B0x1c82B0xee90xec9B0x1645B0x9a6	0x18c3B0x1c82B0xee90xec9B0x1645B0x9a6
0x1c69B0x86d1B0x9ca	0x1c77B0x86d1B0x9ca
0x1c69B0x8706B0x9ea	0x1c77B0x8706B0x9ea
0xf5e0xec9B0x16c4B0x9ea	0xf6a0xec9B0x16c4B0x9ea
0xf1e0xec9B0x16c4B0x9ea	0xf380xec9B0x16c4B0x9ea
0xf590xec9B0x16c4B0x9ea	0xf5e0xec9B0x16c4B0x9ea
0x18c3B0x18e4B0xec9B0x16c4B0x9ea	0x18ccB0x18e4B0xec9B0x16c4B0x9ea
0x18c0B0x18e4B0xec9B0x16c4B0x9ea	0x18c3B0x18e4B0xec9B0x16c4B0x9ea
0x18c3B0x1c82B0xee90xec9B0x16c4B0x9ea	0x18ccB0x1c82B0xee90xec9B0x16c4B0x9ea
0x18c0B0x1c82B0xee90xec9B0x16c4B0x9ea	0x18c3B0x1c82B0xee90xec9B0x16c4B0x9ea
0x1c69B0x873bB0x9fb	0x1c77B0x873bB0x9fb
0x1c69B0x8770B0xa1f	0x1c77B0x8770B0xa1f
0x1c69B0x87a5B0xa5f	0x1c77B0x87a5B0xa5f
0x1c69B0x87daB0xaa4	0x1c77B0x87daB0xaa4
