review_id,contract_address,exact_bytecode_hash,bytecode_family_id,represented_contract_count,verified_project_name,coverage_status,llm_label,llm_confidence,llm_explanation,evidence_summary,decision,final_label,final_confidence,comment,llm_risk_categories,llm_uncertainties,represented_addresses,bytecode_length,first_observed_block,authorization_frequency,evidence_path,explorer_link,diagnostic_reasons,llm_evidence_detail,guard_semantics_observed,prompt_version
V2-0020,0x1e4c8ef03b68d89c87291268eb52d7eb1aeb8680,07bf7b8dec13d815b5cd266a3f027613848d5c2b5e0917ac8994d1c48aaef55b,FAM00075,1,,COMPLETE,B,medium,0x1e4c8ef03b68d89c87291268eb52d7eb1aeb8680: reachable capabilities are protected by authorization checks under complete analysis.,"exec=3741B; reachable_dangerous=2; unguarded_dangerous=0; unguarded_targets(calldata=0,const=0,unresolved=0,critical=0); guards=3 (strong=3); ecrecover=False; coverage=COMPLETE",ACCEPT_LLM_LABEL,B,medium,,,No verified source on Sourcify; conclusion rests on bytecode evidence only.,0x1e4c8ef03b68d89c87291268eb52d7eb1aeb8680,3741,25649021,13,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x1e4c8ef03b68d89c87291268eb52d7eb1aeb8680.json,https://etherscan.io/address/0x1e4c8ef03b68d89c87291268eb52d7eb1aeb8680,low_confidence; label_changed_v1_B_to_v2_R2; no_recognizable_solidity_metadata,every reachable dangerous operation (CALLx2) is dominated by a caller or signature guard | guards: 3 strong (self_call_check),self_call_check (msg.sender == address(this)) — the canonical EIP-7702 pattern,v3
V2-0021,0xef8cc49ca1fd7f5c35924a33547d76fe1c85d4e8,07c752fad69a792387ceb09fffa12b75b210ca43c2c0fdf1a80f52c1ac4e526e,FAM00425,1,,COMPLETE,B,medium,0xef8cc49ca1fd7f5c35924a33547d76fe1c85d4e8: reachable capabilities are protected by authorization checks under complete analysis.,"exec=3883B; reachable_dangerous=2; unguarded_dangerous=0; unguarded_targets(calldata=0,const=0,unresolved=0,critical=0); guards=5 (strong=5); ecrecover=False; coverage=COMPLETE",ACCEPT_LLM_LABEL,B,medium,,,No verified source on Sourcify; conclusion rests on bytecode evidence only.,0xef8cc49ca1fd7f5c35924a33547d76fe1c85d4e8,3883,25597670,514,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xef8cc49ca1fd7f5c35924a33547d76fe1c85d4e8.json,https://etherscan.io/address/0xef8cc49ca1fd7f5c35924a33547d76fe1c85d4e8,low_confidence; no_recognizable_solidity_metadata,every reachable dangerous operation (CALLx2) is dominated by a caller or signature guard | guards: 5 strong (hardcoded_address_check),hardcoded_address_check (msg.sender compared against a fixed address literal),v3
V2-0022,0x93560c638407d87cb0b0d317ddfc1640ca0a5247,07f747a8eaeb763a04d0ffb9b3007152948855dab25fa5b0edbd9febcb0d6636,FAM00016,1,,PARTIAL,U,medium,"0x93560c638407d87cb0b0d317ddfc1640ca0a5247: control-flow coverage is incomplete (dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1), so whether the reachable capabilities are protected cannot be determined.","exec=13527B; reachable_dangerous=21; unguarded_dangerous=13; unguarded_targets(calldata=0,const=6,unresolved=7,critical=0); guards=10 (strong=1); ecrecover=False; coverage=PARTIAL; why_partial=dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1",ACCEPT_LLM_LABEL,U,medium,,insufficient_control_flow_coverage,dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1,0x93560c638407d87cb0b0d317ddfc1640ca0a5247,13527,25619326,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x93560c638407d87cb0b0d317ddfc1640ca0a5247.json,https://etherscan.io/address/0x93560c638407d87cb0b0d317ddfc1640ca0a5247,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata,reachable dangerous operations found: 21 | strong authorization guards observed: 1 (hardcoded_address_check),"hardcoded_address_check (msg.sender compared against a fixed address literal) | storage_condition (e.g. initialized flag, paused flag, or an authority slot)",v3
V2-0023,0x50e8e9c7638286137c18b2edc6bfad36c6bbe66e,085244a13d7ba82120128aa34f1392a33c7ce901e059d51b5c5b19f30283ad28,FAM00063,1,SOURCIFY_VERIFIED_UNNAMED,COMPLETE,B,high,0x50e8e9c7638286137c18b2edc6bfad36c6bbe66e: reachable capabilities are protected by authorization checks under complete analysis.,"exec=5184B; reachable_dangerous=5; unguarded_dangerous=0; unguarded_targets(calldata=0,const=0,unresolved=0,critical=0); guards=3 (strong=3); ecrecover=False; coverage=COMPLETE",ACCEPT_LLM_LABEL,B,high,,,,0x50e8e9c7638286137c18b2edc6bfad36c6bbe66e,5237,25630354,16,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x50e8e9c7638286137c18b2edc6bfad36c6bbe66e.json,https://etherscan.io/address/0x50e8e9c7638286137c18b2edc6bfad36c6bbe66e,verified_source,"every reachable dangerous operation (CALLx5) is dominated by a caller or signature guard | guards: 3 strong (hardcoded_address_check, self_call_check)",hardcoded_address_check (msg.sender compared against a fixed address literal) | self_call_check (msg.sender == address(this)) — the canonical EIP-7702 pattern,v3
V2-0025,0xce6232e4507a85b6fdc3527eaa48305bd4efae0b,090e14d06bb89a17a0c263b98265f88d8d952db32fc751deb9890b059ed8af23,FAM00369,1,,COMPLETE,B,medium,0xce6232e4507a85b6fdc3527eaa48305bd4efae0b: reachable capabilities are protected by authorization checks under complete analysis.,"exec=2621B; reachable_dangerous=8; unguarded_dangerous=0; unguarded_targets(calldata=0,const=0,unresolved=0,critical=0); guards=20 (strong=12); ecrecover=False; coverage=COMPLETE",ACCEPT_LLM_LABEL,B,medium,,,No verified source on Sourcify; conclusion rests on bytecode evidence only.,0xce6232e4507a85b6fdc3527eaa48305bd4efae0b,2621,25641593,4,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xce6232e4507a85b6fdc3527eaa48305bd4efae0b.json,https://etherscan.io/address/0xce6232e4507a85b6fdc3527eaa48305bd4efae0b,low_confidence; label_changed_v1_B_to_v2_R2; no_recognizable_solidity_metadata,every reachable dangerous operation (CALLx8) is dominated by a caller or signature guard | guards: 12 strong (self_call_check),self_call_check (msg.sender == address(this)) — the canonical EIP-7702 pattern | self_call_check (tx.origin == address(this)) — the canonical EIP-7702 pattern,v3
V2-0029,0x223fabc28a2c7491395d4409cc127ff12a852c86,0a3588001a726c408af60b63a11cac989717ed053e2be66ac3e0f5dc5915c192,FAM00086,1,,COMPLETE,B,medium,0x223fabc28a2c7491395d4409cc127ff12a852c86: dangerous operations are either guard-dominated or restricted to fixed callee addresses under complete analysis.,"exec=2793B; reachable_dangerous=5; unguarded_dangerous=2; unguarded_targets(calldata=0,const=2,unresolved=0,critical=0); guards=2 (strong=2); ecrecover=False; coverage=COMPLETE",ACCEPT_LLM_LABEL,B,medium,,unguarded_call_to_fixed_callee,"Callee addresses are fixed, but calldata forwarded to those fixed callees was not modelled; a fixed callee that itself moves assets on behalf of the caller would not be distinguished here. | No verified source on Sourcify; conclusion rests on bytecode evidence only.",0x223fabc28a2c7491395d4409cc127ff12a852c86,2846,25669103,6,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x223fabc28a2c7491395d4409cc127ff12a852c86.json,https://etherscan.io/address/0x223fabc28a2c7491395d4409cc127ff12a852c86,label_changed_v1_R1_to_v2_R2,"2 reachable unguarded call site(s), all to fixed constant callee addresses — the caller cannot redirect them | guards: 2 strong (hardcoded_address_check)",hardcoded_address_check (tx.origin compared against a fixed address literal),v3
V2-0031,0x8535687b766a712d89abf86a298032e4f19078dd,0ad608ad86d8930780eccec2fe95d790e869c5785e261ea9f712406f5a0efdcc,FAM00269,1,,COMPLETE,B,medium,0x8535687b766a712d89abf86a298032e4f19078dd: dangerous operations are either guard-dominated or restricted to fixed callee addresses under complete analysis.,"exec=7223B; reachable_dangerous=8; unguarded_dangerous=2; unguarded_targets(calldata=0,const=2,unresolved=0,critical=0); guards=5 (strong=5); ecrecover=False; coverage=COMPLETE",ACCEPT_LLM_LABEL,B,medium,,unguarded_call_to_fixed_callee,"Callee addresses are fixed, but calldata forwarded to those fixed callees was not modelled; a fixed callee that itself moves assets on behalf of the caller would not be distinguished here. | No verified source on Sourcify; conclusion rests on bytecode evidence only.",0x8535687b766a712d89abf86a298032e4f19078dd,7276,25623514,4,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x8535687b766a712d89abf86a298032e4f19078dd.json,https://etherscan.io/address/0x8535687b766a712d89abf86a298032e4f19078dd,label_changed_v1_R1_to_v2_R2,"2 reachable unguarded call site(s), all to fixed constant callee addresses — the caller cannot redirect them | guards: 5 strong (hardcoded_address_check)",hardcoded_address_check (tx.origin compared against a fixed address literal),v3
V2-0032,0x90532dbd8cb348edb5a9cf36fe1e92737c23aaa1,0ae78bc4a6162da843561b4d52cd2c88384caf3ed354079c016e7f05e2a1a12a,FAM00285,1,,COMPLETE,B,medium,0x90532dbd8cb348edb5a9cf36fe1e92737c23aaa1: dangerous operations are either guard-dominated or restricted to fixed callee addresses under complete analysis.,"exec=596B; reachable_dangerous=1; unguarded_dangerous=1; unguarded_targets(calldata=0,const=1,unresolved=0,critical=0); guards=0 (strong=0); ecrecover=False; coverage=COMPLETE",ACCEPT_LLM_LABEL,B,medium,,unguarded_call_to_fixed_callee,"Callee addresses are fixed, but calldata forwarded to those fixed callees was not modelled; a fixed callee that itself moves assets on behalf of the caller would not be distinguished here. | No verified source on Sourcify; conclusion rests on bytecode evidence only.",0x90532dbd8cb348edb5a9cf36fe1e92737c23aaa1,649,25597766,4,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x90532dbd8cb348edb5a9cf36fe1e92737c23aaa1.json,https://etherscan.io/address/0x90532dbd8cb348edb5a9cf36fe1e92737c23aaa1,label_changed_v1_B_to_v2_R2,"1 reachable unguarded call site(s), all to fixed constant callee addresses — the caller cannot redirect them | guards: 0 strong",,v3
V2-0036,0xd5df0570040b1873852313c2a773bbebc526c7a1,0bf33c63fa7f9bc86d8601c7eec6409a3320d5384f44e1d687dc149f03d2ff3e,FAM00382,1,,PARTIAL,U,medium,"0xd5df0570040b1873852313c2a773bbebc526c7a1: control-flow coverage is incomplete (traversal hit its per-pc state cap; exploration was truncated), so whether the reachable capabilities are protected cannot be determined.","exec=24359B; reachable_dangerous=20; unguarded_dangerous=18; unguarded_targets(calldata=4,const=4,unresolved=10,critical=0); guards=48 (strong=6); ecrecover=False; coverage=PARTIAL; why_partial=traversal hit its per-pc state cap; exploration was truncated",ACCEPT_LLM_LABEL,U,medium,,insufficient_control_flow_coverage,traversal hit its per-pc state cap; exploration was truncated,0xd5df0570040b1873852313c2a773bbebc526c7a1,24359,25617606,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xd5df0570040b1873852313c2a773bbebc526c7a1.json,https://etherscan.io/address/0xd5df0570040b1873852313c2a773bbebc526c7a1,low_confidence; no_recognizable_solidity_metadata,reachable dangerous operations found: 20 | strong authorization guards observed: 6 (storage_based_caller_check),"storage_based_caller_check (msg.sender compared against a stored authority) | storage_condition (e.g. initialized flag, paused flag, or an authority slot)",v3
V2-0037,0x33fc3829e619cf9b9c672ddbb83a63f55dff80e6,0c5fb976949b70f0428aee7943f6a63bdd49789a79582fd96ddf59f8d2af7ca7,FAM00121,1,,PARTIAL,U,medium,"0x33fc3829e619cf9b9c672ddbb83a63f55dff80e6: control-flow coverage is incomplete (dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1), so whether the reachable capabilities are protected cannot be determined.","exec=13576B; reachable_dangerous=21; unguarded_dangerous=13; unguarded_targets(calldata=0,const=6,unresolved=7,critical=0); guards=11 (strong=1); ecrecover=False; coverage=PARTIAL; why_partial=dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1",ACCEPT_LLM_LABEL,U,medium,,insufficient_control_flow_coverage,dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1,0x33fc3829e619cf9b9c672ddbb83a63f55dff80e6,13576,25665536,46,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x33fc3829e619cf9b9c672ddbb83a63f55dff80e6.json,https://etherscan.io/address/0x33fc3829e619cf9b9c672ddbb83a63f55dff80e6,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata,reachable dangerous operations found: 21 | strong authorization guards observed: 1 (hardcoded_address_check),"hardcoded_address_check (msg.sender compared against a fixed address literal) | storage_condition (e.g. initialized flag, paused flag, or an authority slot)",v3
V2-0038,0x674a55fc659a843878a7499b674cc733abe14de5,0c67b28f0cf8c04bde389567d2a0d07612593efe8e5b7484def061ccb3d6e616,FAM00016,1,,PARTIAL,U,medium,"0x674a55fc659a843878a7499b674cc733abe14de5: control-flow coverage is incomplete (dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1), so whether the reachable capabilities are protected cannot be determined.","exec=13527B; reachable_dangerous=21; unguarded_dangerous=13; unguarded_targets(calldata=0,const=6,unresolved=7,critical=0); guards=10 (strong=1); ecrecover=False; coverage=PARTIAL; why_partial=dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1",ACCEPT_LLM_LABEL,U,medium,,insufficient_control_flow_coverage,dangerous capabilities present in executable code were never reached by the traversal: CREATE2x1,0x674a55fc659a843878a7499b674cc733abe14de5,13527,25615203,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x674a55fc659a843878a7499b674cc733abe14de5.json,https://etherscan.io/address/0x674a55fc659a843878a7499b674cc733abe14de5,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata,reachable dangerous operations found: 21 | strong authorization guards observed: 1 (hardcoded_address_check),"hardcoded_address_check (msg.sender compared against a fixed address literal) | storage_condition (e.g. initialized flag, paused flag, or an authority slot)",v3
