experiment_id,outer_fold,recipient_sid,recipient_address,recipient_family,recipient_partition,recipient_label,donor_sid,donor_address,donor_family,donor_partition_pool,donor_subset,condition,flooding_fraction,segment_index,byte_offset,byte_length,copied_segment_sha256,transformation_seed,rng_domain
GMUTVOL_V2,0,optimism:0xd24371bbe7c248597705b5b6ac753025dc2d2619,0xd24371bbe7c248597705b5b6ac753025dc2d2619,F00004,test,1,ethereum(implied):0x038c28580a22e2b74bfb13e00e9c0a75cd732342,0x038c28580a22e2b74bfb13e00e9c0a75cd732342,F00572,test,benign_general,GMUT:M2,0.2,0,0,160,f3e7df0bd06ce8ed8006790c2e9fd6df9e0884d3dfd1d24d6ff51c4412ebe292,16111965931676963163,test
GMUTVOL_V2,0,optimism:0xd24371bbe7c248597705b5b6ac753025dc2d2619,0xd24371bbe7c248597705b5b6ac753025dc2d2619,F00004,test,1,ethereum(implied):0xf4d329da1a6923c0c65ca2c52006b3d7912f779a,0xf4d329da1a6923c0c65ca2c52006b3d7912f779a,F00251,test,benign_general,GMUT:M2,0.2,1,10915,7,adaac4b55ddb3a6ab09d09b3b1e43850b9e5ae838a9460152bf064e3ee61ae6a,16111965931676963163,test
GMUTVOL_V2,0,optimism:0x281f3e79775f61cccfc7b7c3eacdc4f15a7f3252,0x281f3e79775f61cccfc7b7c3eacdc4f15a7f3252,F00004,test,1,ethereum(implied):0xdeace2a12f4acdffe43ec15052412b10f1dbb01c,0xdeace2a12f4acdffe43ec15052412b10f1dbb01c,F00251,test,benign_general,GMUT:M2,0.2,0,13579,167,309f56f5fc7a43071d34a320f6f2e891eaa3c2d13f6899a4942b7a7e94dd5f5d,2758395373788032544,test
GMUTVOL_V2,0,optimism:0x043661a263719880069c2adb5bf625eb4b7b5db7,0x043661a263719880069c2adb5bf625eb4b7b5db7,F00004,test,1,ethereum(implied):0x903645c6f66606508c83ce277fafff992937d9e2,0x903645c6f66606508c83ce277fafff992937d9e2,F00369,test,benign_general,GMUT:M2,0.2,0,833,167,5da6295b32148c4700a6fa3d8ec9ba553726e012df3660de0f21ba2c0c4d59a3,6856518806100769601,test
GMUTVOL_V2,0,optimism:0xaa6491c5071d91e4fc398d512ba5f78f62e2b100,0xaa6491c5071d91e4fc398d512ba5f78f62e2b100,F00004,test,1,ethereum(implied):0xa56a8a623cacd8a293ce81ed13de3e3a84b7f45f,0xa56a8a623cacd8a293ce81ed13de3e3a84b7f45f,F00445,test,benign_general,GMUT:M2,0.2,0,337,167,ee6de59fa5f5720b2792637a3eea0c8a67e2cf2d466df22605e0afaad0c1e5a2,959001856434133246,test
GMUTVOL_V2,0,optimism:0xb6252af4c3561714c187aa1c0a7b1f0ec2e70053,0xb6252af4c3561714c187aa1c0a7b1f0ec2e70053,F00004,test,1,ethereum(implied):0x2d623769c58801282b57e15b73d1d16b764c3ffe,0x2d623769c58801282b57e15b73d1d16b764c3ffe,F00289,test,benign_general,GMUT:M2,0.2,0,886,167,12129d20236da80c147bfb7991912f9dd6694a36ebc54a97893a9caf0c91c477,4317009188483599937,test
GMUTVOL_V2,0,optimism:0x761dc36a52733214423d04f4dcd84083e15d3735,0x761dc36a52733214423d04f4dcd84083e15d3735,F00004,test,1,ethereum(implied):0xd73e81e95cba82d467f2f08debf5a0a559aa3da6,0xd73e81e95cba82d467f2f08debf5a0a559aa3da6,F00315,test,benign_general,GMUT:M2,0.2,0,11967,167,31dc2a1b3c672444c6deef380cc32a4f5e26090c1e7152cff746448de9aa8b8c,2224656532271366389,test
GMUTVOL_V2,0,optimism:0x653c2018585b155586026d383044cb6683fc2ae4,0x653c2018585b155586026d383044cb6683fc2ae4,F00004,test,1,ethereum(implied):0x274d1171f06e976a4f545e6d4bf017bedc51f752,0x274d1171f06e976a4f545e6d4bf017bedc51f752,F00597,test,benign_general,GMUT:M2,0.2,0,42,167,8dc0362e30aee4fc76fc2d9d7f266cf96e5aa4715c23ffe6d6b5764483c38dac,10455003551484616943,test
GMUTVOL_V2,0,optimism:0x916a0b8fdc003c43213b7abc50fcb85a17ce6a6b,0x916a0b8fdc003c43213b7abc50fcb85a17ce6a6b,F00004,test,1,ethereum(implied):0xa56a8a623cacd8a293ce81ed13de3e3a84b7f45f,0xa56a8a623cacd8a293ce81ed13de3e3a84b7f45f,F00445,test,benign_general,GMUT:M2,0.2,0,775,167,3287c06db56b01d616db81b061ca63676da60c7a60201c94f380a2f38a2bfc5a,5564548280630308869,test
GMUTVOL_V2,0,optimism:0x3a1605d52b511aaa3860e56e1dd3bacdaf6868f9,0x3a1605d52b511aaa3860e56e1dd3bacdaf6868f9,F00004,test,1,ethereum(implied):0x6c0e76f91b2cd87df6d424f476eaaf46875f24f6,0x6c0e76f91b2cd87df6d424f476eaaf46875f24f6,F00251,test,benign_general,GMUT:M2,0.2,0,7355,167,07cb343588c50bcefdab0bcd527866523ad90e74fa1e9587f7a2668e9d87b1de,15094523490799083308,test
GMUTVOL_V2,0,optimism:0xeaa6aa358ee796dbc038b9424301eebb8e0570b8,0xeaa6aa358ee796dbc038b9424301eebb8e0570b8,F00004,test,1,ethereum(implied):0x232277d9672eedd53c4b26c0f386c2eb88dc7363,0x232277d9672eedd53c4b26c0f386c2eb88dc7363,F00336,test,benign_general,GMUT:M2,0.2,0,20,167,15065b5f3cd6494cfb3dc50c6fd07a2e5ebb96caae48eadec294a894eb602e82,6273190442229439948,test
GMUTVOL_V2,0,optimism:0x036be4f87fc09257284d44ff095a19e192903cb2,0x036be4f87fc09257284d44ff095a19e192903cb2,F00004,test,1,ethereum(implied):0xcaf5ea99f9acbdb0708243dbb88b439716e0448f,0xcaf5ea99f9acbdb0708243dbb88b439716e0448f,F00241,test,benign_general,GMUT:M2,0.2,0,4163,167,27baa6a0119724d54c7627c3607f63035005d8d8f01db829fa8d8f72c0a070fb,11384183992718579851,test
GMUTVOL_V2,0,optimism:0xf2534d433a6ad5089e8d907f035bafd5925bdcbc,0xf2534d433a6ad5089e8d907f035bafd5925bdcbc,F00004,test,1,ethereum(implied):0x051c55aa621d0dda8a9d261ea0496fdc00cd41ff,0x051c55aa621d0dda8a9d261ea0496fdc00cd41ff,F00369,test,benign_general,GMUT:M2,0.2,0,1018,167,6dfd0adecc449bd7187a0fbd6ea7741a555734e27e006efd7448b92dbffa4303,330773474747202428,test
GMUTVOL_V2,0,optimism:0xd5771d92854f5298b33ccd73178c9ff8b88bd14f,0xd5771d92854f5298b33ccd73178c9ff8b88bd14f,F00004,test,1,ethereum(implied):0xa56a8a623cacd8a293ce81ed13de3e3a84b7f45f,0xa56a8a623cacd8a293ce81ed13de3e3a84b7f45f,F00445,test,benign_general,GMUT:M2,0.2,0,602,167,3145b9b2717f8b3ac1d98fe1f1d8971b82647801f0cb7661863b5e210cd35b98,4816788475845696931,test
GMUTVOL_V2,0,optimism:0x23c3a46086bfaa35b4514edf65a04bb7f459228d,0x23c3a46086bfaa35b4514edf65a04bb7f459228d,F00004,test,1,ethereum(implied):0xaced660882f38d4cd32bb66dba82824c9927015d,0xaced660882f38d4cd32bb66dba82824c9927015d,F00330,test,benign_general,GMUT:M2,0.2,0,5615,167,50b8e05a30a45b30c3832528989c08a703f41b0059bb1c2726fb834c077fadd6,8678446674757198582,test
GMUTVOL_V2,0,optimism:0x470a618326df6e320680642dd31794b0d2d12d0a,0x470a618326df6e320680642dd31794b0d2d12d0a,F00004,test,1,ethereum(implied):0xcaf5ea99f9acbdb0708243dbb88b439716e0448f,0xcaf5ea99f9acbdb0708243dbb88b439716e0448f,F00241,test,benign_general,GMUT:M2,0.2,0,3914,167,afcdbff26bba63d1026a0d8a552a7abd4f8914741375b2c790ec0d2dc34f28fb,4506675720376538757,test
GMUTVOL_V2,0,optimism:0x23c667184099f7c7d895cae4c6c4c571901297a8,0x23c667184099f7c7d895cae4c6c4c571901297a8,F00004,test,1,ethereum(implied):0xbe4eacbe105083601e781665f2e29f551ba6dfbe,0xbe4eacbe105083601e781665f2e29f551ba6dfbe,F00624,test,benign_general,GMUT:M2,0.2,0,6179,167,7cb669aa6f5e98cc40179404de361c616a4ebbd4f459381882e43ad644827acb,6885347179515554378,test
GMUTVOL_V2,0,optimism:0x9307637c1708c1cec79a5e96f4beea7d363f6ca0,0x9307637c1708c1cec79a5e96f4beea7d363f6ca0,F00004,test,1,ethereum(implied):0x2e2886d58f8d886dbef4e93e73920c23aa2620c0,0x2e2886d58f8d886dbef4e93e73920c23aa2620c0,F00369,test,benign_general,GMUT:M2,0.2,0,1368,167,72575b19d8591ee1b09e06a8c39f2ad6fb9a125be851a871d4105b8a165160e5,12581723324655973928,test
GMUTVOL_V2,0,optimism:0xb7fef9033507eee348d59102b6856c66051b8040,0xb7fef9033507eee348d59102b6856c66051b8040,F00004,test,1,ethereum(implied):0x2e2886d58f8d886dbef4e93e73920c23aa2620c0,0x2e2886d58f8d886dbef4e93e73920c23aa2620c0,F00369,test,benign_general,GMUT:M2,0.2,0,739,167,84eeeb9e3f005a5e3d981833155a4433a2d1228f452cd279589f1604b9d0efe2,6645328180269106456,test
GMUTVOL_V2,0,optimism:0x93d473ce2ceb00af7489694511ca778deb83ef88,0x93d473ce2ceb00af7489694511ca778deb83ef88,F00004,test,1,ethereum(implied):0x1355977499d743131df04702512c4167c6a1ee26,0x1355977499d743131df04702512c4167c6a1ee26,F00274,test,benign_general,GMUT:M2,0.2,0,888,167,87600d244cdad416d0562523be3fea6489df365416f2a79751a2a8bc90eccc0d,5239589560548187521,test
GMUTVOL_V2,0,optimism:0xbdb6d1f0e52cf92e3037787149dd7b0cea20e035,0xbdb6d1f0e52cf92e3037787149dd7b0cea20e035,F00027,test,1,ethereum(implied):0x08c5160740a9fc9e393e1a900b23d2a53ec23984,0x08c5160740a9fc9e393e1a900b23d2a53ec23984,F00582,test,benign_general,GMUT:M2,0.2,0,968,223,fa5d896855473773ee3bd5a66ef6f9d0a5966f1a947fa363c5457f945051c5e1,3344054537942685803,test
GMUTVOL_V2,0,optimism:0xd4661f44e3738d26eb1b7965f1e8ee4edd3d2a5d,0xd4661f44e3738d26eb1b7965f1e8ee4edd3d2a5d,F00004,test,1,ethereum(implied):0xff80816f7b61edac89c3fe47c12c7db6e51ee56e,0xff80816f7b61edac89c3fe47c12c7db6e51ee56e,F00517,test,benign_general,GMUT:M2,0.2,0,2203,167,63ecd869477bb06995b69271e441ce61fb433a1fca2d91e00807adc552c5066d,3064161153729548182,test
GMUTVOL_V2,0,optimism:0x073addd815abe9e72e8da16d4ec1b970f303cd86,0x073addd815abe9e72e8da16d4ec1b970f303cd86,F00004,test,1,ethereum(implied):0xe210d8ded13abe836a10e8aa956dd424658d0034,0xe210d8ded13abe836a10e8aa956dd424658d0034,F00480,test,benign_general,GMUT:M2,0.2,0,4,167,a23ca623735f77036a6f30ba6b03634026368ac2cfcc5377b821c12e6482d5a5,6956670271500044221,test
GMUTVOL_V2,0,optimism:0x21b65e7473e8afdb6396e9c52535521a4c6235d8,0x21b65e7473e8afdb6396e9c52535521a4c6235d8,F00004,test,1,ethereum(implied):0x5dd819e819842943f8218f91bf6ef249f7604c52,0x5dd819e819842943f8218f91bf6ef249f7604c52,F00251,test,benign_general,GMUT:M2,0.2,0,15561,167,f71f13058208ed564e556075a9913bd5cfae3781a8590e438684bea0660eca4f,4627418950880522493,test
GMUTVOL_V2,0,optimism:0x100bfe501da42fec877ba424b95265ca66eb9b07,0x100bfe501da42fec877ba424b95265ca66eb9b07,F00004,test,1,ethereum(implied):0xf535cbef081350354b0939eac2db7dca7015d10d,0xf535cbef081350354b0939eac2db7dca7015d10d,F00251,test,benign_general,GMUT:M2,0.2,0,14584,167,cf7581d218a4c677d330f88f918c0e31fbd4ff9d910812484513c340a86a0107,10657814946276472,test
GMUTVOL_V2,0,optimism:0xeed92ede46257477f6571f35fd458dbb46471a15,0xeed92ede46257477f6571f35fd458dbb46471a15,F00004,test,1,ethereum(implied):0xb989effb7940a7abd3dd59b587e19951e5128ed9,0xb989effb7940a7abd3dd59b587e19951e5128ed9,F00251,test,benign_general,GMUT:M2,0.2,0,20199,167,748acea19e53a9754854397b59fbf9a1bba094ce0f9b63c3d643a6ecdfa511c2,15146355726661084572,test
GMUTVOL_V2,0,optimism:0x1990ed58c9af6a10e8a61174fec154b39b2460cc,0x1990ed58c9af6a10e8a61174fec154b39b2460cc,F00004,test,1,ethereum(implied):0x727442913b536a3f0229f2aa11694bd585013353,0x727442913b536a3f0229f2aa11694bd585013353,F00529,test,benign_general,GMUT:M2,0.2,0,3095,167,b880a1b20e0880163119330f83847a703e459acce3edb3e0bd0907e29fb918a8,9027189353486080090,test
GMUTVOL_V2,0,optimism:0x56687f747b1762c318e80b2de713eb9885a4402e,0x56687f747b1762c318e80b2de713eb9885a4402e,F00004,test,1,ethereum(implied):0xbdd579fe57de391e40a560c3dd9df3e3ac4c90b2,0xbdd579fe57de391e40a560c3dd9df3e3ac4c90b2,F00501,test,benign_general,GMUT:M2,0.2,0,2153,167,18635f5232f7a254110084ce47111360716e5f60d703e0399ae134d32fa51c1e,14881236110058515954,test
GMUTVOL_V2,0,optimism:0x33f053866f277b7cd831f2527655587dfde9f553,0x33f053866f277b7cd831f2527655587dfde9f553,F00004,test,1,ethereum(implied):0x70928c371411df877f03dbd2b72f809f68eac5e1,0x70928c371411df877f03dbd2b72f809f68eac5e1,F00602,test,benign_general,GMUT:M2,0.2,0,3842,167,705eef4883a3061eb5d533b88cefbf93a0ea43af56b00574ebdeca705f67a37f,5498800282710625132,test
GMUTVOL_V2,0,optimism:0xbec420215162d2e6a5bd6cb23a2bd86620a9d0fc,0xbec420215162d2e6a5bd6cb23a2bd86620a9d0fc,F00004,test,1,ethereum(implied):0xf61199574081898cdc5eaeb648a267e02cbd3201,0xf61199574081898cdc5eaeb648a267e02cbd3201,F00330,test,benign_general,GMUT:M2,0.2,0,5916,167,0a6942d8195b2d67b38de72463dbdfdfb6ad7d098377f5e0c25f1ac8c25ef4d0,16996775137792207709,test
GMUTVOL_V2,0,optimism:0xbb90a78b86f3f756c160886ebe7029205c4ba3f1,0xbb90a78b86f3f756c160886ebe7029205c4ba3f1,F00004,test,1,ethereum(implied):0x9b238f526acba87259c3b0d4621e7bcc324ff517,0x9b238f526acba87259c3b0d4621e7bcc324ff517,F00524,test,benign_general,GMUT:M2,0.2,0,17015,167,23161e06b6bff3c7af743bcfe93a1461ca117c24a1598396672ca5b391cdf8cf,2195534234944130548,test
GMUTVOL_V2,0,optimism:0x79cb9c3e43a673bb29ae1e7c7e8b2f3d0b79b52f,0x79cb9c3e43a673bb29ae1e7c7e8b2f3d0b79b52f,F00004,test,1,ethereum(implied):0x76b2701306de484275219104896565926811cee6,0x76b2701306de484275219104896565926811cee6,F00607,test,benign_general,GMUT:M2,0.2,0,538,167,77cdba7ffc53bf03bae3349c05fa3e963765a5567c9aaf20f12fd748eca4273f,12391094403654419653,test
GMUTVOL_V2,0,optimism:0x04a062033b7c8ea5e3cfef316a2d5937cade2e1d,0x04a062033b7c8ea5e3cfef316a2d5937cade2e1d,F00004,test,1,ethereum(implied):0xe36d7f0298b71e3b85a4ed461579c8bbdff3499e,0xe36d7f0298b71e3b85a4ed461579c8bbdff3499e,F00560,test,benign_general,GMUT:M2,0.2,0,1048,167,9c7e8cee2aaf27a32f9eb5a9504649899358c1f69b3501bc50c6a21c34f916bd,13700085191471536007,test
GMUTVOL_V2,0,optimism:0xf3c4517b298c6c4c60240a29dc1c84447fbc5a8a,0xf3c4517b298c6c4c60240a29dc1c84447fbc5a8a,F00004,test,1,ethereum(implied):0x2e9ff4805101a009dbac922b01e3fdcbcefb9950,0x2e9ff4805101a009dbac922b01e3fdcbcefb9950,F00507,test,benign_general,GMUT:M2,0.2,0,2511,167,0f608ef74ec3677212fa1d2f8161814c2f964dee776ed67bc087ca60123faa10,11648178665229876324,test
GMUTVOL_V2,0,optimism:0xfefd9d2e36fba47db535ca720365c51ba906d2da,0xfefd9d2e36fba47db535ca720365c51ba906d2da,F00004,test,1,ethereum(implied):0xca47717c3866f8330986eb508ab1ee2592c1e039,0xca47717c3866f8330986eb508ab1ee2592c1e039,F00298,test,benign_general,GMUT:M2,0.2,0,6305,167,767bafc39e9b21e9c22f2c5fefe876e98eb79b2a5db2577fd0e93d8ab36f0371,14785230473740160567,test
GMUTVOL_V2,0,optimism:0x0d8aff1934cae5b04d2534b530607a4eac4e10c3,0x0d8aff1934cae5b04d2534b530607a4eac4e10c3,F00035,test,1,ethereum(implied):0x727442913b536a3f0229f2aa11694bd585013353,0x727442913b536a3f0229f2aa11694bd585013353,F00529,test,benign_general,GMUT:M2,0.2,0,845,357,5523b1a5328be1591e351132f37c2780c15468ae71e3d6d540bb14922af74009,6749214044556593508,test
GMUTVOL_V2,0,optimism:0x47a1ef086545283991674ff23a7b5926d09d49ff,0x47a1ef086545283991674ff23a7b5926d09d49ff,F00036,test,1,ethereum(implied):0xf6139e4c1a41fb5ec76c35916d68e84541e10bb8,0xf6139e4c1a41fb5ec76c35916d68e84541e10bb8,F00273,test,benign_general,GMUT:M2,0.2,0,5743,596,ba448adb18b00f79bc93d60753cfa89b9bbdba469358b07ae44d1b46851d938a,8512368355314630012,test
GMUTVOL_V2,0,optimism:0x3ff1b6bf72726dd94435cbd74afab5ee0d3f3e24,0x3ff1b6bf72726dd94435cbd74afab5ee0d3f3e24,F00004,test,1,ethereum(implied):0x0fa308ae0dde633b6ede22ba719e7e0bc45fc6db,0x0fa308ae0dde633b6ede22ba719e7e0bc45fc6db,F00517,test,benign_general,GMUT:M2,0.2,0,1957,167,1f4cd6dc645a0f3c1dbaa5d9715a2053906b2c82f516bc6e34cfa48df14bb79c,8450988161561953720,test
GMUTVOL_V2,0,optimism:0x5f41de8793e074117d8b9d8f06c40dee00ea3d9f,0x5f41de8793e074117d8b9d8f06c40dee00ea3d9f,F00004,test,1,ethereum(implied):0x27e1ae64815f6e9a23b380fd6e94510330d0040a,0x27e1ae64815f6e9a23b380fd6e94510330d0040a,F00289,test,benign_general,GMUT:M2,0.2,0,1343,167,ee194d9bc3a6bd56ea7524875992a30a93325e9c61d9d2f20b35605bbccf7436,12136493575505137695,test
GMUTVOL_V2,0,optimism:0x6e86f8ab6ed57f8b667ae7e301e1af9e2cb7ee2b,0x6e86f8ab6ed57f8b667ae7e301e1af9e2cb7ee2b,F00004,test,1,ethereum(implied):0x6dcea64aa1d337ae7fa69a0e70b9a79cfaf87d4f,0x6dcea64aa1d337ae7fa69a0e70b9a79cfaf87d4f,F00660,test,benign_general,GMUT:M2,0.2,0,7638,167,d8bc9e91a228d5fa11d3d2ade422f3861e732df1982e84b2a97c7186ee62c15a,2729742564317341493,test
GMUTVOL_V2,0,optimism:0x068315334224a8433971b72504434e741a034e35,0x068315334224a8433971b72504434e741a034e35,F00004,test,1,ethereum(implied):0xe544470bbfbdf76c2543a65cbde31c93e821059d,0xe544470bbfbdf76c2543a65cbde31c93e821059d,F00544,test,benign_general,GMUT:M2,0.2,0,1609,167,705d25eb948071fbd97247b6e0def7a18f7cfc8d0678a9aea5806f17163a2906,17192957741684199976,test
GMUTVOL_V2,0,optimism:0x9e70478412c51f17131a94e38cc2241eea4b92e3,0x9e70478412c51f17131a94e38cc2241eea4b92e3,F00004,test,1,ethereum(implied):0xca47717c3866f8330986eb508ab1ee2592c1e039,0xca47717c3866f8330986eb508ab1ee2592c1e039,F00298,test,benign_general,GMUT:M2,0.2,0,2639,167,69d6dadaa4fa19212b54af3a9105aa82b03aaada2c0bdefbaf93d54d2af1cd46,10428768319901293126,test
GMUTVOL_V2,0,optimism:0xef89adb7fa0cd0b8d877a8cd1022d94b06cacd33,0xef89adb7fa0cd0b8d877a8cd1022d94b06cacd33,F00004,test,1,ethereum(implied):0xabdb9099e88238e9860b3c346a6cc6c30307a8fe,0xabdb9099e88238e9860b3c346a6cc6c30307a8fe,F00386,test,benign_general,GMUT:M2,0.2,0,818,167,af9880d698b1d0bd24100ecc8aa9233dc21a201dcea165f0b5e6ed612ab89f48,10379975273517317814,test
GMUTVOL_V2,0,gnosis:0x95eb89311ffb27112e657b8a6eaaf7391192c83a,0x95eb89311ffb27112e657b8a6eaaf7391192c83a,F00038,test,1,ethereum(implied):0xd99beaef9dc33299aa5de862938fe9452aa96a42,0xd99beaef9dc33299aa5de862938fe9452aa96a42,F00414,test,benign_general,GMUT:M2,0.2,0,13094,688,bf69db543e74083d48c6e09e1049577df2a2cb23156d5da436205f3e91a863e1,11473796643610228295,test
GMUTVOL_V2,0,gnosis:0x68b33b340cce1e563877337865d91f595147e338,0x68b33b340cce1e563877337865d91f595147e338,F00036,test,1,ethereum(implied):0xabdb9099e88238e9860b3c346a6cc6c30307a8fe,0xabdb9099e88238e9860b3c346a6cc6c30307a8fe,F00386,test,benign_general,GMUT:M2,0.2,0,1280,596,665a99d4e2dda1d933e3491eb5514fc3052a3afe5dc2d25b3f9a5c03410b210c,7400000548721647424,test
GMUTVOL_V2,0,arbitrum:0x1e98fdd75814401686a495f072fa350a334c9fa0,0x1e98fdd75814401686a495f072fa350a334c9fa0,F00040,test,1,ethereum(implied):0x821d56940722c2ad153d2b9e58e7d4db33b29da5,0x821d56940722c2ad153d2b9e58e7d4db33b29da5,F00450,test,benign_general,GMUT:M2,0.2,0,0,216,ae0fe35751d3fe1b1a206005e84310fe4e7c7cebd8a8d518e41ee8a3c31ba02e,1792568160860664691,test
GMUTVOL_V2,0,arbitrum:0x1e98fdd75814401686a495f072fa350a334c9fa0,0x1e98fdd75814401686a495f072fa350a334c9fa0,F00040,test,1,ethereum(implied):0x1cc9e12d1bc157da5f7f6a58743d784432cfbc6d,0x1cc9e12d1bc157da5f7f6a58743d784432cfbc6d,F00308,test,benign_general,GMUT:M2,0.2,1,1481,466,9efd0ef9cecdd41d5a5c877e4c35e62e39d1e2a964c755abaa81caac86e30b10,1792568160860664691,test
GMUTVOL_V2,0,arbitrum:0x3d3562c4b60738ceee4d32f6d8234f27c4eb45d1,0x3d3562c4b60738ceee4d32f6d8234f27c4eb45d1,F00038,test,1,ethereum(implied):0x5897fb98f39fa8abf0e789a0b8c437bd9a88ddd5,0x5897fb98f39fa8abf0e789a0b8c437bd9a88ddd5,F00368,test,benign_general,GMUT:M2,0.2,0,0,110,2c40c00618dfebbc86c686b4a00e99bee69b049d6f9b5ee776fd3a846f182449,14689028510721710447,test
GMUTVOL_V2,0,arbitrum:0x3d3562c4b60738ceee4d32f6d8234f27c4eb45d1,0x3d3562c4b60738ceee4d32f6d8234f27c4eb45d1,F00038,test,1,ethereum(implied):0x274d1171f06e976a4f545e6d4bf017bedc51f752,0x274d1171f06e976a4f545e6d4bf017bedc51f752,F00597,test,benign_general,GMUT:M2,0.2,1,0,241,da2b5c3632420dbfc8c8df619974bfc044fa22c797f4823e1f6d6af0a07433dd,14689028510721710447,test
