normalized_bytecode_sha256,conflict_stage,original_index,address,chain,class,family_id,group_row_count,all_addresses,all_chains,all_classes,all_family_ids,label_provenance,different_accounts_or_contexts,evidence_assessment,decision
2c3f495c319db65c62bd60eb4e5f01ef8c423739549e56735e7c904770058642,original,675,0x289c9c58355e1a7d2b0ad4a5e8f2c3c961b48ae9,bnb,malicious,F00008,4,0x289c9c58355e1a7d2b0ad4a5e8f2c3c961b48ae9;0x289c9c58355e1a7d2b0ad4a5e8f2c3c961b48ae9;0x289c9c58355e1a7d2b0ad4a5e8f2c3c961b48ae9;0x289c9c58355e1a7d2b0ad4a5e8f2c3c961b48ae9,base;bnb;optimism;ethereum,benign_cleared;malicious,F00008,USENIX eoa_detect artifact positive,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
2c3f495c319db65c62bd60eb4e5f01ef8c423739549e56735e7c904770058642,original,1614,0x289c9c58355e1a7d2b0ad4a5e8f2c3c961b48ae9,optimism,benign_cleared,F00008,4,0x289c9c58355e1a7d2b0ad4a5e8f2c3c961b48ae9;0x289c9c58355e1a7d2b0ad4a5e8f2c3c961b48ae9;0x289c9c58355e1a7d2b0ad4a5e8f2c3c961b48ae9;0x289c9c58355e1a7d2b0ad4a5e8f2c3c961b48ae9,base;bnb;optimism;ethereum,benign_cleared;malicious,F00008,USENIX rule-silent weak negative,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
2c3f495c319db65c62bd60eb4e5f01ef8c423739549e56735e7c904770058642,original,2455,0x289c9c58355e1a7d2b0ad4a5e8f2c3c961b48ae9,ethereum,benign_cleared,F00008,4,0x289c9c58355e1a7d2b0ad4a5e8f2c3c961b48ae9;0x289c9c58355e1a7d2b0ad4a5e8f2c3c961b48ae9;0x289c9c58355e1a7d2b0ad4a5e8f2c3c961b48ae9;0x289c9c58355e1a7d2b0ad4a5e8f2c3c961b48ae9,base;bnb;optimism;ethereum,benign_cleared;malicious,F00008,USENIX rule-silent weak negative,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
34c003e6b0c5e271566fa969a7b3d9c0c7ea72f6851ee4edc6e419ad11d7eeaa,original,164,0x86202a37472ee00ab43e434b197c6806592cd505,arbitrum,malicious,F00022,3,0x86202a37472ee00ab43e434b197c6806592cd505;0xd5bad6fa911fb8a7e7da9609d66b5bcb086bece8;0xb6d610ba7958808ac9104664ea431fea52648ab3,arbitrum;polygon;bnb,benign_cleared;malicious,F00022,USENIX eoa_detect artifact positive,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
34c003e6b0c5e271566fa969a7b3d9c0c7ea72f6851ee4edc6e419ad11d7eeaa,original,767,0xd5bad6fa911fb8a7e7da9609d66b5bcb086bece8,polygon,malicious,F00022,3,0x86202a37472ee00ab43e434b197c6806592cd505;0xd5bad6fa911fb8a7e7da9609d66b5bcb086bece8;0xb6d610ba7958808ac9104664ea431fea52648ab3,arbitrum;polygon;bnb,benign_cleared;malicious,F00022,USENIX eoa_detect artifact positive,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
34c003e6b0c5e271566fa969a7b3d9c0c7ea72f6851ee4edc6e419ad11d7eeaa,original,2902,0xb6d610ba7958808ac9104664ea431fea52648ab3,bnb,benign_cleared,F00022,3,0x86202a37472ee00ab43e434b197c6806592cd505;0xd5bad6fa911fb8a7e7da9609d66b5bcb086bece8;0xb6d610ba7958808ac9104664ea431fea52648ab3,arbitrum;polygon;bnb,benign_cleared;malicious,F00022,USENIX rule-silent weak negative,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
39dfe1d4eea40830da3c4cf35e9f36af105f03f5128c2271aa55ea5ea2d48965,original,99,0x38f34ffe6266c3f3e6a2c1e2a2ff091884a5482e,optimism,malicious,F00008,3,0x38f34ffe6266c3f3e6a2c1e2a2ff091884a5482e;0x38f34ffe6266c3f3e6a2c1e2a2ff091884a5482e;0x38f34ffe6266c3f3e6a2c1e2a2ff091884a5482e,optimism;base;bnb,benign_cleared;malicious,F00008,USENIX eoa_detect artifact positive,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
39dfe1d4eea40830da3c4cf35e9f36af105f03f5128c2271aa55ea5ea2d48965,original,316,0x38f34ffe6266c3f3e6a2c1e2a2ff091884a5482e,base,malicious,F00008,3,0x38f34ffe6266c3f3e6a2c1e2a2ff091884a5482e;0x38f34ffe6266c3f3e6a2c1e2a2ff091884a5482e;0x38f34ffe6266c3f3e6a2c1e2a2ff091884a5482e,optimism;base;bnb,benign_cleared;malicious,F00008,USENIX eoa_detect artifact positive,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
39dfe1d4eea40830da3c4cf35e9f36af105f03f5128c2271aa55ea5ea2d48965,original,2980,0x38f34ffe6266c3f3e6a2c1e2a2ff091884a5482e,bnb,benign_cleared,F00008,3,0x38f34ffe6266c3f3e6a2c1e2a2ff091884a5482e;0x38f34ffe6266c3f3e6a2c1e2a2ff091884a5482e;0x38f34ffe6266c3f3e6a2c1e2a2ff091884a5482e,optimism;base;bnb,benign_cleared;malicious,F00008,USENIX rule-silent weak negative,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
3ae4cfe93da4631b65b71a235ed97da78d7a702eee64a01bd93d0c74418ad1dd,original,110,0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1,gnosis,malicious,F00013,7,0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1,gnosis;arbitrum;base;ethereum;bnb;polygon;optimism,benign_cleared;malicious,F00013,USENIX eoa_detect artifact positive,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
3ae4cfe93da4631b65b71a235ed97da78d7a702eee64a01bd93d0c74418ad1dd,original,157,0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1,arbitrum,malicious,F00013,7,0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1,gnosis;arbitrum;base;ethereum;bnb;polygon;optimism,benign_cleared;malicious,F00013,USENIX eoa_detect artifact positive,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
3ae4cfe93da4631b65b71a235ed97da78d7a702eee64a01bd93d0c74418ad1dd,original,207,0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1,base,malicious,F00013,7,0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1,gnosis;arbitrum;base;ethereum;bnb;polygon;optimism,benign_cleared;malicious,F00013,USENIX eoa_detect artifact positive,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
3ae4cfe93da4631b65b71a235ed97da78d7a702eee64a01bd93d0c74418ad1dd,original,425,0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1,ethereum,malicious,F00013,7,0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1,gnosis;arbitrum;base;ethereum;bnb;polygon;optimism,benign_cleared;malicious,F00013,USENIX eoa_detect artifact positive,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
3ae4cfe93da4631b65b71a235ed97da78d7a702eee64a01bd93d0c74418ad1dd,original,714,0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1,bnb,malicious,F00013,7,0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1,gnosis;arbitrum;base;ethereum;bnb;polygon;optimism,benign_cleared;malicious,F00013,USENIX eoa_detect artifact positive,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
3ae4cfe93da4631b65b71a235ed97da78d7a702eee64a01bd93d0c74418ad1dd,original,768,0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1,polygon,malicious,F00013,7,0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1,gnosis;arbitrum;base;ethereum;bnb;polygon;optimism,benign_cleared;malicious,F00013,USENIX eoa_detect artifact positive,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
3ae4cfe93da4631b65b71a235ed97da78d7a702eee64a01bd93d0c74418ad1dd,original,1666,0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1,optimism,benign_cleared,F00013,7,0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1;0x00000c272170dc4b34d1e2a581f9f7fe48f42bc1,gnosis;arbitrum;base;ethereum;bnb;polygon;optimism,benign_cleared;malicious,F00013,USENIX rule-silent weak negative,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
490e0649d18fa669fe325467c8e7cc822e56bd625bd3c0c0cbdbf1e1f1da35a5,original,1396,0x6dda84b230518162f0dc4cb88c12816985685f1c,ethereum(implied),benign_general,F00566,2,0x6dda84b230518162f0dc4cb88c12816985685f1c;0xb166e8b140d35d9d8226e40c09f757bac5a4d87d,ethereum(implied);base,benign_cleared;benign_general,F00566,general-contract benign-source subset,True,contextual_negative_subset_overlap,quarantine_entire_exact_bytecode_group
490e0649d18fa669fe325467c8e7cc822e56bd625bd3c0c0cbdbf1e1f1da35a5,original,2084,0xb166e8b140d35d9d8226e40c09f757bac5a4d87d,base,benign_cleared,F00566,2,0x6dda84b230518162f0dc4cb88c12816985685f1c;0xb166e8b140d35d9d8226e40c09f757bac5a4d87d,ethereum(implied);base,benign_cleared;benign_general,F00566,USENIX rule-silent weak negative,True,contextual_negative_subset_overlap,quarantine_entire_exact_bytecode_group
4cb6506a9306f9358be22b5139ea5070ca36dd6b33c9b9af2da4d5ca65b80187,original,93,0x00000b1fd44d7ac41423956f5d2fb7405e026d05,optimism,malicious,F00013,6,0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05,optimism;base;ethereum;bnb;polygon;arbitrum,benign_cleared;malicious,F00013,USENIX eoa_detect artifact positive,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
4cb6506a9306f9358be22b5139ea5070ca36dd6b33c9b9af2da4d5ca65b80187,original,320,0x00000b1fd44d7ac41423956f5d2fb7405e026d05,base,malicious,F00013,6,0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05,optimism;base;ethereum;bnb;polygon;arbitrum,benign_cleared;malicious,F00013,USENIX eoa_detect artifact positive,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
4cb6506a9306f9358be22b5139ea5070ca36dd6b33c9b9af2da4d5ca65b80187,original,502,0x00000b1fd44d7ac41423956f5d2fb7405e026d05,ethereum,malicious,F00013,6,0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05,optimism;base;ethereum;bnb;polygon;arbitrum,benign_cleared;malicious,F00013,USENIX eoa_detect artifact positive,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
4cb6506a9306f9358be22b5139ea5070ca36dd6b33c9b9af2da4d5ca65b80187,original,682,0x00000b1fd44d7ac41423956f5d2fb7405e026d05,bnb,malicious,F00013,6,0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05,optimism;base;ethereum;bnb;polygon;arbitrum,benign_cleared;malicious,F00013,USENIX eoa_detect artifact positive,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
4cb6506a9306f9358be22b5139ea5070ca36dd6b33c9b9af2da4d5ca65b80187,original,778,0x00000b1fd44d7ac41423956f5d2fb7405e026d05,polygon,malicious,F00013,6,0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05,optimism;base;ethereum;bnb;polygon;arbitrum,benign_cleared;malicious,F00013,USENIX eoa_detect artifact positive,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
4cb6506a9306f9358be22b5139ea5070ca36dd6b33c9b9af2da4d5ca65b80187,original,1851,0x00000b1fd44d7ac41423956f5d2fb7405e026d05,arbitrum,benign_cleared,F00013,6,0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05;0x00000b1fd44d7ac41423956f5d2fb7405e026d05,optimism;base;ethereum;bnb;polygon;arbitrum,benign_cleared;malicious,F00013,USENIX rule-silent weak negative,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
796026a55135dde4b5d0723acf7290a69f33c4b17783053d403e28585bc4e6c2,original,286,0x24be67cbe39483da97efacce750b16dd34585a2f,base,malicious,F00006,3,0x24be67cbe39483da97efacce750b16dd34585a2f;0xb56c1b9d03ba4b3958092bfdd27b25cba02c5031;0x7a1ed3177dc70fdb2635bc57238a26b4319f8218,base;arbitrum;arbitrum,benign_cleared;malicious,F00006,USENIX eoa_detect artifact positive,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
796026a55135dde4b5d0723acf7290a69f33c4b17783053d403e28585bc4e6c2,original,1814,0xb56c1b9d03ba4b3958092bfdd27b25cba02c5031,arbitrum,benign_cleared,F00006,3,0x24be67cbe39483da97efacce750b16dd34585a2f;0xb56c1b9d03ba4b3958092bfdd27b25cba02c5031;0x7a1ed3177dc70fdb2635bc57238a26b4319f8218,base;arbitrum;arbitrum,benign_cleared;malicious,F00006,USENIX rule-silent weak negative,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
796026a55135dde4b5d0723acf7290a69f33c4b17783053d403e28585bc4e6c2,original,1856,0x7a1ed3177dc70fdb2635bc57238a26b4319f8218,arbitrum,benign_cleared,F00006,3,0x24be67cbe39483da97efacce750b16dd34585a2f;0xb56c1b9d03ba4b3958092bfdd27b25cba02c5031;0x7a1ed3177dc70fdb2635bc57238a26b4319f8218,base;arbitrum;arbitrum,benign_cleared;malicious,F00006,USENIX rule-silent weak negative,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
7d9471f840191795f4bbb1488c91726f1fa83823ef429dfed6867b9c51fa48cd,original,867,0x1a8157cc2590798473c161e96c707f6b8bb96151,ethereum(implied),benign_general,F00271,2,0x1a8157cc2590798473c161e96c707f6b8bb96151;0xcf446713ddf0e83f7527a260047f8ae89efae3e5,ethereum(implied);ethereum,benign_cleared;benign_general,F00271,general-contract benign-source subset,True,contextual_negative_subset_overlap,quarantine_entire_exact_bytecode_group
7d9471f840191795f4bbb1488c91726f1fa83823ef429dfed6867b9c51fa48cd,original,2494,0xcf446713ddf0e83f7527a260047f8ae89efae3e5,ethereum,benign_cleared,F00271,2,0x1a8157cc2590798473c161e96c707f6b8bb96151;0xcf446713ddf0e83f7527a260047f8ae89efae3e5,ethereum(implied);ethereum,benign_cleared;benign_general,F00271,USENIX rule-silent weak negative,True,contextual_negative_subset_overlap,quarantine_entire_exact_bytecode_group
8bca79e4501d7ebb6984dece7d1984657710c3c605f90f642d0dc5fb40074a57,original,80,0x709d5b91c2549b23ae535edeca913d39e5e19dd5,optimism,malicious,F00020,2,0x709d5b91c2549b23ae535edeca913d39e5e19dd5;0xef8d4573baa3b18c3997564898a00419e29de5c8,optimism;arbitrum,benign_cleared;malicious,F00020,USENIX eoa_detect artifact positive,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
8bca79e4501d7ebb6984dece7d1984657710c3c605f90f642d0dc5fb40074a57,original,1859,0xef8d4573baa3b18c3997564898a00419e29de5c8,arbitrum,benign_cleared,F00020,2,0x709d5b91c2549b23ae535edeca913d39e5e19dd5;0xef8d4573baa3b18c3997564898a00419e29de5c8,optimism;arbitrum,benign_cleared;malicious,F00020,USENIX rule-silent weak negative,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
a2850b7e380f2a39a194fbf8c4ed8ef4c283219a2d898a88d52635fed7552f47,original,136,0x47c74dfd54b2bf7362e5976d748aad24c4f1f36d,arbitrum,malicious,F00047,9,0x47c74dfd54b2bf7362e5976d748aad24c4f1f36d;0x95ad3b610da3f60e2e169dc778e29b0c0cfd673e;0xc5b950876867047fdeed1981d249b21d01cbdc68;0xb6da1852c218d74257593126fdfbd20f0bceb2a8;0x6a690c2b94fa1f07668fcdc47cfe0cecb197c1b7;0x015e97a68f426152ec1d46c8350a59c83acadf73;0x19ea8add9df97069e1d6530d06435eed0053c698;0x47c74dfd54b2bf7362e5976d748aad24c4f1f36d;0x3e6cb32e4e92406e34dddb53f8ab008e96a986b5,arbitrum;arbitrum;arbitrum;ethereum;ethereum;polygon;polygon;polygon;bnb,benign_cleared;malicious,F00047,USENIX eoa_detect artifact positive,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
a2850b7e380f2a39a194fbf8c4ed8ef4c283219a2d898a88d52635fed7552f47,original,140,0x95ad3b610da3f60e2e169dc778e29b0c0cfd673e,arbitrum,malicious,F00047,9,0x47c74dfd54b2bf7362e5976d748aad24c4f1f36d;0x95ad3b610da3f60e2e169dc778e29b0c0cfd673e;0xc5b950876867047fdeed1981d249b21d01cbdc68;0xb6da1852c218d74257593126fdfbd20f0bceb2a8;0x6a690c2b94fa1f07668fcdc47cfe0cecb197c1b7;0x015e97a68f426152ec1d46c8350a59c83acadf73;0x19ea8add9df97069e1d6530d06435eed0053c698;0x47c74dfd54b2bf7362e5976d748aad24c4f1f36d;0x3e6cb32e4e92406e34dddb53f8ab008e96a986b5,arbitrum;arbitrum;arbitrum;ethereum;ethereum;polygon;polygon;polygon;bnb,benign_cleared;malicious,F00047,USENIX eoa_detect artifact positive,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
a2850b7e380f2a39a194fbf8c4ed8ef4c283219a2d898a88d52635fed7552f47,original,142,0xc5b950876867047fdeed1981d249b21d01cbdc68,arbitrum,malicious,F00047,9,0x47c74dfd54b2bf7362e5976d748aad24c4f1f36d;0x95ad3b610da3f60e2e169dc778e29b0c0cfd673e;0xc5b950876867047fdeed1981d249b21d01cbdc68;0xb6da1852c218d74257593126fdfbd20f0bceb2a8;0x6a690c2b94fa1f07668fcdc47cfe0cecb197c1b7;0x015e97a68f426152ec1d46c8350a59c83acadf73;0x19ea8add9df97069e1d6530d06435eed0053c698;0x47c74dfd54b2bf7362e5976d748aad24c4f1f36d;0x3e6cb32e4e92406e34dddb53f8ab008e96a986b5,arbitrum;arbitrum;arbitrum;ethereum;ethereum;polygon;polygon;polygon;bnb,benign_cleared;malicious,F00047,USENIX eoa_detect artifact positive,True,unresolved_binary_label_conflict,quarantine_entire_exact_bytecode_group
