project,official_documentation,official_deployment_registry,chain,address,runtime_hash_recorded,runtime_hash_live,runtime_source_match,implementation_address,verified_source,source_provider,contract_name,compiler_version,audit_documentation,first_observed_eip7702_authorization,authorization_count,bytecode_family,chain_specific_bytecode_variation,provenance_confidence,category
ZeroDev_Kernel_v3.3_7702,https://github.com/zerodevapp/sdk/blob/main/packages/core/constants.ts,https://github.com/zerodevapp/sdk/blob/main/packages/core/constants.ts,bnb,0xd6CEDDe84be40893d153Be9d467CD6aD37875b28,394e7e71697fed29c28b8d8b523f0edc6f02f4892f79c55196c7914c5c0a97fc,394e7e71697fed29c28b8d8b523f0edc6f02f4892f79c55196c7914c5c0a97fc,MATCH,,False,,,,NOT_AVAILABLE_OFFLINE: no third-party audit report URL is recorded in SEED_DELEGATES; only the project's own deployment documentation is cited,NOT_VERIFIED_ONCHAIN: no authorization-list transaction was observed for this address in this offline pass (requires the temporal collector or an archive-node query),,F00708,unique_bytecode_this_row -- see legitimate_candidates_summary.json byte_identical_across_all_deployed_chains for the project-level answer,MEDIUM,CANDIDATE_LEGITIMATE_CONTROL
ZeroDev_Kernel_v3.3_7702,https://github.com/zerodevapp/sdk/blob/main/packages/core/constants.ts,https://github.com/zerodevapp/sdk/blob/main/packages/core/constants.ts,polygon,0xd6CEDDe84be40893d153Be9d467CD6aD37875b28,940fa49e31e3adf56c6af2f942176781d82f11c27b63d512be0d6043c51bd9d9,940fa49e31e3adf56c6af2f942176781d82f11c27b63d512be0d6043c51bd9d9,MATCH,,True,sourcify,Kernel,v0.8.28+commit.7893614a,NOT_AVAILABLE_OFFLINE: no third-party audit report URL is recorded in SEED_DELEGATES; only the project's own deployment documentation is cited,NOT_VERIFIED_ONCHAIN: no authorization-list transaction was observed for this address in this offline pass (requires the temporal collector or an archive-node query),,F00708,unique_bytecode_this_row -- see legitimate_candidates_summary.json byte_identical_across_all_deployed_chains for the project-level answer,HIGH,VERIFIED_LEGITIMATE_CONTROL
ZeroDev_Kernel_v3.3_7702,https://github.com/zerodevapp/sdk/blob/main/packages/core/constants.ts,https://github.com/zerodevapp/sdk/blob/main/packages/core/constants.ts,base,0xd6CEDDe84be40893d153Be9d467CD6aD37875b28,9ddcfe8fdfff2928efe8c7a0593fb640b2906ae01450d5ff3c6f75bd4cf6e981,9ddcfe8fdfff2928efe8c7a0593fb640b2906ae01450d5ff3c6f75bd4cf6e981,MATCH,,True,sourcify,Kernel,0.8.28+commit.7893614a,NOT_AVAILABLE_OFFLINE: no third-party audit report URL is recorded in SEED_DELEGATES; only the project's own deployment documentation is cited,NOT_VERIFIED_ONCHAIN: no authorization-list transaction was observed for this address in this offline pass (requires the temporal collector or an archive-node query),,F00708,unique_bytecode_this_row -- see legitimate_candidates_summary.json byte_identical_across_all_deployed_chains for the project-level answer,HIGH,VERIFIED_LEGITIMATE_CONTROL
ZeroDev_Kernel_v3.3_7702,https://github.com/zerodevapp/sdk/blob/main/packages/core/constants.ts,https://github.com/zerodevapp/sdk/blob/main/packages/core/constants.ts,arbitrum,0xd6CEDDe84be40893d153Be9d467CD6aD37875b28,eaf69a340c30434e31760ab2877930934120f543d8531791c7e6d08b3d3cd7d0,eaf69a340c30434e31760ab2877930934120f543d8531791c7e6d08b3d3cd7d0,MATCH,,True,sourcify,Kernel,v0.8.28+commit.7893614a,NOT_AVAILABLE_OFFLINE: no third-party audit report URL is recorded in SEED_DELEGATES; only the project's own deployment documentation is cited,NOT_VERIFIED_ONCHAIN: no authorization-list transaction was observed for this address in this offline pass (requires the temporal collector or an archive-node query),,F00708,unique_bytecode_this_row -- see legitimate_candidates_summary.json byte_identical_across_all_deployed_chains for the project-level answer,HIGH,VERIFIED_LEGITIMATE_CONTROL
Biconomy_Nexus_v1.3.1,https://docs.biconomy.io/contracts-and-audits,https://docs.biconomy.io/contracts-and-audits,ethereum,0x0000000020fe2F30453074aD916eDeB653eC7E9D,0b7ffcdc71f85149b91065fc79f727c802535279d05082ecdc6dbcd7a750ddfc,0b7ffcdc71f85149b91065fc79f727c802535279d05082ecdc6dbcd7a750ddfc,MATCH,,True,blockscout,Nexus,v0.8.27+commit.40a35a09,NOT_AVAILABLE_OFFLINE: no third-party audit report URL is recorded in SEED_DELEGATES; only the project's own deployment documentation is cited,NOT_VERIFIED_ONCHAIN: no authorization-list transaction was observed for this address in this offline pass (requires the temporal collector or an archive-node query),,F00218,unique_bytecode_this_row -- see legitimate_candidates_summary.json byte_identical_across_all_deployed_chains for the project-level answer,HIGH,VERIFIED_LEGITIMATE_CONTROL
Biconomy_Nexus_v1.3.1,https://docs.biconomy.io/contracts-and-audits,https://docs.biconomy.io/contracts-and-audits,base,0x0000000020fe2F30453074aD916eDeB653eC7E9D,85f64955d68d9117af23345395967921a558123ae8fe8c1b69522fcae1c00207,85f64955d68d9117af23345395967921a558123ae8fe8c1b69522fcae1c00207,MATCH,,True,sourcify,Nexus,0.8.27+commit.40a35a09,NOT_AVAILABLE_OFFLINE: no third-party audit report URL is recorded in SEED_DELEGATES; only the project's own deployment documentation is cited,NOT_VERIFIED_ONCHAIN: no authorization-list transaction was observed for this address in this offline pass (requires the temporal collector or an archive-node query),,,unique_bytecode_this_row -- see legitimate_candidates_summary.json byte_identical_across_all_deployed_chains for the project-level answer,HIGH,VERIFIED_LEGITIMATE_CONTROL
Biconomy_Nexus_v1.3.1,https://docs.biconomy.io/contracts-and-audits,https://docs.biconomy.io/contracts-and-audits,polygon,0x0000000020fe2F30453074aD916eDeB653eC7E9D,29f28e86f6c9dde4cb41ec788e0e73d7e2669813699e115b58194cc102811f86,29f28e86f6c9dde4cb41ec788e0e73d7e2669813699e115b58194cc102811f86,MATCH,,True,sourcify,Nexus,0.8.27+commit.40a35a09,NOT_AVAILABLE_OFFLINE: no third-party audit report URL is recorded in SEED_DELEGATES; only the project's own deployment documentation is cited,NOT_VERIFIED_ONCHAIN: no authorization-list transaction was observed for this address in this offline pass (requires the temporal collector or an archive-node query),,,unique_bytecode_this_row -- see legitimate_candidates_summary.json byte_identical_across_all_deployed_chains for the project-level answer,HIGH,VERIFIED_LEGITIMATE_CONTROL
Biconomy_Nexus_v1.3.1,https://docs.biconomy.io/contracts-and-audits,https://docs.biconomy.io/contracts-and-audits,arbitrum,0x0000000020fe2F30453074aD916eDeB653eC7E9D,b232c311cc2358b08efc7c09a694cd3679515622782c0897b67cd78415864f97,b232c311cc2358b08efc7c09a694cd3679515622782c0897b67cd78415864f97,MATCH,,True,sourcify,Nexus,v0.8.27+commit.40a35a09,NOT_AVAILABLE_OFFLINE: no third-party audit report URL is recorded in SEED_DELEGATES; only the project's own deployment documentation is cited,NOT_VERIFIED_ONCHAIN: no authorization-list transaction was observed for this address in this offline pass (requires the temporal collector or an archive-node query),,,unique_bytecode_this_row -- see legitimate_candidates_summary.json byte_identical_across_all_deployed_chains for the project-level answer,HIGH,VERIFIED_LEGITIMATE_CONTROL
Biconomy_Nexus_v1.3.1,https://docs.biconomy.io/contracts-and-audits,https://docs.biconomy.io/contracts-and-audits,optimism,0x0000000020fe2F30453074aD916eDeB653eC7E9D,1e6be6ff6cd38bff1e8f6aee8ae571aa2e034d72f35680fca37955dce9754488,1e6be6ff6cd38bff1e8f6aee8ae571aa2e034d72f35680fca37955dce9754488,MATCH,,True,sourcify,Nexus,v0.8.27+commit.40a35a09,NOT_AVAILABLE_OFFLINE: no third-party audit report URL is recorded in SEED_DELEGATES; only the project's own deployment documentation is cited,NOT_VERIFIED_ONCHAIN: no authorization-list transaction was observed for this address in this offline pass (requires the temporal collector or an archive-node query),,,unique_bytecode_this_row -- see legitimate_candidates_summary.json byte_identical_across_all_deployed_chains for the project-level answer,HIGH,VERIFIED_LEGITIMATE_CONTROL
Biconomy_Nexus_v1.3.1,https://docs.biconomy.io/contracts-and-audits,https://docs.biconomy.io/contracts-and-audits,bnb,0x0000000020fe2F30453074aD916eDeB653eC7E9D,7b7eb5937aaf1061b0b8ef99d36c8e4f1e0c69c5ba79eca94da581ab086d7f6f,7b7eb5937aaf1061b0b8ef99d36c8e4f1e0c69c5ba79eca94da581ab086d7f6f,MATCH,,True,sourcify,,,NOT_AVAILABLE_OFFLINE: no third-party audit report URL is recorded in SEED_DELEGATES; only the project's own deployment documentation is cited,NOT_VERIFIED_ONCHAIN: no authorization-list transaction was observed for this address in this offline pass (requires the temporal collector or an archive-node query),,,unique_bytecode_this_row -- see legitimate_candidates_summary.json byte_identical_across_all_deployed_chains for the project-level answer,HIGH,VERIFIED_LEGITIMATE_CONTROL
Biconomy_Nexus_v1.3.1,https://docs.biconomy.io/contracts-and-audits,https://docs.biconomy.io/contracts-and-audits,gnosis,0x0000000020fe2F30453074aD916eDeB653eC7E9D,800161e53b2aa5cf953173e1f16121a16307c6e0f84a2cca49f1a213c0ceac20,800161e53b2aa5cf953173e1f16121a16307c6e0f84a2cca49f1a213c0ceac20,MATCH,,False,,,,NOT_AVAILABLE_OFFLINE: no third-party audit report URL is recorded in SEED_DELEGATES; only the project's own deployment documentation is cited,NOT_VERIFIED_ONCHAIN: no authorization-list transaction was observed for this address in this offline pass (requires the temporal collector or an archive-node query),,,unique_bytecode_this_row -- see legitimate_candidates_summary.json byte_identical_across_all_deployed_chains for the project-level answer,MEDIUM,CANDIDATE_LEGITIMATE_CONTROL
OKX_SmartWalletEntry,https://github.com/okxlabs/okx-smart-wallet-evm,https://github.com/okxlabs/okx-smart-wallet-evm,ethereum,0xe40ccB2D94975c51bff0C004eFDfd9B3a5796fA4,5f63e222723dcffb66d69ce23cc93400d1d507fb36326e68c2214188b3386b73,5f63e222723dcffb66d69ce23cc93400d1d507fb36326e68c2214188b3386b73,MATCH,,False,,,,NOT_AVAILABLE_OFFLINE: no third-party audit report URL is recorded in SEED_DELEGATES; only the project's own deployment documentation is cited,NOT_VERIFIED_ONCHAIN: no authorization-list transaction was observed for this address in this offline pass (requires the temporal collector or an archive-node query),,F00219,unique_bytecode_this_row -- see legitimate_candidates_summary.json byte_identical_across_all_deployed_chains for the project-level answer,MEDIUM,CANDIDATE_LEGITIMATE_CONTROL
OKX_SmartWalletEntry,https://github.com/okxlabs/okx-smart-wallet-evm,https://github.com/okxlabs/okx-smart-wallet-evm,base,0xe40ccB2D94975c51bff0C004eFDfd9B3a5796fA4,4c8d96e9b3dcc553eba1078f2afd1055e13703a4ba5b642198c60d916e5b8f22,4c8d96e9b3dcc553eba1078f2afd1055e13703a4ba5b642198c60d916e5b8f22,MATCH,,False,,,,NOT_AVAILABLE_OFFLINE: no third-party audit report URL is recorded in SEED_DELEGATES; only the project's own deployment documentation is cited,NOT_VERIFIED_ONCHAIN: no authorization-list transaction was observed for this address in this offline pass (requires the temporal collector or an archive-node query),,,unique_bytecode_this_row -- see legitimate_candidates_summary.json byte_identical_across_all_deployed_chains for the project-level answer,MEDIUM,CANDIDATE_LEGITIMATE_CONTROL
OKX_SmartWalletEntry,https://github.com/okxlabs/okx-smart-wallet-evm,https://github.com/okxlabs/okx-smart-wallet-evm,optimism,0xe40ccB2D94975c51bff0C004eFDfd9B3a5796fA4,7079cb12941541d77bbb11755b0420283c1f199664de263f83c859aa0d3c041b,7079cb12941541d77bbb11755b0420283c1f199664de263f83c859aa0d3c041b,MATCH,,False,,,,NOT_AVAILABLE_OFFLINE: no third-party audit report URL is recorded in SEED_DELEGATES; only the project's own deployment documentation is cited,NOT_VERIFIED_ONCHAIN: no authorization-list transaction was observed for this address in this offline pass (requires the temporal collector or an archive-node query),,,unique_bytecode_this_row -- see legitimate_candidates_summary.json byte_identical_across_all_deployed_chains for the project-level answer,MEDIUM,CANDIDATE_LEGITIMATE_CONTROL
OKX_SmartWalletEntry,https://github.com/okxlabs/okx-smart-wallet-evm,https://github.com/okxlabs/okx-smart-wallet-evm,arbitrum,0xe40ccB2D94975c51bff0C004eFDfd9B3a5796fA4,d836eb7df3087af8fa018ac0a7eb2eeb32127b6139ef68e04b848676b1dc5911,d836eb7df3087af8fa018ac0a7eb2eeb32127b6139ef68e04b848676b1dc5911,MATCH,,False,,,,NOT_AVAILABLE_OFFLINE: no third-party audit report URL is recorded in SEED_DELEGATES; only the project's own deployment documentation is cited,NOT_VERIFIED_ONCHAIN: no authorization-list transaction was observed for this address in this offline pass (requires the temporal collector or an archive-node query),,,unique_bytecode_this_row -- see legitimate_candidates_summary.json byte_identical_across_all_deployed_chains for the project-level answer,MEDIUM,CANDIDATE_LEGITIMATE_CONTROL
OKX_SmartWalletEntry,https://github.com/okxlabs/okx-smart-wallet-evm,https://github.com/okxlabs/okx-smart-wallet-evm,bnb,0xe40ccB2D94975c51bff0C004eFDfd9B3a5796fA4,dd5b0150921d4b1539fc43330244123c5948122bc740ce141f135ed95fc8f015,dd5b0150921d4b1539fc43330244123c5948122bc740ce141f135ed95fc8f015,MATCH,,False,,,,NOT_AVAILABLE_OFFLINE: no third-party audit report URL is recorded in SEED_DELEGATES; only the project's own deployment documentation is cited,NOT_VERIFIED_ONCHAIN: no authorization-list transaction was observed for this address in this offline pass (requires the temporal collector or an archive-node query),,,unique_bytecode_this_row -- see legitimate_candidates_summary.json byte_identical_across_all_deployed_chains for the project-level answer,MEDIUM,CANDIDATE_LEGITIMATE_CONTROL
OKX_SmartWalletEntry,https://github.com/okxlabs/okx-smart-wallet-evm,https://github.com/okxlabs/okx-smart-wallet-evm,polygon,0xe40ccB2D94975c51bff0C004eFDfd9B3a5796fA4,fc7dcaf47fa3f55cebe1b52ef0d61f5c44875f09bf194ede0d30857c935c89b6,fc7dcaf47fa3f55cebe1b52ef0d61f5c44875f09bf194ede0d30857c935c89b6,MATCH,,False,,,,NOT_AVAILABLE_OFFLINE: no third-party audit report URL is recorded in SEED_DELEGATES; only the project's own deployment documentation is cited,NOT_VERIFIED_ONCHAIN: no authorization-list transaction was observed for this address in this offline pass (requires the temporal collector or an archive-node query),,,unique_bytecode_this_row -- see legitimate_candidates_summary.json byte_identical_across_all_deployed_chains for the project-level answer,MEDIUM,CANDIDATE_LEGITIMATE_CONTROL
Uniswap_Calibur_v1.1.0,https://developers.uniswap.org/docs/protocols/smart-wallet/deployments,https://developers.uniswap.org/docs/protocols/smart-wallet/deployments,ethereum,0x000000005c84F8Fd50b21CAC312528A64437030e,91d278eed4489e727fa971fa851c88cb28a62504d48c0e15b3c9af9df7fbbc74,91d278eed4489e727fa971fa851c88cb28a62504d48c0e15b3c9af9df7fbbc74,MATCH,,True,blockscout,CaliburEntry,v0.8.29+commit.ab55807c,NOT_AVAILABLE_OFFLINE: no third-party audit report URL is recorded in SEED_DELEGATES; only the project's own deployment documentation is cited,NOT_VERIFIED_ONCHAIN: no authorization-list transaction was observed for this address in this offline pass (requires the temporal collector or an archive-node query),,F00220,unique_bytecode_this_row -- see legitimate_candidates_summary.json byte_identical_across_all_deployed_chains for the project-level answer,HIGH,VERIFIED_LEGITIMATE_CONTROL
Alchemy_SemiModularAccount7702,https://www.alchemy.com/docs/wallets/smart-contracts/deployed-addresses,https://www.alchemy.com/docs/wallets/smart-contracts/deployed-addresses,ethereum,0x69007702764179f14F51cdce752f4f775d74E139,742f760f1278f7ede7ff447b50c91e0e33f576909c14bcb04c0eef8473c677e1,742f760f1278f7ede7ff447b50c91e0e33f576909c14bcb04c0eef8473c677e1,MATCH,,True,sourcify,SemiModularAccount7702,v0.8.26+commit.8a97fa7a,NOT_AVAILABLE_OFFLINE: no third-party audit report URL is recorded in SEED_DELEGATES; only the project's own deployment documentation is cited,NOT_VERIFIED_ONCHAIN: no authorization-list transaction was observed for this address in this offline pass (requires the temporal collector or an archive-node query),,F00221,unique_bytecode_this_row -- see legitimate_candidates_summary.json byte_identical_across_all_deployed_chains for the project-level answer,HIGH,VERIFIED_LEGITIMATE_CONTROL
Coinbase_EIP7702Proxy,https://github.com/base/eip-7702-proxy,https://github.com/base/eip-7702-proxy,base,0x7702cb554e6bFb442cb743A7dF23154544a7176C,97497b31483a21567c1c520851c6e8e65e6ce906dc9236843668a21c3cd691e3,97497b31483a21567c1c520851c6e8e65e6ce906dc9236843668a21c3cd691e3,MATCH,,True,sourcify,EIP7702Proxy,0.8.23+commit.f704f362,NOT_AVAILABLE_OFFLINE: no third-party audit report URL is recorded in SEED_DELEGATES; only the project's own deployment documentation is cited,NOT_VERIFIED_ONCHAIN: no authorization-list transaction was observed for this address in this offline pass (requires the temporal collector or an archive-node query),,,unique_bytecode_this_row -- see legitimate_candidates_summary.json byte_identical_across_all_deployed_chains for the project-level answer,HIGH,VERIFIED_LEGITIMATE_CONTROL
