review_id,contract_address,exact_bytecode_hash,bytecode_family_id,represented_contract_count,verified_project_name,coverage_status,llm_label,llm_confidence,llm_explanation,evidence_summary,decision,final_label,final_confidence,comment,llm_risk_categories,llm_uncertainties,represented_addresses,bytecode_length,first_observed_block,authorization_frequency,evidence_path,explorer_link,diagnostic_reasons,llm_evidence_detail,guard_semantics_observed,prompt_version
V2-0130,0x229d04b94ed8fd851fc32d1ccb4794e66cfdf65f,2a5795d79d535128b96ea23e54566297abe807a6db1dcd9d7a821e1b42e17dfa,FAM00089,1,,COMPLETE,R1,medium,0x229d04b94ed8fd851fc32d1ccb4794e66cfdf65f: unprotected_call_to_caller_chosen_target — a dangerous operation is reachable with no dominating authorization check under complete coverage.,"exec=2586B; reachable_dangerous=5; unguarded_dangerous=5; unguarded_targets(calldata=2,const=2,unresolved=1,critical=0); guards=1 (strong=0); ecrecover=False; coverage=COMPLETE",,,,,unprotected_call_to_caller_chosen_target,,0x229d04b94ed8fd851fc32d1ccb4794e66cfdf65f,2639,25601155,11,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x229d04b94ed8fd851fc32d1ccb4794e66cfdf65f.json,https://etherscan.io/address/0x229d04b94ed8fd851fc32d1ccb4794e66cfdf65f,r1_case; label_changed_v1_R2_to_v2_R1,"2 reachable call site(s) whose callee address is taken from calldata, on a path passing no caller or signature guard | the contract does contain 0 strong guard(s), but none dominates the paths above | control-flow coverage is COMPLETE, so this is an observed unprotected path rather than an unexplored region","storage_condition (e.g. initialized flag, paused flag, or an authority slot)",v3
V2-0166,0xa4b2befee38792b931777df37feae679ed8cfa17,3b05b20ce5bb19406eea5e1340c614a91995c9385bd634cc94dae011f6a5e12c,FAM00315,1,,COMPLETE,R1,medium,0xa4b2befee38792b931777df37feae679ed8cfa17: unprotected_call_to_caller_chosen_target — a dangerous operation is reachable with no dominating authorization check under complete coverage.,"exec=6702B; reachable_dangerous=3; unguarded_dangerous=2; unguarded_targets(calldata=1,const=0,unresolved=1,critical=0); guards=30 (strong=5); ecrecover=True; coverage=COMPLETE",,,,,unprotected_call_to_caller_chosen_target,"The contract reaches ecrecover; if authorization is enforced by a signature check the traversal did not associate with these sites, protection may exist.",0xa4b2befee38792b931777df37feae679ed8cfa17,6702,25672976,9,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xa4b2befee38792b931777df37feae679ed8cfa17.json,https://etherscan.io/address/0xa4b2befee38792b931777df37feae679ed8cfa17,low_confidence; label_changed_v1_B_to_v2_R2; no_recognizable_solidity_metadata,"1 reachable call site(s) whose callee address is taken from calldata, on a path passing no caller or signature guard | the contract does contain 5 strong guard(s) (hardcoded_address_check, self_call_check), but none dominates the paths above | control-flow coverage is COMPLETE, so this is an observed unprotected path rather than an unexplored region","hardcoded_address_check (msg.sender compared against a fixed address literal) | self_call_check (msg.sender == address(this)) — the canonical EIP-7702 pattern | storage_condition (e.g. initialized flag, paused flag, or an authority slot)",v3
V2-0192,0xb84076cad6043ad43712fb1930b1f5b3e31e3ef2,45779e50553602caa5baacd71e97a6ee7b21749c63da12fee4a0a079bc117ae1,FAM00338,1,,COMPLETE,R1,medium,0xb84076cad6043ad43712fb1930b1f5b3e31e3ef2: unprotected_call_to_caller_chosen_target — a dangerous operation is reachable with no dominating authorization check under complete coverage.,"exec=2518B; reachable_dangerous=2; unguarded_dangerous=2; unguarded_targets(calldata=1,const=1,unresolved=0,critical=0); guards=0 (strong=0); ecrecover=False; coverage=COMPLETE",,,,,unprotected_call_to_caller_chosen_target,,0xb84076cad6043ad43712fb1930b1f5b3e31e3ef2,2571,25596622,12,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xb84076cad6043ad43712fb1930b1f5b3e31e3ef2.json,https://etherscan.io/address/0xb84076cad6043ad43712fb1930b1f5b3e31e3ef2,r1_case; label_changed_v1_B_to_v2_R1,"1 reachable call site(s) whose callee address is taken from calldata, on a path passing no caller or signature guard | the contract does contain 0 strong guard(s), but none dominates the paths above | control-flow coverage is COMPLETE, so this is an observed unprotected path rather than an unexplored region",,v3
V2-0249,0x1e8de002381b9ff5e31941a567d00107f9c1b9f5,58f1d8a92543b71c1f8d54a95e02d23d79c13ec51a4ae85416502e8969877161,FAM00076,1,,COMPLETE,R1,medium,0x1e8de002381b9ff5e31941a567d00107f9c1b9f5: unprotected_call_to_caller_chosen_target — a dangerous operation is reachable with no dominating authorization check under complete coverage.,"exec=20766B; reachable_dangerous=25; unguarded_dangerous=23; unguarded_targets(calldata=21,const=1,unresolved=1,critical=0); guards=16 (strong=4); ecrecover=False; coverage=COMPLETE",,,,,unprotected_call_to_caller_chosen_target,,0x1e8de002381b9ff5e31941a567d00107f9c1b9f5,20766,25690358,2,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x1e8de002381b9ff5e31941a567d00107f9c1b9f5.json,https://etherscan.io/address/0x1e8de002381b9ff5e31941a567d00107f9c1b9f5,low_confidence; no_recognizable_solidity_metadata,"21 reachable call site(s) whose callee address is taken from calldata, on a path passing no caller or signature guard | the contract does contain 4 strong guard(s) (storage_based_caller_check), but none dominates the paths above | control-flow coverage is COMPLETE, so this is an observed unprotected path rather than an unexplored region","storage_based_caller_check (msg.sender compared against a stored authority) | storage_condition (e.g. initialized flag, paused flag, or an authority slot)",v3
V2-0328,0x0000886f49de8c71a20f7f8cd681e2b8f0bb2982,7794d72b8421e3bfa53048aec9f0268ea5dc7c654efc5a9d942483406dba925c,FAM00011,1,,COMPLETE,R1,medium,0x0000886f49de8c71a20f7f8cd681e2b8f0bb2982: unprotected_call_to_caller_chosen_target — a dangerous operation is reachable with no dominating authorization check under complete coverage.,"exec=4259B; reachable_dangerous=5; unguarded_dangerous=5; unguarded_targets(calldata=4,const=1,unresolved=0,critical=0); guards=4 (strong=4); ecrecover=False; coverage=COMPLETE",,,,,unprotected_call_to_caller_chosen_target,,0x0000886f49de8c71a20f7f8cd681e2b8f0bb2982,4312,25632480,13,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x0000886f49de8c71a20f7f8cd681e2b8f0bb2982.json,https://etherscan.io/address/0x0000886f49de8c71a20f7f8cd681e2b8f0bb2982,r1_case; label_changed_v1_R2_to_v2_R1,"4 reachable call site(s) whose callee address is taken from calldata, on a path passing no caller or signature guard | the contract does contain 4 strong guard(s) (caller_check), but none dominates the paths above | control-flow coverage is COMPLETE, so this is an observed unprotected path rather than an unexplored region",caller_check (msg.sender compared against an unresolved value),v3
V2-0341,0x3aabc01cc82a8f9dd0a427706cbec7cfb4acec4d,7e75a7be35a013f454f277a08bb418a08202a05f43848c4f73067a8577a1a2b7,FAM00131,1,,COMPLETE,R1,medium,0x3aabc01cc82a8f9dd0a427706cbec7cfb4acec4d: unprotected_call_to_caller_chosen_target — a dangerous operation is reachable with no dominating authorization check under complete coverage.,"exec=3864B; reachable_dangerous=1; unguarded_dangerous=1; unguarded_targets(calldata=1,const=0,unresolved=0,critical=0); guards=0 (strong=0); ecrecover=False; coverage=COMPLETE",,,,,unprotected_call_to_caller_chosen_target,,0x3aabc01cc82a8f9dd0a427706cbec7cfb4acec4d,3917,25694941,26,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3aabc01cc82a8f9dd0a427706cbec7cfb4acec4d.json,https://etherscan.io/address/0x3aabc01cc82a8f9dd0a427706cbec7cfb4acec4d,low_confidence; analyzer_disagreement_present_but_unreached,"1 reachable call site(s) whose callee address is taken from calldata, on a path passing no caller or signature guard | the contract does contain 0 strong guard(s), but none dominates the paths above | control-flow coverage is COMPLETE, so this is an observed unprotected path rather than an unexplored region",,v3
V2-0433,0xe4b1781ea33fa8cd4e77883ee82b6163c04f00f2,a5f4fc12cc6d704c22e8c62bab6f7f2ffde36f75db7c05d4fd5153069219bb7e,FAM00407,1,,COMPLETE,R1,medium,0xe4b1781ea33fa8cd4e77883ee82b6163c04f00f2: unprotected_call_to_caller_chosen_target — a dangerous operation is reachable with no dominating authorization check under complete coverage.,"exec=13635B; reachable_dangerous=6; unguarded_dangerous=2; unguarded_targets(calldata=2,const=0,unresolved=0,critical=0); guards=25 (strong=3); ecrecover=True; coverage=COMPLETE",,,,,unprotected_call_to_caller_chosen_target,"The contract reaches ecrecover; if authorization is enforced by a signature check the traversal did not associate with these sites, protection may exist.",0xe4b1781ea33fa8cd4e77883ee82b6163c04f00f2,13688,25611511,2,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xe4b1781ea33fa8cd4e77883ee82b6163c04f00f2.json,https://etherscan.io/address/0xe4b1781ea33fa8cd4e77883ee82b6163c04f00f2,r1_case; label_changed_v1_R2_to_v2_R1,"2 reachable call site(s) whose callee address is taken from calldata, on a path passing no caller or signature guard | the contract does contain 3 strong guard(s) (hardcoded_address_check, storage_based_caller_check), but none dominates the paths above | control-flow coverage is COMPLETE, so this is an observed unprotected path rather than an unexplored region","hardcoded_address_check (msg.sender compared against a fixed address literal) | storage_based_caller_check (msg.sender compared against a stored authority) | storage_condition (e.g. initialized flag, paused flag, or an authority slot)",v3
V2-0549,0x5530776fa2fdf0c2cd242dc6d9bfb29b1e3616be,d18b1c109bd185cbefb997791151582991285c1fa9e59450f35bfd599a745a6f,FAM00190,1,,COMPLETE,R1,medium,0x5530776fa2fdf0c2cd242dc6d9bfb29b1e3616be: unprotected_call_to_caller_chosen_target — a dangerous operation is reachable with no dominating authorization check under complete coverage.,"exec=7509B; reachable_dangerous=25; unguarded_dangerous=19; unguarded_targets(calldata=4,const=10,unresolved=5,critical=0); guards=8 (strong=8); ecrecover=False; coverage=COMPLETE",,,,,unprotected_call_to_caller_chosen_target,,0x5530776fa2fdf0c2cd242dc6d9bfb29b1e3616be,7509,25636576,1065,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x5530776fa2fdf0c2cd242dc6d9bfb29b1e3616be.json,https://etherscan.io/address/0x5530776fa2fdf0c2cd242dc6d9bfb29b1e3616be,r1_case; no_recognizable_solidity_metadata,"4 reachable call site(s) whose callee address is taken from calldata, on a path passing no caller or signature guard | the contract does contain 8 strong guard(s) (calldata_comparison, hardcoded_address_check), but none dominates the paths above | control-flow coverage is COMPLETE, so this is an observed unprotected path rather than an unexplored region",calldata_comparison (msg.sender compared against a caller-supplied value) | hardcoded_address_check (msg.sender compared against a fixed address literal) | hardcoded_address_check (tx.origin compared against a fixed address literal),v3
V2-0557,0x0d51a448891cb68cc94942c295fe89d40d97aab1,d382ebb860a6f84bc86e0b77e7f45f72b0abcbc4b38f81ebaa540c7175045cda,FAM00048,1,,COMPLETE,R1,medium,0x0d51a448891cb68cc94942c295fe89d40d97aab1: unprotected_call_to_caller_chosen_target — a dangerous operation is reachable with no dominating authorization check under complete coverage.,"exec=13670B; reachable_dangerous=6; unguarded_dangerous=2; unguarded_targets(calldata=2,const=0,unresolved=0,critical=0); guards=25 (strong=3); ecrecover=True; coverage=COMPLETE",,,,,unprotected_call_to_caller_chosen_target,"The contract reaches ecrecover; if authorization is enforced by a signature check the traversal did not associate with these sites, protection may exist.",0x0d51a448891cb68cc94942c295fe89d40d97aab1,13723,25611794,33,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x0d51a448891cb68cc94942c295fe89d40d97aab1.json,https://etherscan.io/address/0x0d51a448891cb68cc94942c295fe89d40d97aab1,r1_case; label_changed_v1_R2_to_v2_R1,"2 reachable call site(s) whose callee address is taken from calldata, on a path passing no caller or signature guard | the contract does contain 3 strong guard(s) (hardcoded_address_check, storage_based_caller_check), but none dominates the paths above | control-flow coverage is COMPLETE, so this is an observed unprotected path rather than an unexplored region","hardcoded_address_check (msg.sender compared against a fixed address literal) | storage_based_caller_check (msg.sender compared against a stored authority) | storage_condition (e.g. initialized flag, paused flag, or an authority slot)",v3
V2-0642,0x034304c387dd5bd1d129ccfc26680a8d2594db2a,f2d8e7a473f566aeac5dcd02ed92ea66f6df4044010846cc4fb2b534efa3c845,FAM00019,1,,COMPLETE,R1,medium,0x034304c387dd5bd1d129ccfc26680a8d2594db2a: unprotected_call_to_caller_chosen_target — a dangerous operation is reachable with no dominating authorization check under complete coverage.,"exec=2930B; reachable_dangerous=1; unguarded_dangerous=1; unguarded_targets(calldata=1,const=0,unresolved=0,critical=0); guards=2 (strong=1); ecrecover=True; coverage=COMPLETE",,,,,unprotected_call_to_caller_chosen_target,"The contract reaches ecrecover; if authorization is enforced by a signature check the traversal did not associate with these sites, protection may exist.",0x034304c387dd5bd1d129ccfc26680a8d2594db2a,2983,25625618,2,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x034304c387dd5bd1d129ccfc26680a8d2594db2a.json,https://etherscan.io/address/0x034304c387dd5bd1d129ccfc26680a8d2594db2a,r1_case; label_changed_v1_B_to_v2_R1,"1 reachable call site(s) whose callee address is taken from calldata, on a path passing no caller or signature guard | the contract does contain 1 strong guard(s) (signature_authorization), but none dominates the paths above | control-flow coverage is COMPLETE, so this is an observed unprotected path rather than an unexplored region","signature_authorization (branch depends on an ecrecover result) | storage_condition (e.g. initialized flag, paused flag, or an authority slot)",v3
V2-0093,0xb6da1852c218d74257593126fdfbd20f0bceb2a8,1e4f1daeaacf10e94de3a793f124a2958bd67b92b1345ceb4117e5f278559afd,FAM00336,1,,COMPLETE,R2,medium,0xb6da1852c218d74257593126fdfbd20f0bceb2a8: a reachable unguarded call has an unresolved callee; that one dependency decides whether it is adequately protected.,"exec=992B; reachable_dangerous=1; unguarded_dangerous=1; unguarded_targets(calldata=0,const=0,unresolved=1,critical=0); guards=2 (strong=0); ecrecover=False; coverage=COMPLETE",,,,,unresolved_call_target_provenance,"The single blocking dependency is callee provenance: the target is computed through memory, which this analyzer does not track transitively. If it derives from calldata the path is attacker-directed; if from a fixed stored value it is not.",0xb6da1852c218d74257593126fdfbd20f0bceb2a8,1045,25595828,1788,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xb6da1852c218d74257593126fdfbd20f0bceb2a8.json,https://etherscan.io/address/0xb6da1852c218d74257593126fdfbd20f0bceb2a8,,1 reachable unguarded call site(s) whose callee address is neither a constant nor traceable to calldata | strong guards present: 0,"storage_condition (e.g. initialized flag, paused flag, or an authority slot)",v3
V2-0137,0x88cf071b4bf5facab6712070a671f71282188d46,2ddf1852a3826fd3cd218bfc75350f76efa7b96cfabd5cdc7cce28267bf73de9,FAM00276,1,SOURCIFY_VERIFIED_UNNAMED,COMPLETE,R2,medium,0x88cf071b4bf5facab6712070a671f71282188d46: a reachable unguarded call has an unresolved callee; that one dependency decides whether it is adequately protected.,"exec=1471B; reachable_dangerous=1; unguarded_dangerous=1; unguarded_targets(calldata=0,const=0,unresolved=1,critical=0); guards=3 (strong=0); ecrecover=False; coverage=COMPLETE",,,,,unresolved_call_target_provenance,"The single blocking dependency is callee provenance: the target is computed through memory, which this analyzer does not track transitively. If it derives from calldata the path is attacker-directed; if from a fixed stored value it is not.",0x88cf071b4bf5facab6712070a671f71282188d46,1524,25596970,15290,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x88cf071b4bf5facab6712070a671f71282188d46.json,https://etherscan.io/address/0x88cf071b4bf5facab6712070a671f71282188d46,verified_source; label_changed_v1_B_to_v2_R2,1 reachable unguarded call site(s) whose callee address is neither a constant nor traceable to calldata | strong guards present: 0,"storage_condition (e.g. initialized flag, paused flag, or an authority slot)",v3
