address,exact_bytecode_hash,bytecode_family_id,split_group,split,final_label,coverage_status,first_observed_block,label_origin,propagated_from
0x15c575058fa99edb2288443bcc55e93084c7158d,3ab91d54e11310459cb274339ebd334a11fb28da0c3b3372bf36fa4e680e066c,FAM00062,addr:0x15c575058fa99edb2288443bcc55e93084c7158d,test,U,PARTIAL,25673334,REVIEWED,0x15c575058fa99edb2288443bcc55e93084c7158d
0x15fff8b96a6bfd089af6457534e9113e4a6f598a,d5951c0fd72757a1e3321ab42db932b2715f9a2749aca2ea227df104e7a85e0f,FAM00016,addr:0xfc1180ab6c2a341bde53887a7900b412c3daa7f3,train,U,PARTIAL,25618405,REVIEWED,0x15fff8b96a6bfd089af6457534e9113e4a6f598a
0x170c7f244bc817efa7845f41d433e2c48e32ebd3,a8bcde8529cb788e962ce632116f8fdf75f833a29028a073a17508fbb2278b0f,FAM00064,addr:0x170c7f244bc817efa7845f41d433e2c48e32ebd3,test,B,COMPLETE,25676115,REVIEWED,0x170c7f244bc817efa7845f41d433e2c48e32ebd3
0x176102adb2b30a1d40b092a7f5fa52205bf1310a,b38993e31615a6b4fbaa7ffe97f67d883a7303bdb2de8ee3857aa21440f6a63d,FAM00065,addr:0x176102adb2b30a1d40b092a7f5fa52205bf1310a,val,B,COMPLETE,25632483,REVIEWED,0x176102adb2b30a1d40b092a7f5fa52205bf1310a
0x186bafe61c84ba5f0e627da1876c3888d7e20934,48ac52b6b286131fb90f7a6ff85b45c6fa6fd5caf18fdca55fc554a14fd14a44,FAM00016,addr:0xfc1180ab6c2a341bde53887a7900b412c3daa7f3,train,U,PARTIAL,25596729,REVIEWED,0x186bafe61c84ba5f0e627da1876c3888d7e20934
0x1921c249cb274974d8b744c25efb9426441d5d0d,43a565ab413a3a497262a34f5139730ec66fdd95db5f1fb01515bfc6c9f4a985,FAM00069,addr:0xa8167f866f79e46cbded276ea3db7389ad188003,train,B,COMPLETE,25632169,REVIEWED,0x1921c249cb274974d8b744c25efb9426441d5d0d
0x1a4430da723c424a26fb45ff54384790a944defb,ac62b8a77df645b33eb272d316f7b66fd9c5137cab68070711e009157661e404,FAM00071,addr:0x1a4430da723c424a26fb45ff54384790a944defb,test,B,COMPLETE,25668047,REVIEWED,0x1a4430da723c424a26fb45ff54384790a944defb
0x1bcc6b722dd35072823ea7f80b50442aaf57aac5,ed4c575da71e1ffecb9d46e013d36c6934dcd9df237871adb1fda9258aacd581,FAM00073,addr:0x1bcc6b722dd35072823ea7f80b50442aaf57aac5,train,R1,COMPLETE,25595487,REVIEWED,0x1bcc6b722dd35072823ea7f80b50442aaf57aac5
0x1c32b62005e496dad37cd6fc30fc1c45d41a0862,3f95222364176dec9f05648fb1fe97ad261238cd4fedf2396cf8882a6fce4894,FAM00061,addr:0xe870793621d4e2694dce54b8d51d23bd107d9fbe,train,B,COMPLETE,25692570,PROPAGATED_EXACT_BYTECODE,0x3efe7fe04bed5f9e7150897a9d57fe8d16eeccd1
0x1c8f6e6387edef7792633746ff8b1e5d9eb4464d,5dea192cb6b7293799759e6dc7a5f781a5653996b4c8dc379a90ef541277ccd8,FAM00074,addr:0x1c8f6e6387edef7792633746ff8b1e5d9eb4464d,train,B,COMPLETE,25609923,REVIEWED,0x1c8f6e6387edef7792633746ff8b1e5d9eb4464d
0x1e4c8ef03b68d89c87291268eb52d7eb1aeb8680,07bf7b8dec13d815b5cd266a3f027613848d5c2b5e0917ac8994d1c48aaef55b,FAM00075,addr:0x1e4c8ef03b68d89c87291268eb52d7eb1aeb8680,val,B,COMPLETE,25649021,REVIEWED,0x1e4c8ef03b68d89c87291268eb52d7eb1aeb8680
0x1e8de002381b9ff5e31941a567d00107f9c1b9f5,58f1d8a92543b71c1f8d54a95e02d23d79c13ec51a4ae85416502e8969877161,FAM00076,addr:0x1e8de002381b9ff5e31941a567d00107f9c1b9f5,test,R1,COMPLETE,25690358,REVIEWED,0x1e8de002381b9ff5e31941a567d00107f9c1b9f5
0x1ee2581d34819de3d77715c758d8d0c525332492,051e00a51eb1286685254ab53d24158862b74f0e96fc4ca6bf0f504ee120b2d4,FAM00079,addr:0x1ee2581d34819de3d77715c758d8d0c525332492,train,B,COMPLETE,25623365,REVIEWED,0x1ee2581d34819de3d77715c758d8d0c525332492
0x223fabc28a2c7491395d4409cc127ff12a852c86,0a3588001a726c408af60b63a11cac989717ed053e2be66ac3e0f5dc5915c192,FAM00086,addr:0x223fabc28a2c7491395d4409cc127ff12a852c86,test,B,COMPLETE,25669103,REVIEWED,0x223fabc28a2c7491395d4409cc127ff12a852c86
0x227563eabfc46a4700bd0eea4b87116edf891fee,13a2d7ead0af33f7c4872bd02409de7bcbcc98ed9b0da2adea0a0d87c003076f,FAM00088,addr:0x227563eabfc46a4700bd0eea4b87116edf891fee,train,U,PARTIAL,25620557,REVIEWED,0x227563eabfc46a4700bd0eea4b87116edf891fee
0x229d04b94ed8fd851fc32d1ccb4794e66cfdf65f,2a5795d79d535128b96ea23e54566297abe807a6db1dcd9d7a821e1b42e17dfa,FAM00089,addr:0x229d04b94ed8fd851fc32d1ccb4794e66cfdf65f,train,R1,COMPLETE,25601155,REVIEWED,0x229d04b94ed8fd851fc32d1ccb4794e66cfdf65f
0x242e809094f7fa83763119988d84e4f4d9528713,0f02f32af2139cecdaf077fcbcfeb71e51435f2d5daa01a34c87c2ffcbf5f259,FAM00091,addr:0x242e809094f7fa83763119988d84e4f4d9528713,train,R1,COMPLETE,25595220,REVIEWED,0x242e809094f7fa83763119988d84e4f4d9528713
0x2460976919bc73fddbc9d4b74695fbf1697c84be,754e4c3c222ef695b0489ff7df592ba95372727a2526b1c0f670b695989cb7c2,FAM00093,addr:0x2460976919bc73fddbc9d4b74695fbf1697c84be,test,B,COMPLETE,25691784,REVIEWED,0x2460976919bc73fddbc9d4b74695fbf1697c84be
0x24c71aa9aa0ce5fb95ffc0f276eced02467d4e4d,9ca12d7863c8903ed6c1ca6966ebc31def130df99bfdab76ba4017feeb5799f3,FAM00094,addr:0xeca8a631f5b06191056e8fa9a0c860d1cc94643a,train,B,COMPLETE,25602018,REVIEWED,0x24c71aa9aa0ce5fb95ffc0f276eced02467d4e4d
0x250c1e4e572e07b375125208340f8e038f335915,ab95112f7b6f9c416ca931efcd8cefcd6f3bf078d6578df645be91908cfed2bc,FAM00096,addr:0xe9707d82341c3ef8feea772223635c981a0789fb,val,B,COMPLETE,25642215,REVIEWED,0x250c1e4e572e07b375125208340f8e038f335915
0x252fe07aff7bf7f39704a615b1b347827e90db7f,8f05f538b8016b7bdcba34a41c6eb68d97a3aba8f4b1f40ea980123a88673a6a,FAM00097,addr:0x252fe07aff7bf7f39704a615b1b347827e90db7f,train,B,COMPLETE,25595918,REVIEWED,0x252fe07aff7bf7f39704a615b1b347827e90db7f
0x260b14eed940039ba19ee654b873d07588f29e92,fe430e747455b0bfb6af8b987f3246d71c05c1c80f721e330d8d1f6f4bd1ac11,FAM00098,addr:0x260b14eed940039ba19ee654b873d07588f29e92,train,R1,COMPLETE,25612417,REVIEWED,0x260b14eed940039ba19ee654b873d07588f29e92
0x268d193d74d3b9a13a82da831302cf8dbdc9245a,8bac2b2673d93481cd2e03b41fba462cee0a7f452bcf08fec3c7e0030132abb2,FAM00099,addr:0x487db2fd20522c4a3ed542249483d9a12de66b1f,train,B,COMPLETE,25622823,REVIEWED,0x268d193d74d3b9a13a82da831302cf8dbdc9245a
0x27bfd156c8c0df64e6a863c589dc9593ddac3ee2,740eb5eb75edcfd903e1b809d4accd89c369cf437bb7f8e5f2eae67c546df5b2,FAM00101,addr:0x27bfd156c8c0df64e6a863c589dc9593ddac3ee2,train,R1,COMPLETE,25595689,REVIEWED,0x27bfd156c8c0df64e6a863c589dc9593ddac3ee2
0x27dbd0e71b85700e29994d6d3a51f2e32442aa61,f1f16c5946b3f50efc05e04c02daba273e19eecce181fec919cc6095b2c5720c,FAM00102,addr:0xc43b6c6a43e5760a756a67756b2155c7fa735310,train,B,COMPLETE,25595138,REVIEWED,0x27dbd0e71b85700e29994d6d3a51f2e32442aa61
0x282d9c45b6c678483c63fbcb0a4ad6ed478ddfec,e835702212b9ab36625ac2330867d5492830df95c5e5770b02ec043b19b512ab,FAM00016,addr:0xfc1180ab6c2a341bde53887a7900b412c3daa7f3,train,U,PARTIAL,25619428,REVIEWED,0x282d9c45b6c678483c63fbcb0a4ad6ed478ddfec
0x29a48c8c8746be8171b87b70ad8376274d74c0d9,c39c094ad84a8cf8a776acef4b8f9718e4ce5672bae14367f01f3cb0d5c67ee4,FAM00105,addr:0x29a48c8c8746be8171b87b70ad8376274d74c0d9,val,B,COMPLETE,25625879,REVIEWED,0x29a48c8c8746be8171b87b70ad8376274d74c0d9
0x2c060fe342ae3fee39f4c6a1d7fc4a1c6be86980,df5873ad862bcbbdbbba14424f8d11295ad34f67323f07fc60657957475b6780,FAM00110,addr:0x2c060fe342ae3fee39f4c6a1d7fc4a1c6be86980,test,B,COMPLETE,25673381,REVIEWED,0x2c060fe342ae3fee39f4c6a1d7fc4a1c6be86980
0x2c3cbe3b2cf2015602045e9b4b0f180897b369c1,2e71229ed657a21c0d4b2fa5516639f53cd044bcc728342678b4d0861025db39,FAM00111,addr:0x2c3cbe3b2cf2015602045e9b4b0f180897b369c1,train,R1,COMPLETE,25597152,REVIEWED,0x2c3cbe3b2cf2015602045e9b4b0f180897b369c1
0x2c6f01799fa9db1e7f2797e5ba892b72b865571d,075e3986f73f3c5aebfe3aadb0776f0619bd7fd1276a43ac7fa9e9ee1a367d01,FAM00112,addr:0x2c6f01799fa9db1e7f2797e5ba892b72b865571d,train,U,PARTIAL,25595590,REVIEWED,0x2c6f01799fa9db1e7f2797e5ba892b72b865571d
0x2cd7a861bc8fc73e9047fefbf074fd9acd20c87f,a69ffed64d0bbc2ee6bd297c582788eba5b2a4167652b749728230c03f56cc5f,FAM00016,addr:0xfc1180ab6c2a341bde53887a7900b412c3daa7f3,train,U,PARTIAL,25610489,REVIEWED,0x2cd7a861bc8fc73e9047fefbf074fd9acd20c87f
0x2df4247e44697d4e4983a92827dbde905f61a0ff,76749164fdc45ae8a1e42f78cef8f527dd484e36c39ae98ef649f31b30552585,FAM00113,addr:0x2df4247e44697d4e4983a92827dbde905f61a0ff,val,U,PARTIAL,25659029,REVIEWED,0x2df4247e44697d4e4983a92827dbde905f61a0ff
0x2e086ac01cb8e6538d393944f02be58d52439ae8,ae53244ef116b6f641aa3a6cb5caa37351677c4c47075b88a8b7037614ab5daa,FAM00114,addr:0x2e086ac01cb8e6538d393944f02be58d52439ae8,val,B,COMPLETE,25634261,REVIEWED,0x2e086ac01cb8e6538d393944f02be58d52439ae8
0x2f5f0aafdf35064498f66475e935c86ce20a52a1,611433d03c89b8a3533d9e02e29a61cbcd62bb0beb4a184585d040b63be6f2c0,FAM00115,addr:0xb0404a8434a127d2416283c3552c247f68a2aeae,val,B,COMPLETE,25644696,REVIEWED,0x2f5f0aafdf35064498f66475e935c86ce20a52a1
0x316d59c8614bb042152bae1190c6afb39febfb90,fefc6882f7dc18c6e66932fb989eadeb341baa7de221adfb0bb7a3c779ed377b,FAM00118,addr:0x316d59c8614bb042152bae1190c6afb39febfb90,test,B,COMPLETE,25673096,REVIEWED,0x316d59c8614bb042152bae1190c6afb39febfb90
0x331897e3f5fe6c53480bcea6ca6fc0d5c544a0bc,4a248f64061c51ed65f1e4502b3db16b4f667a36dc039b196bec0b78039a7c10,FAM00119,addr:0x331897e3f5fe6c53480bcea6ca6fc0d5c544a0bc,test,U,PARTIAL,25663162,REVIEWED,0x331897e3f5fe6c53480bcea6ca6fc0d5c544a0bc
0x33f1003a3bbe8242be248da9b439cdce5a0ba970,97e89c27b41305c025abcb627c5785920c2ac651b67604f3721d8ce7a18f88a3,FAM00120,addr:0x33f1003a3bbe8242be248da9b439cdce5a0ba970,train,R1,COMPLETE,25610665,REVIEWED,0x33f1003a3bbe8242be248da9b439cdce5a0ba970
0x33fc3829e619cf9b9c672ddbb83a63f55dff80e6,0c5fb976949b70f0428aee7943f6a63bdd49789a79582fd96ddf59f8d2af7ca7,FAM00121,addr:0x33fc3829e619cf9b9c672ddbb83a63f55dff80e6,test,U,PARTIAL,25665536,REVIEWED,0x33fc3829e619cf9b9c672ddbb83a63f55dff80e6
0x35298e16bc8bc4022105238c58a918d4235407b7,f8585e3fbe35e4dc9873f8b019ef0b09eb95bc663581b6e55e669f0ae9a623d3,FAM00016,addr:0xfc1180ab6c2a341bde53887a7900b412c3daa7f3,train,U,PARTIAL,25612436,REVIEWED,0x35298e16bc8bc4022105238c58a918d4235407b7
0x36d3cbd83961868398d056efbf50f5ce15528c0d,c3e88f38a107ef9feb5a0c9802b061df9b480284d52263de565018b726b266ed,FAM00127,addr:0x36d3cbd83961868398d056efbf50f5ce15528c0d,train,U,PARTIAL,25601816,REVIEWED,0x36d3cbd83961868398d056efbf50f5ce15528c0d
0x39165d069fb2ad145cafa7c4bf710f4566aa5218,12f6d2f6bb789399b72774a1b526a9af101673e0ee4fb6b2850dcc0ebf319924,FAM00129,addr:0x39165d069fb2ad145cafa7c4bf710f4566aa5218,train,U,PARTIAL,25595209,REVIEWED,0x39165d069fb2ad145cafa7c4bf710f4566aa5218
0x399fbfea9fce84e57976c5c57d6ce7725a7f96f4,14217eeb1690e817a361d3a891d55dab2dd8d659d102c3f8fe6ebf8916f76dc1,FAM00094,addr:0xeca8a631f5b06191056e8fa9a0c860d1cc94643a,train,B,COMPLETE,25596622,REVIEWED,0x399fbfea9fce84e57976c5c57d6ce7725a7f96f4
0x3aabc01cc82a8f9dd0a427706cbec7cfb4acec4d,7e75a7be35a013f454f277a08bb418a08202a05f43848c4f73067a8577a1a2b7,FAM00131,addr:0x3aabc01cc82a8f9dd0a427706cbec7cfb4acec4d,test,R1,COMPLETE,25694941,REVIEWED,0x3aabc01cc82a8f9dd0a427706cbec7cfb4acec4d
0x3acf630a625ad483415228faae718d8c2f9076f5,f72dd7e5198e58afa91430ce0079677686a8592a180ddc3b52e0c1e0bfb145ba,FAM00133,addr:0x3acf630a625ad483415228faae718d8c2f9076f5,train,U,PARTIAL,25610570,REVIEWED,0x3acf630a625ad483415228faae718d8c2f9076f5
0x3bd089fda508d2ae0001007a0e77f882abc14bd8,723878b44ed336c7d01770d30b625659d11cc31ea07019dcc63ce7bd4efb0542,FAM00016,addr:0xfc1180ab6c2a341bde53887a7900b412c3daa7f3,train,U,PARTIAL,25627999,REVIEWED,0x3bd089fda508d2ae0001007a0e77f882abc14bd8
0x3cf32d4d57e91e0a1c3658884040889dafbe5103,788f75f851b85377bd133d39213680e99ff5ffdfcd5009831f1f74af63c5b21e,FAM00139,addr:0x3cf32d4d57e91e0a1c3658884040889dafbe5103,train,R2,COMPLETE,25596516,REVIEWED,0x3cf32d4d57e91e0a1c3658884040889dafbe5103
0x3d512c1b1dbda46a80e5b2f77a27c6b4af6f20c1,89cc0799b6fea65f37957107af783699bed468cfa296b7e085531c471eccbeb4,FAM00140,addr:0x3d512c1b1dbda46a80e5b2f77a27c6b4af6f20c1,train,U,PARTIAL,25597678,REVIEWED,0x3d512c1b1dbda46a80e5b2f77a27c6b4af6f20c1
0x3e95f3ad3ddac747a886cb4f7bd8bedcbac8f27a,15f92c99ed8866167d973e52be8d09a1c61524d55c5287cd6b4060a83780656c,FAM00145,addr:0x3e95f3ad3ddac747a886cb4f7bd8bedcbac8f27a,test,B,COMPLETE,25683552,REVIEWED,0x3e95f3ad3ddac747a886cb4f7bd8bedcbac8f27a
0x3efe7fe04bed5f9e7150897a9d57fe8d16eeccd1,3f95222364176dec9f05648fb1fe97ad261238cd4fedf2396cf8882a6fce4894,FAM00061,addr:0xe870793621d4e2694dce54b8d51d23bd107d9fbe,train,B,COMPLETE,25692532,REVIEWED,0x3efe7fe04bed5f9e7150897a9d57fe8d16eeccd1
0x3f899cbe20efc5ab590c7b9aedf878e055ed0550,c4d508ae29d5c45eb3c05985080708ba6651b00d0055bc06cc6d5fb3b1c8bcf6,FAM00146,addr:0x3f899cbe20efc5ab590c7b9aedf878e055ed0550,test,U,PARTIAL,25679747,REVIEWED,0x3f899cbe20efc5ab590c7b9aedf878e055ed0550
0x40a044318af172ad8d1228f9dfcff2f7ea929a8c,6cf143c59067ff01618690ea92fa1a1203a6c4e2c25155601035ad8b8b2979f0,FAM00149,addr:0x40a044318af172ad8d1228f9dfcff2f7ea929a8c,val,U,PARTIAL,25637486,REVIEWED,0x40a044318af172ad8d1228f9dfcff2f7ea929a8c
0x4174451576e30fd3ca0a867c584abe1422107394,ef4d2a810b858e44febf7a48ef3e7b343dbcc0afe6e27270b0ea6f7e2f9e0df6,FAM00150,addr:0x4174451576e30fd3ca0a867c584abe1422107394,val,B,COMPLETE,25638776,REVIEWED,0x4174451576e30fd3ca0a867c584abe1422107394
0x424b5d94cd8fc92ed77c0d1a85a15c4144ffb3ea,d4032762ae11116d22f1104cb93ce919120b2d560072415e7dd2eea8d5d10c8e,FAM00151,addr:0x424b5d94cd8fc92ed77c0d1a85a15c4144ffb3ea,val,U,PARTIAL,25650715,REVIEWED,0x424b5d94cd8fc92ed77c0d1a85a15c4144ffb3ea
0x45126d6de83cba2d2cb01cd6aba6a6063accf079,cf8769436146f331cd1f3e804c76118ec58de68965ebebfd4626eec42db96d8b,FAM00155,addr:0x45126d6de83cba2d2cb01cd6aba6a6063accf079,train,B,COMPLETE,25603077,REVIEWED,0x45126d6de83cba2d2cb01cd6aba6a6063accf079
