sid,chain,address,bytecode_sha256,code_bytes,opcode_count,label,class,family_id,outer_fold_primary,outer_fold_secondary,label_provenance,external_call_surface,state_write_surface,delegate_proxy_surface,token_movement_selector_surface,approval_selector_surface,code_lifecycle_surface,exact_duplicate_count,bytecode_group_id
optimism:0xf2534d433a6ad5089e8d907f035bafd5925bdcbc,optimism,0xf2534d433a6ad5089e8d907f035bafd5925bdcbc,8c2169f827aa07f0f9d570af3f7320196da74e1b833f4a52694d7f9b9a8d592d,889,462,1,malicious,F00004,0.0,0.0,task_aligned_dataset_v1,1,1,1,0,0,0,1,B8c2169f827aa07f0
optimism:0x9ab329f4ecf6888d54afb15267a3d4faf0929ad7,optimism,0x9ab329f4ecf6888d54afb15267a3d4faf0929ad7,50077c86668e0fd02380e48ee1f0ccb3f018a3c88f42f38da8e15e8dd54e0015,4242,2698,1,malicious,F00022,3.0,2.0,task_aligned_dataset_v1,1,0,0,1,0,0,1,B50077c86668e0fd0
optimism:0x0c1a92976039eabe9c22b933a8ee2ea495b5b0c6,optimism,0x0c1a92976039eabe9c22b933a8ee2ea495b5b0c6,c2cad1117fc4abd2061f461eab662042c0810be100d2d5912e8318deb689c27b,2805,1859,1,malicious,F00002,4.0,1.0,task_aligned_dataset_v1,1,1,1,1,0,1,2,Bc2cad1117fc4abd2
optimism:0xd5771d92854f5298b33ccd73178c9ff8b88bd14f,optimism,0xd5771d92854f5298b33ccd73178c9ff8b88bd14f,f3b7de1765a822b5c0216e6afab11c4704b1440ea995d5ba47b107a6fe53c47a,889,462,1,malicious,F00004,0.0,0.0,task_aligned_dataset_v1,1,1,1,0,0,0,1,Bf3b7de1765a822b5
optimism:0x4bf8cf165baea1b9386ad2b1e47a0b92280af6e3,optimism,0x4bf8cf165baea1b9386ad2b1e47a0b92280af6e3,694a78d0bd8b6819a57b6e3b7ce6d29ae883f14930b8b6b05e3aad2f42154aed,1042,522,1,malicious,F00023,4.0,2.0,task_aligned_dataset_v1,1,1,1,0,0,0,19,B694a78d0bd8b6819
optimism:0x23c3a46086bfaa35b4514edf65a04bb7f459228d,optimism,0x23c3a46086bfaa35b4514edf65a04bb7f459228d,3fc941644eba0cfe8e3a93977b59aeb406db93c13cafba684994d4fa9d29955c,889,462,1,malicious,F00004,0.0,0.0,task_aligned_dataset_v1,1,1,1,0,0,0,1,B3fc941644eba0cfe
optimism:0xeacc7e98583c0e10746d937a3c696248854fb01c,optimism,0xeacc7e98583c0e10746d937a3c696248854fb01c,1b35aa83cfa537cc1ae1201a8fe063b66155f802a1beafe9c58b3b2c627ec4b7,2860,1911,1,malicious,F00002,4.0,1.0,task_aligned_dataset_v1,1,1,0,1,0,1,3,B1b35aa83cfa537cc
optimism:0x470a618326df6e320680642dd31794b0d2d12d0a,optimism,0x470a618326df6e320680642dd31794b0d2d12d0a,00beea59bd2bb338420409b3bb41aef3bc09107457c1a06308eb4cda548b035b,889,468,1,malicious,F00004,0.0,0.0,task_aligned_dataset_v1,1,1,1,0,0,0,1,B00beea59bd2bb338
optimism:0x23c667184099f7c7d895cae4c6c4c571901297a8,optimism,0x23c667184099f7c7d895cae4c6c4c571901297a8,96934eff8a8e631d084eae56ec03e2d18bf1622f889294179c7de8f5bf70aef6,889,462,1,malicious,F00004,0.0,0.0,task_aligned_dataset_v1,1,1,1,0,0,0,1,B96934eff8a8e631d
optimism:0x2d9f726fab6f1c685c5ccd4f8d50ef60111bb693,optimism,0x2d9f726fab6f1c685c5ccd4f8d50ef60111bb693,f617171b8f1fb3d759707ecc519bb048516d041dd73d93bed786209823e49c31,1837,1029,1,malicious,F00020,3.0,3.0,task_aligned_dataset_v1,1,0,0,1,0,0,6,Bf617171b8f1fb3d7
optimism:0x9307637c1708c1cec79a5e96f4beea7d363f6ca0,optimism,0x9307637c1708c1cec79a5e96f4beea7d363f6ca0,37f79ceda526ed879663c743c842df49e4d59d9938040ee72e25012d225b1367,889,462,1,malicious,F00004,0.0,0.0,task_aligned_dataset_v1,1,1,1,0,0,0,1,B37f79ceda526ed87
optimism:0x000054507a812fd32582e7a997c83e6d446fd60e,optimism,0x000054507a812fd32582e7a997c83e6d446fd60e,3b61c106c641400524fa0d9a866f5633dab0ccdcd6dffbf4cb12366230162ed2,3165,1739,1,malicious,F00013,4.0,1.0,task_aligned_dataset_v1,1,0,0,1,0,0,2,B3b61c106c6414005
optimism:0x0dd61275ecd8666b3bfe77ff1ce17a98b542caad,optimism,0x0dd61275ecd8666b3bfe77ff1ce17a98b542caad,cd0d128ab5463e30c63bee489d6ad815e9106e1c6232082fdb940f9f75e8b2e6,2193,1434,1,malicious,F00024,2.0,4.0,task_aligned_dataset_v1,1,0,0,1,0,0,6,Bcd0d128ab5463e30
optimism:0xf799ca6393f11228aec787c35d6b2b96864c7608,optimism,0xf799ca6393f11228aec787c35d6b2b96864c7608,9b17b97b66840ba004bd90c3e6fc8542f40361c26a0829f47c207f416a7fc237,2381,1386,1,malicious,F00025,2.0,2.0,task_aligned_dataset_v1,1,0,0,1,0,0,3,B9b17b97b66840ba0
optimism:0x3cf292682f0421cd196c131b2a30e00b266b5782,optimism,0x3cf292682f0421cd196c131b2a30e00b266b5782,c240960cdecd452fbf90586d846b70b062d55b9db4c36b5aaea9738a2da40fcd,331,186,1,malicious,F00026,2.0,3.0,task_aligned_dataset_v1,1,0,0,0,0,1,2,Bc240960cdecd452f
optimism:0xb7fef9033507eee348d59102b6856c66051b8040,optimism,0xb7fef9033507eee348d59102b6856c66051b8040,afadfec5fdc261170a1d2bdf29365b19913015c7dbbea9a0c43cfb833657f7dc,889,462,1,malicious,F00004,0.0,0.0,task_aligned_dataset_v1,1,1,1,0,0,0,1,Bafadfec5fdc26117
optimism:0x93d473ce2ceb00af7489694511ca778deb83ef88,optimism,0x93d473ce2ceb00af7489694511ca778deb83ef88,5b1c8d9f19306fa6f8babc1e83b4063c6933e1e63febf5d1f432b5eb20834be0,889,462,1,malicious,F00004,0.0,0.0,task_aligned_dataset_v1,1,1,1,0,0,0,1,B5b1c8d9f19306fa6
optimism:0xbdb6d1f0e52cf92e3037787149dd7b0cea20e035,optimism,0xbdb6d1f0e52cf92e3037787149dd7b0cea20e035,88071a2b984affa84dbe230009c8988b499dfe557b14726448e5ff0f8d01bdad,1172,712,1,malicious,F00027,0.0,0.0,task_aligned_dataset_v1,1,0,0,1,0,1,1,B88071a2b984affa8
optimism:0xd4661f44e3738d26eb1b7965f1e8ee4edd3d2a5d,optimism,0xd4661f44e3738d26eb1b7965f1e8ee4edd3d2a5d,d6a8eb5715745fbe0599c1be99117ee7aee7c3c7c767bfe8c166ed91d2f09c37,889,462,1,malicious,F00004,0.0,0.0,task_aligned_dataset_v1,1,1,1,0,0,0,1,Bd6a8eb5715745fbe
optimism:0x9273e89a0f5e96d8a7554a23b2036dd4362ef035,optimism,0x9273e89a0f5e96d8a7554a23b2036dd4362ef035,ea65c68fb1054ea82409e0e5a6917eec67872960829e299aaf7e6e49006378a8,1833,1275,1,malicious,F00028,4.0,4.0,task_aligned_dataset_v1,1,0,0,1,0,0,1,Bea65c68fb1054ea8
optimism:0x073addd815abe9e72e8da16d4ec1b970f303cd86,optimism,0x073addd815abe9e72e8da16d4ec1b970f303cd86,ad252cdc183b9c4a96d7f2f59eae7ee2f9ccaf101634f059d1529af87904caed,889,462,1,malicious,F00004,0.0,0.0,task_aligned_dataset_v1,1,1,1,0,0,0,1,Bad252cdc183b9c4a
optimism:0x42251614135ff529c2b8f9ec54b4cca4e1b172cd,optimism,0x42251614135ff529c2b8f9ec54b4cca4e1b172cd,79711d55356296aa72b67f605f4e64f0708f2ba3c5875cdf6893170357709755,2993,1872,1,malicious,F00029,4.0,1.0,task_aligned_dataset_v1,1,0,0,1,0,0,2,B79711d55356296aa
optimism:0x21b65e7473e8afdb6396e9c52535521a4c6235d8,optimism,0x21b65e7473e8afdb6396e9c52535521a4c6235d8,553cc65e4bd42720bf153f729873536baa905fc0dc27e64732cf842538dcc6d9,889,462,1,malicious,F00004,0.0,0.0,task_aligned_dataset_v1,1,1,1,0,0,0,1,B553cc65e4bd42720
optimism:0x0f588d9e155d281742e292e551f3fa740f178760,optimism,0x0f588d9e155d281742e292e551f3fa740f178760,1abfbcf54f91d4eeef82d4320b2dfca302442dd26b045cff1cbf47bf7c50777c,669,370,1,malicious,F00030,1.0,1.0,task_aligned_dataset_v1,1,0,0,0,0,0,3,B1abfbcf54f91d4ee
optimism:0xe7485fb4850972ca243988c0e1fce94bde7a3773,optimism,0xe7485fb4850972ca243988c0e1fce94bde7a3773,e9276731fb098dce5a051f34bec73a46a66701cae22f204b38ae57a2a74b5a8a,3764,2131,1,malicious,F00031,1.0,1.0,task_aligned_dataset_v1,1,0,0,1,0,0,3,Be9276731fb098dce
optimism:0x100bfe501da42fec877ba424b95265ca66eb9b07,optimism,0x100bfe501da42fec877ba424b95265ca66eb9b07,7fbc5764768078d7cb6d1dede5a921a6e67b2d1c22bdda23668f7abcae201151,889,462,1,malicious,F00004,0.0,0.0,task_aligned_dataset_v1,1,1,1,0,0,0,1,B7fbc5764768078d7
optimism:0xeed92ede46257477f6571f35fd458dbb46471a15,optimism,0xeed92ede46257477f6571f35fd458dbb46471a15,fed747ee51f40135198605f3063869a2f9b0e0f938716209ff3d92498dcd4935,889,462,1,malicious,F00004,0.0,0.0,task_aligned_dataset_v1,1,1,1,0,0,0,1,Bfed747ee51f40135
optimism:0x1990ed58c9af6a10e8a61174fec154b39b2460cc,optimism,0x1990ed58c9af6a10e8a61174fec154b39b2460cc,4e7dab6d6aa1db0e5a62dacac31f88838f8378d666c7cdefdc9d00b27779934c,889,462,1,malicious,F00004,0.0,0.0,task_aligned_dataset_v1,1,1,1,0,0,0,1,B4e7dab6d6aa1db0e
optimism:0x56687f747b1762c318e80b2de713eb9885a4402e,optimism,0x56687f747b1762c318e80b2de713eb9885a4402e,fae36cfc24c5de1fb6c2738a4828c9c2ba0186d41b685a22f1d5cc75c06ae3fd,889,462,1,malicious,F00004,0.0,0.0,task_aligned_dataset_v1,1,1,1,0,0,0,1,Bfae36cfc24c5de1f
optimism:0x1501af4f344d3ac6bdf4c2ed7063faf9422b8f0c,optimism,0x1501af4f344d3ac6bdf4c2ed7063faf9422b8f0c,d9beb48f80a1fd8b70c187d38841957aa8d2b8e1f0eacefff52e15ee22d00517,7042,3779,1,malicious,F00032,4.0,1.0,task_aligned_dataset_v1,1,0,0,1,0,1,1,Bd9beb48f80a1fd8b
optimism:0x7aef1df01285823845ee9b905f5bd20471c27e6c,optimism,0x7aef1df01285823845ee9b905f5bd20471c27e6c,793065f6488ea3b61adb36a5f10332e9d582bc3e5353aef994d9ac3d8a2ebc14,15226,8471,1,malicious,F00033,1.0,2.0,task_aligned_dataset_v1,1,0,0,0,0,0,1,B793065f6488ea3b6
optimism:0xc22efd7c592938a9ce328b6ed46ff54dc12e4d98,optimism,0xc22efd7c592938a9ce328b6ed46ff54dc12e4d98,abd0d1fd90d98ac881b9337d3ab7735dba387a91ea8960e90499bd851ada3ae3,960,522,1,malicious,F00034,3.0,3.0,task_aligned_dataset_v1,1,0,0,0,0,0,1,Babd0d1fd90d98ac8
optimism:0x33f053866f277b7cd831f2527655587dfde9f553,optimism,0x33f053866f277b7cd831f2527655587dfde9f553,cba19b162ae5ea48340f32f59783166325089a686716ae69c84b73076f834369,889,462,1,malicious,F00004,0.0,0.0,task_aligned_dataset_v1,1,1,1,0,0,0,1,Bcba19b162ae5ea48
optimism:0x2674789cd25a32059322ba79a3991da380081840,optimism,0x2674789cd25a32059322ba79a3991da380081840,1abfbcf54f91d4eeef82d4320b2dfca302442dd26b045cff1cbf47bf7c50777c,669,370,1,malicious,F00030,1.0,1.0,task_aligned_dataset_v1,1,0,0,0,0,0,3,B1abfbcf54f91d4ee
optimism:0xbec420215162d2e6a5bd6cb23a2bd86620a9d0fc,optimism,0xbec420215162d2e6a5bd6cb23a2bd86620a9d0fc,e23f0f33a6a174939de18048daf0f579e0c4f9059c982f494446d868ca783b71,889,462,1,malicious,F00004,0.0,0.0,task_aligned_dataset_v1,1,1,1,0,0,0,1,Be23f0f33a6a17493
