item_id,delegate_address,candidate_name_signals,candidate_related_addresses,evidence_reference_candidates,blockscout_address_status,blockscout_contract_status,sourcify_status,all_provider_requests_complete,auditor_instruction
DISC-0012,0xec29781c166cc44a5a5351809a78e226335e8f4b,,,"https://eth.blockscout.com/address/0xec29781c166cc44a5a5351809a78e226335e8f4b;https://eth.blockscout.com/api/v2/addresses/0xec29781c166cc44a5a5351809a78e226335e8f4b;https://eth.blockscout.com/api/v2/smart-contracts/0xec29781c166cc44a5a5351809a78e226335e8f4b;https://eth.blockscout.com/tx/0x78439129ad2b9883460a26d8c9bbc3953277c5ec8c1a60e63819024e66774e9f;https://sourcify.dev/server/v2/contract/1/0xec29781c166cc44a5a5351809a78e226335e8f4b?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
DISC-0013,0x1ae5084bc47dc47d5aaee5d449436f13dbf74cfc,,,"https://eth.blockscout.com/address/0x1ae5084bc47dc47d5aaee5d449436f13dbf74cfc;https://eth.blockscout.com/api/v2/addresses/0x1ae5084bc47dc47d5aaee5d449436f13dbf74cfc;https://eth.blockscout.com/api/v2/smart-contracts/0x1ae5084bc47dc47d5aaee5d449436f13dbf74cfc;https://eth.blockscout.com/tx/0x3c1c29fd8769b897d6caef86b55a40e918574a147dc9825346ff3fca48eea109;https://sourcify.dev/server/v2/contract/1/0x1ae5084bc47dc47d5aaee5d449436f13dbf74cfc?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
DISC-0014,0x17cb2452565c192706f93203a6326f35b8e0d899,.sol;CrimeEnjoyor,,"https://eth.blockscout.com/address/0x17cb2452565c192706f93203a6326f35b8e0d899;https://eth.blockscout.com/api/v2/addresses/0x17cb2452565c192706f93203a6326f35b8e0d899;https://eth.blockscout.com/api/v2/smart-contracts/0x17cb2452565c192706f93203a6326f35b8e0d899;https://eth.blockscout.com/tx/0xddc0b145b50423036dc3dfa18c0f95a83f76bb816690778fb6cb9f887c8cb245;https://sourcify.dev/server/v2/contract/1/0x17cb2452565c192706f93203a6326f35b8e0d899?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
DISC-0015,0x4884d28f048e66a537762334937e01a044cbdfac,,,"https://eth.blockscout.com/address/0x4884d28f048e66a537762334937e01a044cbdfac;https://eth.blockscout.com/api/v2/addresses/0x4884d28f048e66a537762334937e01a044cbdfac;https://eth.blockscout.com/api/v2/smart-contracts/0x4884d28f048e66a537762334937e01a044cbdfac;https://eth.blockscout.com/tx/0xa458a73c6d311e0cccb770300345172d4c25d34d316500da53cbdfb2a0b2a8e0;https://sourcify.dev/server/v2/contract/1/0x4884d28f048e66a537762334937e01a044cbdfac?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
DISC-0016,0xdd0683ebe4c5482d6903d827eb68f5c2f2cf7139,,,"https://eth.blockscout.com/address/0xdd0683ebe4c5482d6903d827eb68f5c2f2cf7139;https://eth.blockscout.com/api/v2/addresses/0xdd0683ebe4c5482d6903d827eb68f5c2f2cf7139;https://eth.blockscout.com/api/v2/smart-contracts/0xdd0683ebe4c5482d6903d827eb68f5c2f2cf7139;https://eth.blockscout.com/tx/0xb8b64c4a362b243735ee13d5bf7fff9223a7264499e1dc66fa3fc9a43b6015e6;https://sourcify.dev/server/v2/contract/1/0xdd0683ebe4c5482d6903d827eb68f5c2f2cf7139?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
DISC-0017,0xc7eccbb718cf9563f92127f20ddcbb2b81589a8f,SimpleEncodedExecutor;bypass.sol,,"https://eth.blockscout.com/address/0xc7eccbb718cf9563f92127f20ddcbb2b81589a8f;https://eth.blockscout.com/api/v2/addresses/0xc7eccbb718cf9563f92127f20ddcbb2b81589a8f;https://eth.blockscout.com/api/v2/smart-contracts/0xc7eccbb718cf9563f92127f20ddcbb2b81589a8f;https://eth.blockscout.com/tx/0x6a418e77ec7fc57451b84ef7146beb429a3832947f4ea8017f07491b0ee09890;https://sourcify.dev/server/v2/contract/1/0xc7eccbb718cf9563f92127f20ddcbb2b81589a8f?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
DISC-0018,0x018782d960790fba802798372d641f7b4c1cb301,EIP7702Rescue;EIP7702Rescue.sol;EIP7702Rescue.sol:EIP7702Rescue,,"https://eth.blockscout.com/address/0x018782d960790fba802798372d641f7b4c1cb301;https://eth.blockscout.com/api/v2/addresses/0x018782d960790fba802798372d641f7b4c1cb301;https://eth.blockscout.com/api/v2/smart-contracts/0x018782d960790fba802798372d641f7b4c1cb301;https://eth.blockscout.com/tx/0x58c05621345eb3a8855da3e12672341a4c1c04e1f3012da1554f334adf68d1a9;https://sourcify.dev/server/v2/contract/1/0x018782d960790fba802798372d641f7b4c1cb301?fields=compilation,proxyResolution",FOUND,FOUND,VERIFIED,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
DISC-0019,0x2a088149132c101f8120d157e9f34a172efab61f,,,"https://eth.blockscout.com/address/0x2a088149132c101f8120d157e9f34a172efab61f;https://eth.blockscout.com/api/v2/addresses/0x2a088149132c101f8120d157e9f34a172efab61f;https://eth.blockscout.com/api/v2/smart-contracts/0x2a088149132c101f8120d157e9f34a172efab61f;https://eth.blockscout.com/tx/0xb3c8f72af5e1654b2550ed6ac4079a1147404abf9217e8e2bafead18b299f72f;https://sourcify.dev/server/v2/contract/1/0x2a088149132c101f8120d157e9f34a172efab61f?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
DISC-0020,0x726ab4d2607908c5136ad5d1dff2072b85c4eaf4,,,"https://eth.blockscout.com/address/0x726ab4d2607908c5136ad5d1dff2072b85c4eaf4;https://eth.blockscout.com/api/v2/addresses/0x726ab4d2607908c5136ad5d1dff2072b85c4eaf4;https://eth.blockscout.com/api/v2/smart-contracts/0x726ab4d2607908c5136ad5d1dff2072b85c4eaf4;https://eth.blockscout.com/tx/0xe5f12fa94830554eb41c73a46965b1cbe400cd3e5c1c1dbd21c3bcbc8c8624f2;https://sourcify.dev/server/v2/contract/1/0x726ab4d2607908c5136ad5d1dff2072b85c4eaf4?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
DISC-0021,0x73fb41d1b93a595a2b35125f5c474f972e5bcac8,SimpleEncodedExecutor;bypass.sol,,"https://eth.blockscout.com/address/0x73fb41d1b93a595a2b35125f5c474f972e5bcac8;https://eth.blockscout.com/api/v2/addresses/0x73fb41d1b93a595a2b35125f5c474f972e5bcac8;https://eth.blockscout.com/api/v2/smart-contracts/0x73fb41d1b93a595a2b35125f5c474f972e5bcac8;https://eth.blockscout.com/tx/0x4a5d159b91af3b72d219c3badd317ecc8b34be6c1518bca6fc875914c7696885;https://sourcify.dev/server/v2/contract/1/0x73fb41d1b93a595a2b35125f5c474f972e5bcac8?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
DISC-0022,0x909f7f6d34ca5ce32147da41e51ed7881e667915,,,"https://eth.blockscout.com/address/0x909f7f6d34ca5ce32147da41e51ed7881e667915;https://eth.blockscout.com/api/v2/addresses/0x909f7f6d34ca5ce32147da41e51ed7881e667915;https://eth.blockscout.com/api/v2/smart-contracts/0x909f7f6d34ca5ce32147da41e51ed7881e667915;https://eth.blockscout.com/tx/0x1296b116e54bbb9bedaf6c7257f42b3de128f4c1e4a18f97c1608f9619eb722a;https://sourcify.dev/server/v2/contract/1/0x909f7f6d34ca5ce32147da41e51ed7881e667915?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
DISC-0023,0xc3c89ff8589644332c916d9c6ec2883eb69d44e5,FixedOwnerCollectProxy;contracts/FixedOwnerCollectProxy.sol;contracts/FixedOwnerCollectProxy.sol:FixedOwnerCollectProxy,,"https://eth.blockscout.com/address/0xc3c89ff8589644332c916d9c6ec2883eb69d44e5;https://eth.blockscout.com/api/v2/addresses/0xc3c89ff8589644332c916d9c6ec2883eb69d44e5;https://eth.blockscout.com/api/v2/smart-contracts/0xc3c89ff8589644332c916d9c6ec2883eb69d44e5;https://eth.blockscout.com/tx/0x6bfb0af1e82ef501905e8a4b948d4454f3b2489ca574c96d2abcc232be5171a6;https://sourcify.dev/server/v2/contract/1/0xc3c89ff8589644332c916d9c6ec2883eb69d44e5?fields=compilation,proxyResolution",FOUND,FOUND,VERIFIED,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
DISC-0024,0xad9cca330a131cd3bf3886db21d734ec60ab3076,BatchCallAndSponsor;src/BatchCallAndSponsor.sol,,"https://eth.blockscout.com/address/0xad9cca330a131cd3bf3886db21d734ec60ab3076;https://eth.blockscout.com/api/v2/addresses/0xad9cca330a131cd3bf3886db21d734ec60ab3076;https://eth.blockscout.com/api/v2/smart-contracts/0xad9cca330a131cd3bf3886db21d734ec60ab3076;https://eth.blockscout.com/tx/0x4d17c78cc7c4759ae514dbb1dca76d5fb5ad3f54ea6f36a2b2b6dadba8a0d82d;https://sourcify.dev/server/v2/contract/1/0xad9cca330a131cd3bf3886db21d734ec60ab3076?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
DISC-0025,0xa667a49275d1913b5d9ec51c3475bcdab7375a8b,,,"https://eth.blockscout.com/address/0xa667a49275d1913b5d9ec51c3475bcdab7375a8b;https://eth.blockscout.com/api/v2/addresses/0xa667a49275d1913b5d9ec51c3475bcdab7375a8b;https://eth.blockscout.com/api/v2/smart-contracts/0xa667a49275d1913b5d9ec51c3475bcdab7375a8b;https://eth.blockscout.com/tx/0xddae683627758a4094488fdd2d8c4218a9676e3479ebb0db23196744b04690f7;https://sourcify.dev/server/v2/contract/1/0xa667a49275d1913b5d9ec51c3475bcdab7375a8b?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
DISC-0026,0x7690e32c929d6c0348f5aea214da9be5a1189b46,,,"https://eth.blockscout.com/address/0x7690e32c929d6c0348f5aea214da9be5a1189b46;https://eth.blockscout.com/api/v2/addresses/0x7690e32c929d6c0348f5aea214da9be5a1189b46;https://eth.blockscout.com/api/v2/smart-contracts/0x7690e32c929d6c0348f5aea214da9be5a1189b46;https://eth.blockscout.com/tx/0x34bf2482e7d27a423dc29cf58ed4c3a46eab880e0567d2925cbfb714458b9191;https://sourcify.dev/server/v2/contract/1/0x7690e32c929d6c0348f5aea214da9be5a1189b46?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
DISC-0027,0x07e24e265de698fb3b2b02315f70154619a184b0,,,"https://eth.blockscout.com/address/0x07e24e265de698fb3b2b02315f70154619a184b0;https://eth.blockscout.com/api/v2/addresses/0x07e24e265de698fb3b2b02315f70154619a184b0;https://eth.blockscout.com/api/v2/smart-contracts/0x07e24e265de698fb3b2b02315f70154619a184b0;https://eth.blockscout.com/tx/0xfbee01ede0d7e7f9f172ad076a7160d865b81ad4a346aeec34364ea6d4b35005;https://sourcify.dev/server/v2/contract/1/0x07e24e265de698fb3b2b02315f70154619a184b0?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
DISC-0028,0x0a16c9aa612fd6abfe59553b04a5e0529176b7c3,SimpleEncodedExecutor;smallgas.sol;smallgas.sol:SimpleEncodedExecutor,,"https://eth.blockscout.com/address/0x0a16c9aa612fd6abfe59553b04a5e0529176b7c3;https://eth.blockscout.com/api/v2/addresses/0x0a16c9aa612fd6abfe59553b04a5e0529176b7c3;https://eth.blockscout.com/api/v2/smart-contracts/0x0a16c9aa612fd6abfe59553b04a5e0529176b7c3;https://eth.blockscout.com/tx/0x43ce54dacbd423ab25059b4454ec5368d642465e3c432f61839745435a4b0e70;https://sourcify.dev/server/v2/contract/1/0x0a16c9aa612fd6abfe59553b04a5e0529176b7c3?fields=compilation,proxyResolution",FOUND,FOUND,VERIFIED,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
DISC-0029,0x854249aa14f6f357aeee5b7e0faffa90692de85e,,,"https://eth.blockscout.com/address/0x854249aa14f6f357aeee5b7e0faffa90692de85e;https://eth.blockscout.com/api/v2/addresses/0x854249aa14f6f357aeee5b7e0faffa90692de85e;https://eth.blockscout.com/api/v2/smart-contracts/0x854249aa14f6f357aeee5b7e0faffa90692de85e;https://eth.blockscout.com/tx/0x9a906509baa301b1de4f1b3cc04fa0f8a93f3f5f285e8c3f74fc368b5a9d2117;https://sourcify.dev/server/v2/contract/1/0x854249aa14f6f357aeee5b7e0faffa90692de85e?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
DISC-0030,0x370fb5a3b645bbf45451ea5431440675d47957bc,,,"https://eth.blockscout.com/address/0x370fb5a3b645bbf45451ea5431440675d47957bc;https://eth.blockscout.com/api/v2/addresses/0x370fb5a3b645bbf45451ea5431440675d47957bc;https://eth.blockscout.com/api/v2/smart-contracts/0x370fb5a3b645bbf45451ea5431440675d47957bc;https://eth.blockscout.com/tx/0xa0eecfc2933ed7409e5cb359841a88e11096c1618dec0545ee65037f892748f5;https://sourcify.dev/server/v2/contract/1/0x370fb5a3b645bbf45451ea5431440675d47957bc?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
DISC-0031,0x399fbfea9fce84e57976c5c57d6ce7725a7f96f4,,,"https://eth.blockscout.com/address/0x399fbfea9fce84e57976c5c57d6ce7725a7f96f4;https://eth.blockscout.com/api/v2/addresses/0x399fbfea9fce84e57976c5c57d6ce7725a7f96f4;https://eth.blockscout.com/api/v2/smart-contracts/0x399fbfea9fce84e57976c5c57d6ce7725a7f96f4;https://eth.blockscout.com/tx/0x1dd885472058fe80e7671e8e54dd2a0bbd2523399efd3984275b8c1aac93d0d0;https://sourcify.dev/server/v2/contract/1/0x399fbfea9fce84e57976c5c57d6ce7725a7f96f4?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
DISC-0032,0xb174b7ce27fbe1e7b501ad68c657d0d76697725a,,,"https://eth.blockscout.com/address/0xb174b7ce27fbe1e7b501ad68c657d0d76697725a;https://eth.blockscout.com/api/v2/addresses/0xb174b7ce27fbe1e7b501ad68c657d0d76697725a;https://eth.blockscout.com/api/v2/smart-contracts/0xb174b7ce27fbe1e7b501ad68c657d0d76697725a;https://eth.blockscout.com/tx/0x6891d447a7efccf3210cb82129d3020976addbeafe3a10910bd7193d4ef0f620;https://sourcify.dev/server/v2/contract/1/0xb174b7ce27fbe1e7b501ad68c657d0d76697725a?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
DISC-0033,0x47e747f5e8cb5819c966292dd969d989ae9dea5e,,,"https://eth.blockscout.com/address/0x47e747f5e8cb5819c966292dd969d989ae9dea5e;https://eth.blockscout.com/api/v2/addresses/0x47e747f5e8cb5819c966292dd969d989ae9dea5e;https://eth.blockscout.com/api/v2/smart-contracts/0x47e747f5e8cb5819c966292dd969d989ae9dea5e;https://eth.blockscout.com/tx/0x0bef0d42d5e08887c8bdaff3ea1788c744bc752634776d47eaaeb9b197e7528c;https://sourcify.dev/server/v2/contract/1/0x47e747f5e8cb5819c966292dd969d989ae9dea5e?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
DISC-0034,0x5a7fc11397e9a8ad41bf10bf13f22b0a63f96f6d,AmbireAccount7702;contracts/AmbireAccount7702.sol,,"https://eth.blockscout.com/address/0x5a7fc11397e9a8ad41bf10bf13f22b0a63f96f6d;https://eth.blockscout.com/api/v2/addresses/0x5a7fc11397e9a8ad41bf10bf13f22b0a63f96f6d;https://eth.blockscout.com/api/v2/smart-contracts/0x5a7fc11397e9a8ad41bf10bf13f22b0a63f96f6d;https://eth.blockscout.com/tx/0x684259f64e17935a964d1ffaf6a5679794eb9cd0b2a780cf85b4040d31ad8f92;https://sourcify.dev/server/v2/contract/1/0x5a7fc11397e9a8ad41bf10bf13f22b0a63f96f6d?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
DISC-0035,0x3bbb1bad779bbc269eb46aecb6a4ff177a4a850a,,,"https://eth.blockscout.com/address/0x3bbb1bad779bbc269eb46aecb6a4ff177a4a850a;https://eth.blockscout.com/api/v2/addresses/0x3bbb1bad779bbc269eb46aecb6a4ff177a4a850a;https://eth.blockscout.com/api/v2/smart-contracts/0x3bbb1bad779bbc269eb46aecb6a4ff177a4a850a;https://eth.blockscout.com/tx/0x072c4035927c462832f45762521e60df48ec7fe51f1ed7ce62a94f61c8914aef;https://sourcify.dev/server/v2/contract/1/0x3bbb1bad779bbc269eb46aecb6a4ff177a4a850a?fields=compilation,proxyResolution",FOUND,FOUND,NOT_FOUND,True,"Treat all names, tags, twins, and proxy addresses as leads. Independently verify project ownership and deployment relationships before entering CONFIRMED."
